app_id,name,developer,publisher,composite_score,tier,recognition_pct,headroom_pct,fit_pct,review_total,review_positive_ratio,review_score_bucket,owners_range,owners_mid,price_usd,metacritic_score,has_controller_support,is_indie,is_self_published,has_coop,has_multiplayer,release_year,genres,tags,screen_review_total_ge_4000,screen_quality_ge_0.70,screen_owners_le_750k,screen_monetisation_paid,screen_is_indie_and_selfpublished,screen_controller_support,screen_gamepass_availability
1390350,Webbed,Sbug Games,Sbug Games,0.7188,Anchor,0.837,0.5284,0.8889,13123,0.9766,Overwhelmingly Positive,"500,000 .. 1,000,000",750000.0,9.99,,True,True,True,False,False,2021,Action|Adventure|Indie,2D|2D Platformer|Action|Atmospheric|Cartoony|Collectathon|Colorful|Cute|Exploration|Family Friendly|Fantasy|Female Protagonist|Indie|Nature|Physics,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
2075070,KinitoPET,troy_en,troy_en,0.7151,Low-cost option,0.7012,0.7753,0.5432,9756,0.931,Very Positive,"200,000 .. 500,000",350000.0,5.99,,False,True,True,False,False,2024,Casual|Indie|Simulation,1990's|2D|3D|Artificial Intelligence|Casual|Conversation|Horror|Immersive Sim|Indie|Linear|Multiple Endings|Narration|Pixel Graphics|Psychological|Psychological Horror,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
206190,Gunpoint,Suspicious Developments,Suspicious Developments,0.7133,Anchor,0.8272,0.5185,0.9235,12952,0.9753,Overwhelmingly Positive,"500,000 .. 1,000,000",750000.0,9.99,83,False,True,True,False,False,2013,Action|Indie|Strategy,2D|Action|Adventure|Comedy|Funny|GameMaker|Great Soundtrack|Hacking|Indie|Level Editor|Noir|Pixel Graphics|Platformer|Puzzle|Sci-fi,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1341290,We Were Here Forever,Total Mayhem Games,Total Mayhem Games,0.7119,Anchor,0.8519,0.5778,0.5481,14210,0.9162,Very Positive,"500,000 .. 1,000,000",750000.0,17.99,,True,True,True,True,True,2022,Adventure|Casual|Indie,3D|Action-Adventure|Adventure|Atmospheric|Casual|Co-op|Co-op Campaign|Dark|Detective|Escape Room|Exploration|Fantasy|First-Person|Linear|Multiplayer,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
488860,MADNESS: Project Nexus,"GIBBING TREE, LLC","GIBBING TREE, LLC",0.7114,Anchor,0.8691,0.5975,0.3778,14899,0.9717,Overwhelmingly Positive,"500,000 .. 1,000,000",750000.0,24.99,,False,True,True,True,True,2021,Action|Indie,3D|Action|Arena Shooter|Atmospheric|Beat 'em up|Blood|Character Customization|Co-op|Combat|Controller|Dark|Funny|Gore|Gun Customization|Hack and Slash,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
765410,Bean Battles,Gupa Games,Gupa Games,0.7077,Low-cost option,0.6914,0.7704,0.5383,9610,0.9389,Very Positive,"200,000 .. 500,000",350000.0,0.99,,False,True,True,False,True,2018,Action|Indie,Action|Atmospheric|Battle Royale|Dating Sim|Difficult|Epic|FPS|Family Friendly|Funny|God Game|Great Soundtrack|Horror|Indie|Memes|Multiplayer,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
753420,Dungreed,TEAM HORAY,TEAM HORAY,0.704,Low-cost option,0.6469,0.7333,0.8716,8965,0.9327,Very Positive,"200,000 .. 500,000",350000.0,9.99,,True,True,True,False,False,2018,Action|Indie,2D|Action|Action Roguelike|Adventure|Bullet Hell|Difficult|Dungeon Crawler|Great Soundtrack|Indie|Local Co-Op|Loot|Metroidvania|Multiplayer|Pixel Graphics|Platformer,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1216710,Cyber Manhunt,Aluba Studio,Aluba Studio,0.7015,Anchor,0.8469,0.5704,0.4988,14120,0.9362,Very Positive,"500,000 .. 1,000,000",750000.0,9.99,,False,True,True,False,False,2021,Indie|RPG|Simulation,2D|Atmospheric|Casual|Crime|Cyberpunk|Detective|Early Access|Hacking|Immersive Sim|Indie|Investigation|Linear|Mystery|Psychological Horror|Puzzle,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
872670,SCP: 5K,Affray Interactive,Affray Interactive,0.6958,Anchor,0.7333,0.8123,0.042,10458,0.7861,Mostly Positive,"200,000 .. 500,000",350000.0,19.99,,True,True,True,True,True,2022,Action|Early Access|Indie|Massively Multiplayer|Strategy,Action|Co-op|Co-op Campaign|Combat|Early Access|FPS|First-Person|Gun Customization|Horror|Immersive|Lore-Rich|Military|Multiplayer|PvE|Realistic,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1611600,WARNO,Eugen Systems,Eugen Systems,0.6943,Anchor,0.7284,0.8049,0.0815,10408,0.8223,Very Positive,"200,000 .. 500,000",350000.0,26.79,,False,True,True,True,True,2024,Action|Indie|Simulation|Strategy,1980s|Bullet Time|Co-op|Cold War|Historical|Massively Multiplayer|Military|Moddable|Multiplayer|PvP|RTS|Real Time Tactics|Realistic|Simulation|Strategy,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1059990,Trombone Champ,Holy Wow Studios LLC,Holy Wow Studios LLC,0.6933,Anchor,0.6667,0.7531,0.5877,9231,0.9796,Overwhelmingly Positive,"200,000 .. 500,000",350000.0,14.99,82,False,True,True,False,False,2022,Casual|Indie,3D|Cartoon|Casual|Colorful|Comedy|Cute|Difficult|Experimental|Family Friendly|Funny|Horror|Indie|Memes|Moddable|Music,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1169040,Necesse,Fair Games ApS,Fair Games ApS,0.6916,Anchor,0.8395,0.5481,0.5259,13746,0.9387,Very Positive,"500,000 .. 1,000,000",750000.0,14.99,,True,True,True,True,True,2019,Action|Adventure|Early Access|Indie|RPG,2D|Adventure|Atmospheric|Automation|Base Building|Building|Co-op|Crafting|Early Access|Exploration|Farming Sim|Multiplayer|Online Co-Op|Open World|Open World Survival Craft,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
690830,Foundation,Polymorph Games,Polymorph Games,0.6894,Anchor,0.8667,0.5926,0.1901,14774,0.8746,Very Positive,"500,000 .. 1,000,000",750000.0,29.99,,False,True,True,False,False,2019,Early Access|Indie|Simulation|Strategy,Atmospheric|Base Building|Building|Choices Matter|City Builder|Colony Sim|Early Access|Economy|Indie|Management|Medieval|Open World|RTS|Relaxing|Resource Management,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1954200,Kena: Bridge of Spirits,Ember Lab,Ember Lab,0.6884,Anchor,0.8444,0.5531,0.4494,13752,0.9207,Very Positive,"500,000 .. 1,000,000",750000.0,39.99,83,True,True,True,False,False,2022,Action|Adventure|Indie,3D|3D Platformer|Action|Action-Adventure|Adventure|Atmospheric|Cinematic|Combat|Controller|Exploration|Fantasy|Female Protagonist|Indie|Magic|Mystery,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
533300,Zup!,Quiet River,Quiet River,0.6857,Low-cost option,0.6148,0.7185,0.9086,8684,0.9417,Very Positive,"200,000 .. 500,000",350000.0,1.99,,False,True,True,False,False,2016,Casual|Indie,2D|Action|Arcade|Casual|Cute|Fast-Paced|Funny|Hidden Object|Indie|Memes|Minimalist|Physics|Point & Click|Psychological Horror|Puzzle,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
799640,Dungeon Munchies,maJAJa,maJAJa,0.6832,Depth,0.4469,0.9383,0.8444,6606,0.9731,Overwhelmingly Positive,"100,000 .. 200,000",150000.0,19.99,,True,True,True,False,False,2022,Action|Adventure|Indie|RPG,2D|Action|Action RPG|Action-Adventure|Adventure|Anime|Bullet Hell|Comedy|Cooking|Difficult|Early Access|Exploration|Funny|Indie|Pixel Graphics,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
388090,Five Nights at Freddy's 4,Scott Cawthon,Scott Cawthon,0.6788,Anchor,0.8494,0.5753,0.2395,14199,0.927,Very Positive,"500,000 .. 1,000,000",750000.0,7.99,51,False,True,True,False,False,2015,Action|Indie|Strategy,Action|Animation & Modeling|Atmospheric|Dark|Difficult|Family Friendly|First-Person|Horror|Illuminati|Indie|Jump Scare|Point & Click|Psychological Horror|Robots|Simulation,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1070710,Kind Words (lo fi chill beats to write to),Popcannibal,Popcannibal,0.6714,Low-cost option,0.6272,0.7259,0.6741,8829,0.9818,Overwhelmingly Positive,"200,000 .. 500,000",350000.0,4.99,,False,True,True,True,True,2019,Casual|Indie,3D|Asynchronous Multiplayer|Atmospheric|Casual|Colorful|Cozy|Cute|Emotional|Experience|Experimental|Funny|Indie|LGBTQ+|Memes|Multiplayer,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
221260,Little Inferno,Tomorrow Corporation,Tomorrow Corporation,0.6711,Anchor,0.8099,0.4444,0.884,12342,0.9478,Very Positive,"500,000 .. 1,000,000",750000.0,14.99,68,False,True,True,False,False,2012,Adventure|Casual|Indie,2D|Adventure|Atmospheric|Casual|Comedy|Dark|Dark Humor|Funny|Great Soundtrack|Indie|Parody|Point & Click|Puzzle|Sandbox|Satire,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
367580,Hook,Maciej Targoni,Maciej Targoni,0.6704,Low-cost option,0.6247,0.7235,0.6864,8828,0.9698,Overwhelmingly Positive,"200,000 .. 500,000",350000.0,1.99,,False,True,True,False,False,2015,Casual|Indie,2D|Abstract|Atmospheric|Casual|Difficult|Family Friendly|Great Soundtrack|Indie|Logic|Minimalist|Mouse only|Puzzle|Relaxing|Short|Singleplayer,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
386070,Planetary Annihilation: TITANS,Planetary Annihilation Inc,Planetary Annihilation Inc,0.6696,Anchor,0.842,0.5506,0.284,13747,0.8487,Very Positive,"500,000 .. 1,000,000",750000.0,29.99,,False,True,True,True,True,2015,Action|Indie|Strategy,Base Building|Building|Co-op|Destruction|Futuristic|Grand Strategy|Indie|Mechs|Multiplayer|Online Co-Op|PvP|RTS|Real Time Tactics|Robots|Sci-fi,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
352720,The Universim,Crytivo,Crytivo,0.6649,Depth,0.679,0.7605,0.2123,9484,0.8064,Very Positive,"200,000 .. 500,000",350000.0,22.49,,False,True,True,False,False,2024,Indie|Simulation|Strategy,Aliens|Building|Casual|City Builder|Colony Sim|Colorful|Exploration|God Game|Management|Open World|Procedural Generation|Real-Time with Pause|Resource Management|Sandbox|Sci-fi,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
230050,DLC Quest,Going Loud Studios,Going Loud Studios,0.6637,Low-cost option,0.4049,0.921,0.9284,6254,0.883,Very Positive,"100,000 .. 200,000",150000.0,2.99,,False,True,True,False,False,2013,Indie,2D|Action|Adventure|Casual|Comedy|Dark Comedy|Exploration|Funny|Indie|Memes|Metroidvania|Parody|Pixel Graphics|Platformer|Retro,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1504500,OPUS: Echo of Starsong - Full Bloom Edition,SIGONO INC.,SIGONO INC.,0.6602,Anchor,0.5877,0.6988,0.8691,8345,0.9663,Overwhelmingly Positive,"200,000 .. 500,000",350000.0,24.99,90,True,True,True,False,False,2021,Adventure|Indie,2.5D|2D|Adventure|Anime|Atmospheric|Colorful|Emotional|Exploration|Female Protagonist|Indie|Interactive Fiction|JRPG|Puzzle Platformer|Sci-fi|Singleplayer,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
677160,We Were Here Too,Total Mayhem Games,Total Mayhem Games,0.6585,Anchor,0.642,0.7309,0.4519,8933,0.807,Very Positive,"200,000 .. 500,000",350000.0,9.99,69,True,True,True,True,True,2018,Adventure|Casual|Indie,Action-Adventure|Adventure|Atmospheric|Casual|Co-op|Co-op Campaign|Dark|Escape Room|First-Person|Horror|Immersive|Indie|Investigation|Linear|Multiplayer,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
401680,POSTAL Redux,Running With Scissors,Running With Scissors,0.6583,Low-cost option,0.3852,0.9975,0.6667,6116,0.9192,Very Positive,"20,000 .. 50,000",35000.0,8.99,54,True,True,True,True,True,2016,Action|Indie,Action|Co-op|Co-op Campaign|Dark Comedy|Dark Humor|Fast-Paced|Gore|Horror|Isometric|Multiplayer|Online Co-Op|Pixel Graphics|Psychological Horror|Shooter|Singleplayer,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1674170,Sprocket,Hamish Dunn,Hamish Dunn,0.6569,Depth,0.6877,0.7679,0.0593,9608,0.934,Very Positive,"200,000 .. 500,000",350000.0,19.99,,False,True,True,False,False,2021,Action|Early Access|Indie|Simulation,3D|Action|Alternate History|Building|Character Customization|Cold War|Early Access|Gun Customization|Military|Physics|PvE|Sandbox|Tanks|Third Person|Third-Person Shooter,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
453090,Parkitect,Texel Raptor,Texel Raptor,0.656,Depth,0.5012,0.9481,0.2617,7253,0.9449,Very Positive,"100,000 .. 200,000",150000.0,29.99,83,False,True,True,True,True,2018,Casual|Indie|Simulation|Strategy,Building|Capitalism|Casual|City Builder|Co-op|Economy|Family Friendly|Isometric|Level Editor|Management|Moddable|Multiplayer|Nostalgia|Relaxing|Retro,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
2194530,Yog-Sothoth’s Yard,Bone Nail,Bone Nail,0.6533,Depth,0.6519,0.7358,0.3309,9067,0.9435,Very Positive,"200,000 .. 500,000",350000.0,10.99,,False,True,True,False,False,2023,Indie|RPG|Simulation,Anime|Base Building|Building|City Builder|Cooking|Cute|Dark Fantasy|Dating Sim|Horror|Interactive Fiction|JRPG|Multiple Endings|Mythology|RPG|Roguelite,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
422970,Devil Daggers,Sorath,Sorath,0.6526,Anchor,0.6296,0.7284,0.4642,8840,0.9532,Overwhelmingly Positive,"200,000 .. 500,000",350000.0,9.99,83,False,True,True,False,False,2016,Action|Indie,Action|Arcade|Arena Shooter|Atmospheric|Bullet Hell|Dark|Demons|Difficult|FPS|Fast-Paced|First-Person|Gore|Horror|Indie|Lovecraftian,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
601220,Zup! F,Quiet River,Quiet River,0.6519,Low-cost option,0.5827,0.6963,0.8198,8251,0.9707,Overwhelmingly Positive,"200,000 .. 500,000",350000.0,1.99,,False,True,True,False,False,2019,Casual|Indie,2D|Atmospheric|Casual|Cute|Cyberpunk|Family Friendly|Fast-Paced|Fighting|Indie|Minimalist|Mouse only|Physics|Point & Click|Puzzle|Puzzle Platformer,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
280160,Aragami,Lince Works,Lince Works,0.6496,Anchor,0.8148,0.4765,0.516,12519,0.9006,Very Positive,"500,000 .. 1,000,000",750000.0,19.99,71,True,True,True,True,True,2016,Action|Adventure|Indie,Action|Adventure|Anime|Assassin|Atmospheric|Blood|Co-op|Gore|Great Soundtrack|Indie|Magic|Multiplayer|Ninja|Online Co-Op|Open World,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
266010,LYNE,Thomas Bowker,Thomas Bowker,0.6484,Low-cost option,0.5728,0.6815,0.8938,8146,0.9568,Overwhelmingly Positive,"200,000 .. 500,000",350000.0,2.99,,True,True,True,False,False,2014,Casual|Indie,2D|Abstract|Action|Adventure|Arcade|Atmospheric|Casual|Difficult|Great Soundtrack|Indie|Logic|Minimalist|Mouse only|Procedural Generation|Puzzle,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
897450,The Survivalists,Team17,Team17,0.6437,Anchor,0.5901,0.7037,0.6716,8367,0.7685,Mostly Positive,"200,000 .. 500,000",350000.0,24.99,69,True,True,True,True,True,2020,Action|Adventure|Casual|Indie,2D|Action|Adventure|Base Building|Casual|Character Customization|Co-op|Crafting|Exploration|Hunting|Multiplayer|Online Co-Op|Open World|Open World Survival Craft|Pixel Graphics,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1066890,Automobilista 2,Reiza Studios,Reiza Studios,0.6427,Depth,0.6568,0.7407,0.1802,9112,0.9214,Very Positive,"200,000 .. 500,000",350000.0,39.99,,True,True,True,False,True,2020,Action|Indie|Racing|Simulation|Sports,Action|Automobile Sim|Driving|Indie|Multiplayer|Racing|Realistic|Simulation|Sports|VR,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
2181930,DR LIVESEY ROM AND DEATH EDITION,Agafonoff,Agafonoff,0.6425,Anchor,0.8296,0.5235,0.1827,13045,0.9474,Very Positive,"500,000 .. 1,000,000",750000.0,0.99,,False,True,True,False,False,2023,Action|Adventure|Indie|RPG|Simulation,2D|Action|Adventure|Atmospheric|Beat 'em up|Cartoon|Combat|Comedy|Dark|Difficult|Dungeon Crawler|Hand-drawn|Looter Shooter|Procedural Generation|RPG,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1061090,Jump King,Nexile,Nexile,0.6417,Anchor,0.7877,0.3951,0.8988,11450,0.9017,Very Positive,"500,000 .. 1,000,000",750000.0,12.99,,True,True,True,False,False,2019,Action|Adventure|Indie,2D|Action|Adventure|Atmospheric|Dark Humor|Difficult|Fantasy|Funny|Horror|Indie|Medieval|Philosophical|Pixel Graphics|Platformer|Precision Platformer,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1182620,Impostor Factory,Freebird Games,Freebird Games,0.637,Anchor,0.7728,0.3778,0.9951,11116,0.9591,Overwhelmingly Positive,"500,000 .. 1,000,000",750000.0,9.99,80,True,True,True,False,False,2021,Adventure|Casual|Indie|RPG,2D|Adventure|Atmospheric|Comedy|Cute|Emotional|Funny|Interactive Fiction|JRPG|Linear|Lovecraftian|Mystery|Narrative|Pixel Graphics|Psychological Horror,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
937170,Otaku's Adventure,Spacelight Studio,Spacelight Studio,0.6346,Low-cost option,0.563,0.6691,0.8543,8059,0.9484,Very Positive,"200,000 .. 500,000",350000.0,6.99,,False,True,True,False,False,2019,Adventure|Indie|RPG,Adventure|Anime|Choices Matter|Comedy|Cute|Dating Sim|Female Protagonist|Funny|Indie|Interactive Fiction|Mouse only|Multiple Endings|Point & Click|Puzzle|RPG,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
388880,Oxenfree,Night School Studio,Night School Studio,0.6311,Anchor,0.7901,0.3975,0.7704,11488,0.919,Very Positive,"500,000 .. 1,000,000",750000.0,9.99,80,True,True,True,False,False,2016,Adventure|Indie,2.5D|2D|Adventure|Atmospheric|Choices Matter|Female Protagonist|Great Soundtrack|Horror|Indie|Lovecraftian|Multiple Endings|Mystery|Psychological Horror|Short|Side Scroller,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
445220,Avorion,Boxelware,Boxelware,0.6301,Anchor,0.8321,0.5259,0.037,13068,0.9017,Very Positive,"500,000 .. 1,000,000",750000.0,24.99,,False,True,True,True,True,2020,Action|Indie|Simulation,3D|Action RPG|Building|Choose Your Own Adventure|Economy|Exploration|Flight|Management|Open World|PvE|Sandbox|Sci-fi|Simulation|Space|Space Sim,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
382310,Eco,Strange Loop Games,Strange Loop Games,0.6291,Anchor,0.8222,0.4938,0.2049,12700,0.8115,Very Positive,"500,000 .. 1,000,000",750000.0,29.99,,False,True,True,True,True,2018,Early Access|Indie|Simulation,Base Building|Building|Crafting|Early Access|Economy|Education|Immersive Sim|Multiplayer|Nature|Open World|Open World Survival Craft|Political Sim|Resource Management|Sandbox|Science,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1606180,下一站江湖Ⅱ,白玉京工作室,白玉京工作室,0.6281,Depth,0.4296,0.9358,0.3901,6470,0.7325,Mostly Positive,"100,000 .. 200,000",150000.0,24.99,,True,True,True,False,False,2024,Action|Adventure|Indie|RPG,3D|3D Platformer|Action|Action RPG|Action RTS|Adventure|Alternate History|Combat|Exploration|Indie|Martial Arts|Multiple Endings|Open World|RPG|Sandbox,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
