app_id,name,developer,publisher,composite_score,tier,recognition_pct,headroom_pct,fit_pct,review_total,review_positive_ratio,review_score_bucket,owners_range,owners_mid,price_usd,metacritic_score,has_controller_support,is_indie,is_self_published,has_coop,has_multiplayer,release_year,genres,tags,screen_review_total_ge_4000,screen_quality_ge_0.70,screen_owners_le_750k,screen_monetisation_paid,screen_is_indie_and_selfpublished,screen_controller_support,screen_gamepass_availability
368360,60 Seconds!,Robot Gentleman,Robot Gentleman,0.8314,Anchor,0.7802,0.9877,0.4617,11409,0.8445,Very Positive,"100,000 .. 200,000",150000.0,8.99,,True,True,True,False,False,2015,Adventure|Casual|Indie|Simulation|Strategy,2D|3D|Choices Matter|Choose Your Own Adventure|Dark Comedy|Dark Humor|Difficult|Exploration|Funny|Immersive Sim|Management|Outbreak Sim|Point & Click|Post-apocalyptic|Story Rich,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
589290,Holdfast: Nations At War,Anvil Game Studios,Anvil Game Studios,0.8309,Anchor,0.9753,0.8568,0.0049,24355,0.8993,Very Positive,"500,000 .. 1,000,000",750000.0,19.99,,True,True,True,False,True,2020,Action|Indie|Massively Multiplayer|RPG|Simulation|Strategy,Action|FPS|First-Person|Historical|Indie|Massively Multiplayer|Military|Moddable|Multiplayer|Naval|RPG|Shooter|Simulation|Strategy|Tactical,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1887840,Another Crab's Treasure,Aggro Crab,Aggro Crab,0.8267,Anchor,0.8,0.8716,0.7802,11759,0.9481,Very Positive,"200,000 .. 500,000",350000.0,29.99,,True,True,True,False,False,2024,Action|Adventure|Indie,3D|3D Platformer|Action|Action RPG|Action-Adventure|Atmospheric|Beat 'em up|Cartoony|Cute|Dark Fantasy|Dark Humor|Funny|Lore-Rich|Nonlinear|Open World,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
2248760,Car For Sale Simulator 2023,Red Axe Games,Red Axe Games,0.8252,Anchor,0.8642,0.9284,0.2173,14710,0.862,Very Positive,"200,000 .. 500,000",350000.0,17.99,,True,True,True,True,True,2023,Early Access|Indie|Simulation,3D|America|Automobile Sim|Cinematic|Conversation|Driving|Early Access|FPS|Family Friendly|First-Person|Immersive Sim|Inventory Management|Life Sim|Modern|Multiplayer,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1766740,Choo-Choo Charles,Two Star Games,Two Star Games,0.8242,Anchor,0.8617,0.9259,0.2296,14696,0.9142,Very Positive,"200,000 .. 500,000",350000.0,19.99,,True,True,True,False,False,2022,Action|Adventure|Indie,3D|Action|Action-Adventure|Adventure|Atmospheric|Choices Matter|Co-op|Dark|FPS|First-Person|Hand-drawn|Horror|Indie|Open World|Psychological Horror,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
2406770,Bodycam,Reissad Studio,Reissad Studio,0.8217,Anchor,0.9679,0.8444,0.0,23740,0.7435,Mostly Positive,"500,000 .. 1,000,000",750000.0,33.32,,False,True,True,False,True,2024,Action|Early Access|Indie|Massively Multiplayer|Simulation|Strategy,3D|Action|Action-Adventure|Early Access|FPS|First-Person|Immersive Sim|Military|Multiplayer|Open World|PvP|Realistic|Shooter|Simulation|Stealth,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1127500,Mini Motorways,Dinosaur Polo Club,Dinosaur Polo Club,0.8215,Anchor,0.9407,0.7556,0.4889,19938,0.9606,Overwhelmingly Positive,"500,000 .. 1,000,000",750000.0,9.99,87,True,True,True,False,False,2021,Casual|Indie|Simulation|Strategy,Beautiful|Building|Casual|City Builder|Family Friendly|Great Soundtrack|Indie|Management|Minimalist|Puzzle|Relaxing|Resource Management|Roguelike|Simulation|Singleplayer,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
423230,Furi,The Game Bakers,The Game Bakers,0.8207,Anchor,0.7975,0.8691,0.7432,11751,0.9104,Very Positive,"200,000 .. 500,000",350000.0,19.99,76,True,True,True,False,False,2016,Action|Indie,Action|Atmospheric|Beat 'em up|Boss Rush|Bullet Hell|Controller|Cyberpunk|Difficult|Fast-Paced|Great Soundtrack|Hack and Slash|Indie|Replay Value|Sci-fi|Shoot 'Em Up,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
714120,Little Misfortune,Killmonday Games AB,Killmonday Games AB,0.8158,Anchor,0.7654,0.842,0.963,10999,0.9177,Very Positive,"200,000 .. 500,000",350000.0,19.99,57,True,True,True,False,False,2019,Adventure|Casual|Indie,2D|Adventure|Atmospheric|Casual|Choices Matter|Cute|Dark|Dark Fantasy|Dark Humor|Female Protagonist|Funny|Great Soundtrack|Horror|Indie|Interactive Fiction,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1421250,Tiny Bunny,Saikono,Saikono,0.8146,Anchor,0.9235,0.721,0.6444,18662,0.9669,Overwhelmingly Positive,"500,000 .. 1,000,000",750000.0,12.99,,False,True,True,False,False,2021,Adventure|Early Access|Indie,2D|Adventure|Anime|Atmospheric|Choices Matter|Cute|Dark|Early Access|Gore|Great Soundtrack|Horror|Indie|Interactive Fiction|Mature|Point & Click,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
2334730,Death Must Die,Realm Archive,Realm Archive,0.8136,Anchor,0.9185,0.7111,0.6988,18091,0.9264,Very Positive,"500,000 .. 1,000,000",750000.0,6.99,,True,True,True,False,False,2023,Action|Casual|Early Access|Indie|RPG,2D|Action|Action RPG|Action Roguelike|Bullet Hell|Controller|Dark Fantasy|Early Access|Fantasy|Hack and Slash|Inventory Management|Isometric|Loot|Magic|Pixel Graphics,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
2066020,Soulstone Survivors,Game Smithing Limited,Game Smithing Limited,0.8136,Anchor,0.9333,0.7457,0.4864,19630,0.907,Very Positive,"500,000 .. 1,000,000",750000.0,9.99,,True,True,True,False,False,2022,Action|Early Access|Indie|RPG,Action|Action RPG|Action Roguelike|Arcade|Bullet Hell|Character Customization|Colorful|Controller|Crafting|Dark Fantasy|Early Access|Hack and Slash|Procedural Generation|RPG|Roguelike,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1062520,Dinkum,James Bendon,James Bendon,0.8131,Anchor,0.9481,0.7778,0.279,21010,0.9412,Very Positive,"500,000 .. 1,000,000",750000.0,19.99,,True,True,True,True,True,2022,Early Access|Indie|RPG|Simulation,Adventure|Agriculture|Building|Character Customization|Co-op|Crafting|Cute|Early Access|Exploration|Farming Sim|Fishing|Hunting|Life Sim|Mining|Online Co-Op,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1241510,The Test,Randumb Studios,Randumb Studios,0.8126,Anchor,0.9358,0.7481,0.4543,19646,0.9698,Overwhelmingly Positive,"500,000 .. 1,000,000",750000.0,1.99,,True,True,True,False,False,2020,Adventure|Casual|Indie|RPG|Simulation,Atmospheric|Casual|Choices Matter|Choose Your Own Adventure|Detective|Horror|Immersive Sim|Investigation|JRPG|Multiple Endings|Mystery|Pixel Graphics|Psychological|Psychological Horror|RPG,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
341940,Hatred,Destructive Creations,Destructive Creations,0.8104,Anchor,0.9309,0.7432,0.4765,19586,0.8258,Very Positive,"500,000 .. 1,000,000",750000.0,5.99,43,True,True,True,False,False,2015,Action|Indie,Action|Dark|Dark Fantasy|Dark Humor|Difficult|Gore|Horror|Indie|Isometric|Mature|Open World|Psychological Horror|Shooter|Singleplayer|Survival,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1244090,Sea of Stars,Sabotage Studio,Sabotage Studio,0.8101,Anchor,0.758,0.8321,0.9827,10857,0.8931,Very Positive,"200,000 .. 500,000",350000.0,34.99,87,True,True,True,False,False,2023,Adventure|Indie|RPG,2D|Adventure|Colorful|Comedy|Emotional|Exploration|Fantasy|Female Protagonist|Funny|Indie|JRPG|Kickstarter|Lore-Rich|Pixel Graphics|RPG,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
2171440,Fear & Hunger 2: Termina,Miro Haverinen,Miro Haverinen,0.8064,Depth,0.6444,1.0,0.842,8962,0.9746,Overwhelmingly Positive,"0 .. 20,000",10000.0,11.99,,True,True,True,False,False,2022,Indie|RPG,2D|Anime|Atmospheric|CRPG|Dark Fantasy|Dungeon Crawler|Gothic|Horror|JRPG|Lovecraftian|Multiple Endings|Nonlinear|Party-Based RPG|Pixel Graphics|Psychological Horror,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
242680,Nuclear Throne,Vlambeer,Vlambeer,0.8059,Anchor,0.9111,0.6914,0.7383,17569,0.9618,Overwhelmingly Positive,"500,000 .. 1,000,000",750000.0,11.99,89,True,True,True,False,True,2015,Action|Indie|RPG,2D|Action|Action Roguelike|Bullet Hell|Difficult|Great Soundtrack|Indie|Local Co-Op|Local Multiplayer|Perma Death|Pixel Graphics|Post-apocalyptic|RPG|Roguelike|Roguelite,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1432860,Sun Haven,Pixel Sprout Studios,Pixel Sprout Studios,0.8052,Anchor,0.9383,0.7506,0.358,19709,0.8566,Very Positive,"500,000 .. 1,000,000",750000.0,12.49,,True,True,True,True,True,2023,Adventure|Casual|Indie|RPG|Simulation,Adventure|Agriculture|Character Customization|Combat|Cooking|Crafting|Dating Sim|Exploration|Fantasy|Farming Sim|Fishing|Life Sim|Magic|Mining|Multiplayer,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
405640,Pony Island,Daniel Mullins Games,Daniel Mullins Games,0.8044,Anchor,0.8938,0.6469,0.9877,16350,0.9519,Overwhelmingly Positive,"500,000 .. 1,000,000",750000.0,4.99,86,False,True,True,False,False,2016,Indie,2D|Atmospheric|Cute|Dark|Demons|Experimental|Funny|Gore|Great Soundtrack|Hacking|Horror|Horses|Indie|Memes|Pixel Graphics,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1940340,Darkest Dungeon® II,Red Hook Studios,Red Hook Studios,0.799,Anchor,0.9012,0.6741,0.7877,17309,0.7586,Mostly Positive,"500,000 .. 1,000,000",750000.0,39.99,81,True,True,True,False,False,2023,Indie|RPG|Strategy,2D|CRPG|Dark Fantasy|Dungeon Crawler|Gothic|Hand-drawn|Lovecraftian|Party-Based RPG|Perma Death|Procedural Generation|RPG|Roguelike|Roguelite|Singleplayer|Story Rich,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
362680,Fran Bow,Killmonday Games AB,Killmonday Games AB,0.7936,Anchor,0.9062,0.679,0.6889,17348,0.9722,Overwhelmingly Positive,"500,000 .. 1,000,000",750000.0,14.99,70,False,True,True,False,False,2015,Adventure|Indie,2D|Adventure|Atmospheric|Dark|Dark Fantasy|Fantasy|Female Protagonist|Gore|Great Soundtrack|Hand-drawn|Hidden Object|Horror|Indie|Point & Click|Psychological,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
232430,Gone Home,Fullbright,Fullbright,0.7905,Anchor,0.9136,0.6938,0.5617,17625,0.7704,Mostly Positive,"500,000 .. 1,000,000",750000.0,14.99,86,True,True,True,False,False,2013,Adventure|Indie,1990's|Adventure|Atmospheric|Emotional|Exploration|Female Protagonist|First-Person|Great Soundtrack|Indie|Interactive Fiction|LGBTQ+|Mystery|Narration|Narrative|Point & Click,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1353230,Bomb Rush Cyberfunk,Team Reptile,Team Reptile,0.7874,Anchor,0.7852,0.8593,0.5111,11433,0.9834,Overwhelmingly Positive,"200,000 .. 500,000",350000.0,39.99,,True,True,True,False,False,,Action|Adventure|Indie,3D|3D Platformer|Action|Adventure|Anime|Cartoon|Colorful|Cyberpunk|Futuristic|Great Soundtrack|Indie|Jet|Linear|Parkour|Relaxing,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
264200,One Finger Death Punch,Silver Dollar Games,Silver Dollar Games,0.7872,Anchor,0.8914,0.6444,0.837,16239,0.9794,Overwhelmingly Positive,"500,000 .. 1,000,000",750000.0,1.24,,True,True,True,False,False,2014,Action|Casual|Indie,2D|2D Fighter|Action|Addictive|Arcade|Beat 'em up|Blood|Casual|Difficult|Epic|Fast-Paced|Fighting|Funny|Gore|Great Soundtrack,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
250760,Shovel Knight: Treasure Trove,Yacht Club Games,Yacht Club Games,0.7862,Anchor,0.8815,0.6321,0.9259,15782,0.9591,Overwhelmingly Positive,"500,000 .. 1,000,000",750000.0,39.99,85,True,True,True,True,True,2014,Action|Adventure|Indie,2D|Action|Adventure|Arcade|Comedy|Difficult|Fantasy|Funny|Great Soundtrack|Indie|Kickstarter|Medieval|Metroidvania|Old School|Pixel Graphics,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
2365810,Pseudoregalia,rittzler,rittzler,0.7859,Anchor,0.8025,0.8765,0.3407,11908,0.9729,Overwhelmingly Positive,"200,000 .. 500,000",350000.0,5.99,,True,True,True,False,False,,Action|Adventure|Indie,3D|3D Platformer|Abstract|Adventure|Cartoon|Controller|Exploration|Fantasy|Female Protagonist|Magic|Metroidvania|Nonlinear|Old School|Parkour|Platformer,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
861540,Dicey Dungeons,Terry Cavanagh,Terry Cavanagh,0.7852,Anchor,0.7481,0.8272,0.8025,10685,0.8954,Very Positive,"200,000 .. 500,000",350000.0,14.99,80,True,True,True,False,False,2019,Indie|Strategy,Card Battler|Card Game|Cartoon|Casual|Colorful|Cute|Deckbuilding|Dungeon Crawler|Great Soundtrack|Indie|Mouse only|Procedural Generation|RPG|Replay Value|Roguelike,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1520370,Mon Bazou,Santa Goat,Santa Goat,0.7844,Anchor,0.8346,0.9037,0.0568,13093,0.9734,Overwhelmingly Positive,"200,000 .. 500,000",350000.0,15.99,,True,True,True,False,False,2021,Adventure|Casual|Early Access|Indie|Racing|Simulation,3D|ATV|Automobile Sim|Building|Casual|Choose Your Own Adventure|Crafting|Driving|Early Access|Exploration|First-Person|Life Sim|Motorbike|Open World|Physics,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
394690,Tower Unite,PixelTail Games,PixelTail Games,0.782,Anchor,0.9432,0.758,0.0716,19950,0.9004,Very Positive,"500,000 .. 1,000,000",750000.0,19.99,,True,True,True,True,True,2016,Action|Adventure|Casual|Early Access|Indie|Massively Multiplayer|Racing,Action|Adventure|Arcade|Casual|Character Customization|Early Access|FPS|Funny|Great Soundtrack|Indie|Massively Multiplayer|Memes|Mini Golf|Multiplayer|Open World,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1571440,Lunch Lady,Manic Mice,Manic Mice,0.78,Anchor,0.8123,0.8864,0.1926,12434,0.8589,Very Positive,"200,000 .. 500,000",350000.0,4.99,,True,True,True,True,True,2021,Action|Adventure|Indie,Action|Action-Adventure|Choices Matter|Co-op|Collectathon|Dark|Exploration|FPS|First-Person|Horror|Multiplayer|Nonlinear|Online Co-Op|Procedural Generation|Psychological Horror,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
914800,Coffee Talk,Toge Productions,Toge Productions,0.7798,Anchor,0.7309,0.8074,0.9136,10410,0.9519,Overwhelmingly Positive,"200,000 .. 500,000",350000.0,12.99,76,True,True,True,False,False,2020,Adventure|Casual|Indie,Anime|Atmospheric|Casual|Choices Matter|Conversation|Crafting|Emotional|Experimental|Fantasy|Indie|Interactive Fiction|LGBTQ+|Multiple Endings|Philosophical|Pixel Graphics,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
313340,Mountain,David OReilly,David OReilly,0.778,Anchor,0.8864,0.6395,0.7901,16227,0.8827,Very Positive,"500,000 .. 1,000,000",750000.0,0.79,,True,True,True,False,False,2014,Casual|Indie|RPG|Simulation,Ambient|Beautiful|Casual|Experimental|Funny|God Game|Great Soundtrack|Idler|Indie|Music|Nature|Philosophical|Procedural Generation|Puzzle|RPG,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
2080690,Sunkenland,Vector3 Studio,Vector3 Studio,0.776,Anchor,0.9284,0.7383,0.1654,19499,0.819,Very Positive,"500,000 .. 1,000,000",750000.0,19.99,,False,True,True,True,True,2023,Action|Early Access|Indie,3D|Action|Adventure|Base Building|Co-op|Crafting|Early Access|Exploration|FPS|Multiplayer|Open World|Open World Survival Craft|Post-apocalyptic|PvE|Realistic,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
257850,Hyper Light Drifter,Heart Machine,Heart Machine,0.776,Anchor,0.8963,0.6667,0.6123,17197,0.9331,Very Positive,"500,000 .. 1,000,000",750000.0,19.99,84,True,True,True,True,True,2016,Action|Adventure|Indie|RPG,2D|Action|Action RPG|Adventure|Atmospheric|Colorful|Difficult|Exploration|Fantasy|Great Soundtrack|Hack and Slash|Indie|Metroidvania|Pixel Graphics|Post-apocalyptic,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
2291760,Papa's Freezeria Deluxe,Flipline Studios,Flipline Studios,0.7747,Low-cost option,0.6877,0.9778,0.3975,9608,0.9926,Overwhelmingly Positive,"100,000 .. 200,000",150000.0,5.99,,False,True,True,False,False,2023,Action|Casual|Indie|Simulation|Strategy,2D|Action|Casual|Character Customization|Classic|Colorful|Cooking|Cult Classic|Cute|Family Friendly|Funny|Indie|Job Simulator|Management|Nostalgia,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
456750,The Room Three,Fireproof Games,Fireproof Games,0.7709,Anchor,0.7778,0.8519,0.4123,11347,0.9608,Overwhelmingly Positive,"200,000 .. 500,000",350000.0,5.99,,False,True,True,False,False,2018,Adventure|Indie,3D|Adventure|Atmospheric|Casual|Dark|Escape Room|First-Person|Hidden Object|Horror|Indie|Lovecraftian|Multiplayer|Multiple Endings|Mystery|Point & Click,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1556790,Isonzo,BlackMill Games,BlackMill Games,0.7679,Anchor,0.8198,0.8914,0.0148,12682,0.8305,Very Positive,"200,000 .. 500,000",350000.0,13.99,73,True,True,True,False,True,2022,Action|Indie|Massively Multiplayer|Simulation|Strategy,Action|Atmospheric|Combat|FPS|First-Person|Historical|Indie|Massively Multiplayer|Military|Multiplayer|PvP|Realistic|Shooter|Simulation|Singleplayer,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
2142790,Fields of Mistria,NPC Studio,NPC Studio,0.7543,Anchor,0.7235,0.8,0.7259,10306,0.9825,Overwhelmingly Positive,"200,000 .. 500,000",350000.0,13.99,,True,True,True,False,False,2024,Early Access|Indie|RPG|Simulation,2D|Agriculture|Anime|Building|Cooking|Crafting|Cute|Dating Sim|Early Access|Farming|Farming Sim|Life Sim|Mining|Open World|Pixel Graphics,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1404850,Luck be a Landlord,TrampolineTales,TrampolineTales,0.7519,Low-cost option,0.7136,0.7877,0.8,9990,0.9354,Very Positive,"200,000 .. 500,000",350000.0,9.99,,True,True,True,False,False,2023,Indie|Simulation|Strategy,2D|Auto Battler|Capitalism|Casual|Deckbuilding|Early Access|Gambling|Indie|Management|Pixel Graphics|Procedural Generation|Resource Management|Retro|Roguelike|Roguelike Deckbuilder,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
2239150,Thronefall,GrizzlyGames,GrizzlyGames,0.7472,Anchor,0.8889,0.642,0.4593,16228,0.9669,Overwhelmingly Positive,"500,000 .. 1,000,000",750000.0,9.74,,True,True,True,False,False,2024,Action|Indie|Strategy,3D|Action|Action RTS|Base Building|Building|City Builder|Colorful|Combat|Controller|Early Access|Fantasy|Hack and Slash|Indie|Isometric|Medieval,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
667970,VTOL VR,"Boundless Dynamics, LLC","Boundless Dynamics, LLC",0.7454,Anchor,0.9086,0.6889,0.1556,17517,0.9806,Overwhelmingly Positive,"500,000 .. 1,000,000",750000.0,29.99,,False,True,True,True,True,2017,Action|Indie|Simulation,6DOF|Action|Artificial Intelligence|Combat|First-Person|Flight|Futuristic|Jet|Level Editor|Military|Multiplayer|Naval Combat|Physics|Realistic|Sandbox,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1302240,Labyrinthine,Valko Game Studios,Valko Game Studios,0.7353,Anchor,0.8765,0.6247,0.4716,15545,0.8544,Very Positive,"500,000 .. 1,000,000",750000.0,9.99,,True,True,True,True,True,2023,Action|Adventure|Indie,Action|Action-Adventure|Atmospheric|Character Customization|Co-op|Co-op Campaign|Controller|First-Person|Horror|Lovecraftian|Multiplayer|Online Co-Op|Procedural Generation|Psychological Horror|Puzzle,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1809540,Nine Sols,RedCandleGames,RedCandleGames,0.7353,Anchor,0.8568,0.5802,0.7481,14257,0.9532,Overwhelmingly Positive,"500,000 .. 1,000,000",750000.0,29.99,,True,True,True,False,False,,Action|Adventure|Indie,2D|Action|Action-Adventure|Adventure|Atmospheric|Cats|Comic Book|Dark Fantasy|Difficult|Gore|Hand-drawn|Indie|Martial Arts|Metroidvania|Mythology,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
2638370,Five Nights at Freddy's: Into the Pit,Mega Cat Studios,Mega Cat Studios,0.7351,Depth,0.5481,0.958,0.7778,7857,0.9577,Overwhelmingly Positive,"100,000 .. 200,000",150000.0,19.99,,True,True,True,False,False,2024,Action|Adventure|Indie,1980s|1990's|2D|Action|Action-Adventure|Adventure|Atmospheric|Dark|Exploration|Horror|Indie|Multiple Endings|Pixel Graphics|Point & Click|Psychological Horror,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
268650,From the Depths,Brilliant Skies Ltd.,Brilliant Skies Ltd.,0.7331,Anchor,0.763,0.8395,0.158,10940,0.8984,Very Positive,"200,000 .. 500,000",350000.0,24.99,,True,True,True,True,True,2020,Action|Adventure|Indie|Simulation|Strategy,Artificial Intelligence|Building|Co-op Campaign|Crafting|Gun Customization|Military|Multiplayer|Naval|Naval Combat|Physics|RTS|Sandbox|Simulation|Space|Strategy,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
629820,Maneater,Tripwire Interactive,Tripwire Interactive,0.7257,Anchor,0.879,0.6296,0.3432,15776,0.8863,Very Positive,"500,000 .. 1,000,000",750000.0,9.99,70,True,True,True,False,False,2021,Action|Adventure|Indie|RPG,Action|Action RPG|Action-Adventure|Adventure|Atmospheric|Dark Humor|Exploration|Female Protagonist|Gore|Hack and Slash|Narration|Nature|Open World|RPG|Simulation,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1377380,Night of the Dead,Jackto Studios,Jackto Studios,0.7227,Anchor,0.7605,0.8346,0.0864,10889,0.7825,Mostly Positive,"200,000 .. 500,000",350000.0,29.99,,True,True,True,True,True,2024,Action|Adventure|Indie|RPG|Simulation,Base Building|Building|Crafting|First-Person|Hunting|Multiplayer|Online Co-Op|Open World|Open World Survival Craft|PvP|RPG|Realistic|Sandbox|Simulation|Singleplayer,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
1069740,Seen,Seen Games,Seen Games,0.7215,Low-cost option,0.684,0.7654,0.7333,9550,0.9154,Very Positive,"200,000 .. 500,000",350000.0,2.99,,True,True,True,False,False,2019,Action|Adventure|Early Access|Indie,2.5D|Action|Adventure|Atmospheric|Dark|Dystopian|Early Access|Emotional|Great Soundtrack|Indie|Mystery|Platformer|Psychological Horror|Puzzle|Puzzle Platformer,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
865360,We Were Here Together,Total Mayhem Games,Total Mayhem Games,0.7188,Anchor,0.8593,0.5901,0.5309,14563,0.843,Very Positive,"500,000 .. 1,000,000",750000.0,12.99,77,True,True,True,True,True,2019,Adventure|Casual|Indie,Action-Adventure|Adventure|Atmospheric|Casual|Co-op|Co-op Campaign|Dark|Escape Room|Exploration|First-Person|Horror|Indie|Investigation|Linear|Multiplayer,PASS,PASS,PASS,PASS,PASS,"NOT GATED (scored feature only, see 20_indie_scoring.md)",PENDING_EXTERNAL_CHECK
