app_id,name,developer,publisher,composite_score,tier,recognition_pct,headroom_pct,fit_pct,review_total,review_positive_ratio,review_score_bucket,owners_range,owners_mid,price_usd,metacritic_score,has_controller_support,is_indie,has_coop,has_multiplayer,release_year,genres,tags,screen_review_total_ge_5000,screen_quality_ge_0.70,screen_owners_le_750k,screen_monetisation_paid,screen_has_controller_support,screen_gamepass_availability
463530,Empires of the Undergrowth,Slug Disco,"Hooded Horse, Slug Disco",0.687,Depth,0.7441,0.8964,0.1923,13301,0.9441,Very Positive,"200,000 .. 500,000",350000.0,29.99,,True,False,False,False,2024,Simulation|Strategy,Base Building|Building|City Builder|Colony Sim|Economy|Grand Strategy|Historical|Management|Moddable|Open World|RTS|Real-Time with Pause|Replay Value|Resource Management|Sandbox,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
784150,Workers & Resources: Soviet Republic,3Division,Hooded Horse,0.6855,Anchor,0.8823,0.7143,0.1923,18344,0.9173,Very Positive,"500,000 .. 1,000,000",750000.0,39.99,81,True,False,False,False,2024,Simulation|Strategy,4X|Base Building|Building|City Builder|Colony Sim|Economy|Grand Strategy|Historical|Management|Moddable|Open World|RTS|Real-Time with Pause|Replay Value|Resource Management,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
2138710,Sifu,Sloclap,"Sloclap, Kepler Interactive",0.6834,Anchor,0.8273,0.617,0.4757,15959,0.9242,Very Positive,"500,000 .. 1,000,000",750000.0,39.99,81,True,True,False,False,2023,Action|Indie,Action|Action RPG|Action Roguelike|Action-Adventure|Arcade|Beat 'em up|Blood|Crime|Dark|Dark Fantasy|Difficult|Fighting|Hack and Slash|Indie|Martial Arts,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
493900,Dungeons 3,Realmforge Studios,Kalypso Media,0.6833,Anchor,0.876,0.7049,0.2119,18104,0.9431,Very Positive,"500,000 .. 1,000,000",750000.0,29.99,75,True,False,True,True,2017,Simulation|Strategy,Base Building|Co-op Campaign|Comedy|Dark Fantasy|Dark Humor|Economy|Female Protagonist|Funny|God Game|Horror|Isometric|Management|Multiplayer|Online Co-Op|RTS,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
435400,Hidden Folks,"Adriaan de Jongh, Sylvain Tegroeg",Adriaan de Jongh,0.6826,Depth,0.5228,0.7363,0.9482,9091,0.9665,Overwhelmingly Positive,"200,000 .. 500,000",350000.0,14.99,,True,True,False,False,2017,Adventure|Casual|Indie,2D|Adventure|Audio Production|Casual|Cute|Design & Illustration|Family Friendly|Funny|Great Soundtrack|Hand-drawn|Hidden Object|Indie|Isometric|Minimalist|Point & Click,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
2828860,The Forever Winter,Fun Dog Studios,Fun Dog Studios,0.6825,Depth,0.7457,0.898,0.1633,13361,0.7421,Mostly Positive,"200,000 .. 500,000",350000.0,29.99,,True,False,True,True,2024,Action|Early Access,Action|Character Customization|Choices Matter|Difficult|Dystopian|Early Access|Extraction Shooter|Gun Customization|Horror|Looter Shooter|Mechs|Post-apocalyptic|PvE|Sci-fi|Shooter,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
681280,Descenders,RageSquid,No More Robots,0.6817,Anchor,0.8697,0.6923,0.2402,17632,0.9424,Very Positive,"500,000 .. 1,000,000",750000.0,24.99,78,True,False,False,True,2019,Action|Racing|Sports,Action|Addictive|BMX|Beautiful|Bikes|Cycling|Difficult|Fast-Paced|Great Soundtrack|Moddable|Multiplayer|Open World|Physics|Procedural Generation|Racing,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
45760,Ultra Street Fighter® IV,Capcom,Capcom,0.6794,Anchor,0.7928,0.5495,0.6515,14998,0.8992,Very Positive,"500,000 .. 1,000,000",750000.0,29.99,82,True,False,False,True,2014,Action,2.5D|2D|2D Fighter|3D Vision|Action|Adventure|Anime|Arcade|Beat 'em up|Classic|Competitive|Controller|Difficult|Fighting|Great Soundtrack,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
1404850,Luck be a Landlord,TrampolineTales,TrampolineTales,0.6794,Depth,0.5746,0.7771,0.7441,9990,0.9354,Very Positive,"200,000 .. 500,000",350000.0,9.99,,True,True,False,False,2023,Indie|Simulation|Strategy,2D|Auto Battler|Capitalism|Casual|Deckbuilding|Early Access|Gambling|Indie|Management|Pixel Graphics|Procedural Generation|Resource Management|Retro|Roguelike|Roguelike Deckbuilder,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
1283410,Tails of Iron,Odd Bug Studio,"United Label, CI Games",0.6783,Anchor,0.6107,0.7975,0.6217,10597,0.8894,Very Positive,"200,000 .. 500,000",350000.0,24.99,81,True,True,False,False,2021,Action|Adventure|Indie,2.5D|2D|Action|Action RPG|Action-Adventure|Adventure|Atmospheric|Character Customization|Combat|Dark Fantasy|Difficult|Fantasy|Medieval|Metroidvania|Narration,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
