app_id,name,developer,publisher,composite_score,tier,proven_pct,scarcity_pct,fit_pct,cheap_pct,review_total,review_positive_ratio,review_score_bucket,owners_range,owners_mid,price_usd,is_indie,has_coop,has_multiplayer,has_singleplayer,release_year,genres,tags,screen_review_total_ge_50,screen_quality_ge_0.70,screen_owners_le_750k,screen_monetisation_paid,screen_gamepass_availability
1141120,Scarlet Hood and the Wicked Wood,Devespresso Games,Headup,0.7465,Low-cost option,0.4885,0.7921,0.7747,0.9305,237,0.8692,Very Positive,"0 .. 20,000",10000.0,1.19,True,False,False,True,2021,Adventure|Indie,2D|Adventure|Anime|Cartoon|Choices Matter|Comic Book|Female Protagonist|Indie|Interactive Fiction|Investigation|Multiple Endings|Puzzle|Puzzle Platformer|Side Scroller|Singleplayer,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
1916970,Tree Simulator 2023,Revmatek,Remvatek,0.746,Depth,0.7269,0.7921,0.8876,0.5776,748,0.9599,Overwhelmingly Positive,"0 .. 20,000",10000.0,7.99,True,True,True,True,2022,Action|Adventure|Casual|Indie|Simulation,3D|Action-Adventure|Adventure|Atmospheric|Casual|Character Customization|Co-op|Colorful|Comedy|Emotional|Exploration|Funny|Life Sim|Multiplayer|Nature,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
496650,Antihorror,HFM Games,HFM Games,0.7449,Low-cost option,0.4677,0.7921,0.7619,0.9579,217,0.7281,Mostly Positive,"0 .. 20,000",10000.0,0.99,True,False,False,True,2016,Action|Indie,Action|Action-Adventure|Adventure|Aliens|Atmospheric|Comedy|Dark Comedy|Dark Humor|Exploration|FMV|First-Person|Funny|Hidden Object|Horror|Indie,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
1913490,Adorable Witch 3,Lovely Games,Lovely Games,0.7433,Low-cost option,0.6728,0.7921,0.6612,0.8471,546,0.8553,Very Positive,"0 .. 20,000",10000.0,2.99,False,False,False,True,2022,,2D|2D Platformer|Anime|Atmospheric|Cartoon|Casual|Cute|Dating Sim|Exploration|Female Protagonist|Funny|Idler|Indie|Puzzle|RPG,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
2472390,A Technician's Nightmare,Luzh.,Luzh.,0.7432,Low-cost option,0.3511,0.7921,0.9306,0.8992,139,0.8129,Very Positive,"0 .. 20,000",10000.0,1.99,True,True,True,True,2024,Indie|Simulation,4 Player Local|Co-op|First-Person|Hidden Object|Horror|Indie|Life Sim|Multiplayer|Online Co-Op|Psychedelic|Psychological Horror|Quick-Time Events|Simulation|Singleplayer|Survival Horror,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
1333800,Villa's Blinds,"Çamlıca GameLab, Neuron Entertainment",Neuron Entertainment,0.7427,Low-cost option,0.4617,0.7921,0.9377,0.7791,212,0.8066,Very Positive,"0 .. 20,000",10000.0,4.49,True,False,False,True,2022,Casual|Indie|Simulation|Strategy,Adventure|Casual|Choices Matter|Early Access|Economy|FPS|First-Person|Game Development|Immersive Sim|Indie|Management|Multiplayer|Realistic|Resource Management|Sandbox,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
327560,Near Death,Orthogonal Games,Orthogonal Games,0.7418,Anchor,0.7739,0.7921,0.8237,0.5776,1005,0.9124,Very Positive,"0 .. 20,000",10000.0,7.99,True,False,False,True,2016,Action|Adventure|Indie|Simulation,Action|Action-Adventure|Adventure|Atmospheric|Controller|Dark|Difficult|Exploration|Female Protagonist|First-Person|Indie|Open World|Psychological Horror|Simulation|Singleplayer,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
1428310,The Test: Final Revelation,Randumb Studios,Randumb Studios,0.7418,Anchor,0.9455,0.1884,0.934,0.8992,5280,0.9805,Overwhelmingly Positive,"100,000 .. 200,000",150000.0,1.99,False,False,False,True,2020,RPG|Simulation,Anime|Atmospheric|Choices Matter|Choose Your Own Adventure|Detective|Horror|Immersive Sim|Interactive Fiction|Investigation|Life Sim|Multiple Endings|Mystery|Psychological|Psychological Horror|RPG,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
787070,Super Ledgehop: Double Laser,LAME Dimension,LAME Dimension,0.7411,Low-cost option,0.7156,0.4783,0.8128,0.9579,698,0.9713,Overwhelmingly Positive,"20,000 .. 50,000",35000.0,0.99,True,False,False,True,2018,Action|Adventure|Indie,Action|Adventure|Anime|Bullet Hell|Comedy|Crime|Cute|Faith|Female Protagonist|Funny|Indie|Memes|Pixel Graphics|Rhythm|Shoot 'Em Up,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
1116580,Shady Part of Me,Douze Dixièmes,Focus Entertainment,0.7409,Anchor,0.8741,0.3062,0.9075,0.8759,2279,0.9469,Very Positive,"50,000 .. 100,000",75000.0,2.24,True,False,False,True,2020,Indie,3D Platformer|Adventure|Atmospheric|Casual|Dark|Female Protagonist|Great Soundtrack|Horror|Indie|Linear|Physics|Platformer|Psychological|Psychological Horror|Puzzle,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
2475460,SOS OPS!,ArtDock,ArtDock,0.7406,Depth,0.6875,0.7921,0.8281,0.6546,595,0.8067,Very Positive,"0 .. 20,000",10000.0,5.99,False,True,True,True,2023,,3D|3D Platformer|Action-Adventure|Adventure|Cartoon|Character Customization|Co-op|Colorful|Cute|Funny|Logic|Multiplayer|Online Co-Op|Parkour|Parody,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
1594400,GAI Stops Auto: Right Version Simulator,"Axyos Games, Feas",Axyos Games,0.739,Low-cost option,0.5682,0.7921,0.6122,0.9835,334,0.8533,Very Positive,"0 .. 20,000",10000.0,0.89,True,False,False,True,2021,Action|Adventure|Casual|Indie|RPG|Simulation,3D|Action|Action-Adventure|Adventure|Automobile Sim|Casual|Choose Your Own Adventure|Comedy|Conversation|Funny|Horror|Idler|Life Sim|Memes|Open World,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
1526180,Hide and Seek,Lucky Dog,Lucky Dog,0.7388,Low-cost option,0.3249,0.7921,0.991,0.8471,127,0.7638,Mostly Positive,"0 .. 20,000",10000.0,2.99,True,True,True,False,2021,Adventure|Indie|Massively Multiplayer|RPG,Action|Adventure|Atmospheric|Beautiful|Family Friendly|Funny|Horror|Indie|Local Multiplayer|Massively Multiplayer|Multiplayer|Online Co-Op|Puzzle|RPG|Replay Value,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
