app_id,review_score,total,total_bucket,total_bucket_range
10,9,241610,10,"100,000 - 500,000"
20,8,8409,7,"5,000 - 10,000"
30,8,6921,7,"5,000 - 10,000"
40,8,3066,6,"1,000 - 5,000"
50,9,23374,8,"10,000 - 50,000"
60,8,5804,7,"5,000 - 10,000"
70,9,134016,10,"100,000 - 500,000"
80,8,25536,8,"10,000 - 50,000"
130,8,17189,8,"10,000 - 50,000"
219,8,142,4,100 - 500
220,9,201004,10,"100,000 - 500,000"
240,9,175230,10,"100,000 - 500,000"
280,5,15578,8,"10,000 - 50,000"
300,8,22114,8,"10,000 - 50,000"
320,8,13160,8,"10,000 - 50,000"
340,8,13662,8,"10,000 - 50,000"
360,6,4274,6,"1,000 - 5,000"
380,9,31614,8,"10,000 - 50,000"
400,9,166265,10,"100,000 - 500,000"
410,8,214,4,100 - 500
420,9,41662,8,"10,000 - 50,000"
440,8,1121708,12,"1,000,000 - 5,000,000"
500,9,57875,9,"50,000 - 100,000"
550,9,892381,11,"500,000 - 1,000,000"
570,8,2340768,12,"1,000,000 - 5,000,000"
620,9,409076,10,"100,000 - 500,000"
630,8,21108,8,"10,000 - 50,000"
730,8,8360490,13,"5,000,000 - 10,000,000"
1002,6,114,4,100 - 500
1003,0,2,1,0 - 10
1200,8,2396,6,"1,000 - 5,000"
1250,9,65972,9,"50,000 - 100,000"
1300,8,1125,6,"1,000 - 5,000"
1313,8,369,4,100 - 500
1500,8,1056,6,"1,000 - 5,000"
1502,0,2,1,0 - 10
1510,8,2323,6,"1,000 - 5,000"
1520,8,4031,6,"1,000 - 5,000"
1522,8,62,3,50 - 100
1530,8,575,5,"500 - 1,000"
1540,0,4,1,0 - 10
1600,6,362,4,100 - 500
1610,8,258,4,100 - 500
1620,0,0,1,0 - 10
1630,8,1250,6,"1,000 - 5,000"
1640,8,1446,6,"1,000 - 5,000"
1670,5,287,4,100 - 500
1690,6,443,4,100 - 500
1700,8,2064,6,"1,000 - 5,000"
1710,0,3,1,0 - 10
1840,8,38973,8,"10,000 - 50,000"
1900,6,1365,6,"1,000 - 5,000"
1930,6,5481,7,"5,000 - 10,000"
2100,8,10156,8,"10,000 - 50,000"
2120,0,5,1,0 - 10
2200,9,3588,6,"1,000 - 5,000"
2210,8,3210,6,"1,000 - 5,000"
2270,8,3753,6,"1,000 - 5,000"
2310,9,13825,8,"10,000 - 50,000"
2320,9,8652,7,"5,000 - 10,000"
2360,8,701,5,"500 - 1,000"
2370,6,193,4,100 - 500
2390,8,1080,6,"1,000 - 5,000"
2400,8,5937,7,"5,000 - 10,000"
2420,6,931,5,"500 - 1,000"
2450,6,1053,6,"1,000 - 5,000"
2500,8,1540,6,"1,000 - 5,000"
2510,0,3,1,0 - 10
2520,5,129,4,100 - 500
2540,5,380,4,100 - 500
2590,5,1443,6,"1,000 - 5,000"
2600,8,13335,8,"10,000 - 50,000"
2610,8,1897,6,"1,000 - 5,000"
2620,8,6452,7,"5,000 - 10,000"
2630,8,9888,7,"5,000 - 10,000"
2640,8,1994,6,"1,000 - 5,000"
2700,8,5139,7,"5,000 - 10,000"
2710,8,550,5,"500 - 1,000"
2720,6,46,2,10 - 50
2730,0,1,1,0 - 10
2800,8,474,4,100 - 500
2810,6,666,5,"500 - 1,000"
2820,8,2736,6,"1,000 - 5,000"
2840,6,355,4,100 - 500
2850,6,120,4,100 - 500
2870,5,7260,7,"5,000 - 10,000"
2900,6,193,4,100 - 500
2910,8,435,4,100 - 500
2920,6,126,4,100 - 500
2990,9,17330,8,"10,000 - 50,000"
3010,8,531,5,"500 - 1,000"
3020,8,3693,6,"1,000 - 5,000"
3050,6,381,4,100 - 500
3130,8,783,5,"500 - 1,000"
3170,8,1176,6,"1,000 - 5,000"
3190,0,2,1,0 - 10
3210,0,3,1,0 - 10
3230,4,154,4,100 - 500
3260,5,600,5,"500 - 1,000"
3270,6,1047,6,"1,000 - 5,000"
3280,0,2,1,0 - 10
3300,8,565,5,"500 - 1,000"
3302,0,5,1,0 - 10
3310,8,1138,6,"1,000 - 5,000"
3312,0,2,1,0 - 10
3320,9,5426,7,"5,000 - 10,000"
3322,0,4,1,0 - 10
3330,9,4626,6,"1,000 - 5,000"
3332,0,2,1,0 - 10
3340,6,103,4,100 - 500
3342,0,1,1,0 - 10
3350,8,228,4,100 - 500
3352,0,2,1,0 - 10
3360,8,143,4,100 - 500
3362,0,1,1,0 - 10
3380,8,312,4,100 - 500
3382,0,1,1,0 - 10
3390,9,2098,6,"1,000 - 5,000"
3392,0,1,1,0 - 10
3400,8,58,3,50 - 100
3410,8,336,4,100 - 500
3412,0,1,1,0 - 10
3420,8,68,3,50 - 100
3422,0,1,1,0 - 10
3430,8,200,4,100 - 500
3432,0,2,1,0 - 10
3450,8,363,4,100 - 500
3452,0,7,1,0 - 10
3460,8,71,3,50 - 100
3462,0,1,1,0 - 10
3480,9,9213,7,"5,000 - 10,000"
3482,7,10,2,10 - 50
3483,8,2189,6,"1,000 - 5,000"
3490,7,21,2,10 - 50
3500,8,58,3,50 - 100
3502,0,1,1,0 - 10
3510,8,77,3,50 - 100
3512,0,1,1,0 - 10
3520,8,60,3,50 - 100
3522,0,1,1,0 - 10
3530,8,90,3,50 - 100
3532,0,1,1,0 - 10
3540,9,2341,6,"1,000 - 5,000"
3560,8,499,4,100 - 500
3562,0,4,1,0 - 10
3570,7,44,2,10 - 50
3572,0,1,1,0 - 10
3580,7,42,2,10 - 50
3582,0,1,1,0 - 10
3590,9,132608,10,"100,000 - 500,000"
3592,7,35,2,10 - 50
3600,6,277,4,100 - 500
3602,0,1,1,0 - 10
3610,6,54,3,50 - 100
3612,0,2,1,0 - 10
3620,8,2449,6,"1,000 - 5,000"
3622,0,1,1,0 - 10
3700,6,3594,6,"1,000 - 5,000"
3710,8,1089,6,"1,000 - 5,000"
3720,8,3458,6,"1,000 - 5,000"
3730,8,2557,6,"1,000 - 5,000"
3800,6,511,5,"500 - 1,000"
3810,6,601,5,"500 - 1,000"
3820,6,440,4,100 - 500
3830,9,17074,8,"10,000 - 50,000"
3850,0,4,1,0 - 10
3900,8,3187,6,"1,000 - 5,000"
3910,8,6843,7,"5,000 - 10,000"
3920,8,6554,7,"5,000 - 10,000"
3960,5,154,4,100 - 500
3980,6,804,5,"500 - 1,000"
3990,8,449,4,100 - 500
4000,9,1104711,12,"1,000,000 - 5,000,000"
4100,5,15,2,10 - 50
4102,0,2,1,0 - 10
4230,6,193,4,100 - 500
4260,0,8,1,0 - 10
4290,5,12,2,10 - 50
4300,6,85,3,50 - 100
4310,0,1,1,0 - 10
4420,5,140,4,100 - 500
4440,0,1,1,0 - 10
4460,6,210,4,100 - 500
4470,6,90,3,50 - 100
4500,8,42660,8,"10,000 - 50,000"
4520,6,284,4,100 - 500
4530,6,210,4,100 - 500
4560,8,6828,7,"5,000 - 10,000"
4570,9,10448,8,"10,000 - 50,000"
4580,9,8471,7,"5,000 - 10,000"
4700,9,31797,8,"10,000 - 50,000"
4710,7,16,2,10 - 50
4720,8,3658,6,"1,000 - 5,000"
4760,8,15816,8,"10,000 - 50,000"
4770,6,843,5,"500 - 1,000"
4780,8,631,5,"500 - 1,000"
4800,8,701,5,"500 - 1,000"
4810,0,2,1,0 - 10
4820,0,2,1,0 - 10
4850,8,2628,6,"1,000 - 5,000"
4870,8,313,4,100 - 500
4880,6,564,5,"500 - 1,000"
4890,8,1021,6,"1,000 - 5,000"
4900,8,313,4,100 - 500
4920,8,13022,8,"10,000 - 50,000"
6000,9,15434,8,"10,000 - 50,000"
6010,8,1349,6,"1,000 - 5,000"
6020,9,12963,8,"10,000 - 50,000"
6030,8,4536,6,"1,000 - 5,000"
6040,8,1149,6,"1,000 - 5,000"
6060,8,52513,9,"50,000 - 100,000"
6080,8,831,5,"500 - 1,000"
6090,8,281,4,100 - 500
6120,8,3595,6,"1,000 - 5,000"
6130,0,6,1,0 - 10
6200,8,1836,6,"1,000 - 5,000"
6210,6,160,4,100 - 500
6220,8,5070,7,"5,000 - 10,000"
6230,7,11,2,10 - 50
6250,6,610,5,"500 - 1,000"
6260,0,4,1,0 - 10
6270,5,197,4,100 - 500
6300,8,1113,6,"1,000 - 5,000"
6310,8,1957,6,"1,000 - 5,000"
6320,0,3,1,0 - 10
6370,8,1687,6,"1,000 - 5,000"
6400,8,294,4,100 - 500
6410,0,3,1,0 - 10
6420,8,957,5,"500 - 1,000"
6510,8,1826,6,"1,000 - 5,000"
6580,0,3,1,0 - 10
6600,5,84,3,50 - 100
6800,8,3576,6,"1,000 - 5,000"
6810,8,980,5,"500 - 1,000"
6830,8,2615,6,"1,000 - 5,000"
6840,5,1056,6,"1,000 - 5,000"
6850,8,3818,6,"1,000 - 5,000"
6860,8,12982,8,"10,000 - 50,000"
6870,6,882,5,"500 - 1,000"
6880,5,4769,6,"1,000 - 5,000"
6900,6,3735,6,"1,000 - 5,000"
6910,8,13988,8,"10,000 - 50,000"
6920,5,2178,6,"1,000 - 5,000"
6930,0,7,1,0 - 10
6940,0,2,1,0 - 10
6950,7,10,2,10 - 50
6980,8,2360,6,"1,000 - 5,000"
7000,8,5071,7,"5,000 - 10,000"
7010,6,634,5,"500 - 1,000"
7020,8,459,4,100 - 500
7030,0,6,1,0 - 10
7050,0,1,1,0 - 10
7110,6,1866,6,"1,000 - 5,000"
7200,8,2492,6,"1,000 - 5,000"
7210,6,677,5,"500 - 1,000"
7220,5,345,4,100 - 500
7230,0,1,1,0 - 10
7260,5,220,4,100 - 500
7280,0,2,1,0 - 10
7340,7,45,2,10 - 50
7510,5,3150,6,"1,000 - 5,000"
7520,5,6576,7,"5,000 - 10,000"
7530,5,666,5,"500 - 1,000"
7600,6,3126,6,"1,000 - 5,000"
7610,6,1119,6,"1,000 - 5,000"
7620,8,1231,6,"1,000 - 5,000"
7650,8,825,5,"500 - 1,000"
7660,8,864,5,"500 - 1,000"
7670,8,30266,8,"10,000 - 50,000"
7710,0,1,1,0 - 10
7730,5,191,4,100 - 500
7760,8,3675,6,"1,000 - 5,000"
7770,5,414,4,100 - 500
7800,8,2104,6,"1,000 - 5,000"
7830,8,3473,6,"1,000 - 5,000"
7840,5,149,4,100 - 500
7860,5,1625,6,"1,000 - 5,000"
7890,7,12,2,10 - 50
7940,8,24164,8,"10,000 - 50,000"
8000,8,6385,7,"5,000 - 10,000"
8030,7,12,2,10 - 50
8080,5,3282,6,"1,000 - 5,000"
8090,0,3,1,0 - 10
8100,5,399,4,100 - 500
8140,6,5899,7,"5,000 - 10,000"
8150,0,9,1,0 - 10
8170,6,2523,6,"1,000 - 5,000"
8180,0,8,1,0 - 10
8190,8,50314,9,"50,000 - 100,000"
8310,5,198,4,100 - 500
8320,5,111,4,100 - 500
8330,5,288,4,100 - 500
8400,8,1000,6,"1,000 - 5,000"
8500,6,34812,8,"10,000 - 50,000"
8600,8,2622,6,"1,000 - 5,000"
8700,0,1,1,0 - 10
8720,0,4,1,0 - 10
8760,0,2,1,0 - 10
8790,8,303,4,100 - 500
8800,9,4309,6,"1,000 - 5,000"
8820,0,0,1,0 - 10
8850,8,14084,8,"10,000 - 50,000"
8870,8,138021,10,"100,000 - 500,000"
8880,5,509,5,"500 - 1,000"
8890,8,281,4,100 - 500
8900,0,2,1,0 - 10
8910,0,1,1,0 - 10
8930,9,199747,10,"100,000 - 500,000"
8970,6,96,3,50 - 100
8980,8,29850,8,"10,000 - 50,000"
9010,8,8067,7,"5,000 - 10,000"
9050,8,7477,7,"5,000 - 10,000"
9060,8,516,5,"500 - 1,000"
9120,0,2,1,0 - 10
9180,8,1469,6,"1,000 - 5,000"
9200,6,17219,8,"10,000 - 50,000"
9300,7,11,2,10 - 50
9310,8,2139,6,"1,000 - 5,000"
9320,0,4,1,0 - 10
9330,0,1,1,0 - 10
9340,8,1091,6,"1,000 - 5,000"
9350,8,2800,6,"1,000 - 5,000"
9420,9,12963,8,"10,000 - 50,000"
9440,0,1,1,0 - 10
9450,9,16517,8,"10,000 - 50,000"
9460,5,955,5,"500 - 1,000"
9480,6,19947,8,"10,000 - 50,000"
9500,5,468,4,100 - 500
9510,0,2,1,0 - 10
9710,5,269,4,100 - 500
9730,5,258,4,100 - 500
9760,8,485,4,100 - 500
9800,6,901,5,"500 - 1,000"
9850,5,253,4,100 - 500
9880,6,4084,6,"1,000 - 5,000"
9900,6,19533,8,"10,000 - 50,000"
9940,8,1057,6,"1,000 - 5,000"
9950,0,2,1,0 - 10
9960,5,29,2,10 - 50
9970,3,36,2,10 - 50
9980,5,90,3,50 - 100
10090,8,49121,8,"10,000 - 50,000"
10100,8,347,4,100 - 500
10110,8,361,4,100 - 500
10120,5,46,2,10 - 50
10130,6,1297,6,"1,000 - 5,000"
10140,5,123,4,100 - 500
10150,8,11567,8,"10,000 - 50,000"
10180,8,56821,9,"50,000 - 100,000"
10220,5,4949,6,"1,000 - 5,000"
10230,4,112,4,100 - 500
10240,5,32,2,10 - 50
10250,5,44,2,10 - 50
10260,5,28,2,10 - 50
10270,6,1673,6,"1,000 - 5,000"
10460,5,166,4,100 - 500
10500,8,33921,8,"10,000 - 50,000"
10520,0,6,1,0 - 10
10620,7,38,2,10 - 50
10680,8,19094,8,"10,000 - 50,000"
11000,0,3,1,0 - 10
11020,8,22977,8,"10,000 - 50,000"
11040,6,601,5,"500 - 1,000"
11050,6,307,4,100 - 500
11080,0,2,1,0 - 10
11090,0,2,1,0 - 10
11130,4,454,4,100 - 500
11140,6,744,5,"500 - 1,000"
11150,5,622,5,"500 - 1,000"
11180,4,492,4,100 - 500
11190,8,1117,6,"1,000 - 5,000"
11200,5,767,5,"500 - 1,000"
11220,0,2,1,0 - 10
11230,5,465,4,100 - 500
11240,5,638,5,"500 - 1,000"
11250,5,60,3,50 - 100
11260,5,222,4,100 - 500
11270,0,3,1,0 - 10
11280,8,1366,6,"1,000 - 5,000"
11340,6,744,5,"500 - 1,000"
11370,5,375,4,100 - 500
11390,5,2423,6,"1,000 - 5,000"
11450,8,6159,7,"5,000 - 10,000"
11470,0,4,1,0 - 10
11480,8,728,5,"500 - 1,000"
11550,6,233,4,100 - 500
11560,5,159,4,100 - 500
11590,5,580,5,"500 - 1,000"
11910,0,2,1,0 - 10
11920,7,25,2,10 - 50
12130,5,5885,7,"5,000 - 10,000"
12140,8,14027,8,"10,000 - 50,000"
12150,8,10710,8,"10,000 - 50,000"
12180,8,453,4,100 - 500
12200,8,33560,8,"10,000 - 50,000"
12210,8,162894,10,"100,000 - 500,000"
12220,6,10210,8,"10,000 - 50,000"
12310,6,103,4,100 - 500
12320,8,3979,6,"1,000 - 5,000"
12330,8,564,5,"500 - 1,000"
12340,5,117,4,100 - 500
12360,8,5858,7,"5,000 - 10,000"
12390,5,215,4,100 - 500
12420,4,71,3,50 - 100
12430,4,127,4,100 - 500
12440,5,59,3,50 - 100
12450,6,37,2,10 - 50
12460,5,201,4,100 - 500
12470,6,593,5,"500 - 1,000"
12480,5,224,4,100 - 500
12500,8,1038,6,"1,000 - 5,000"
12510,4,119,4,100 - 500
12520,6,485,4,100 - 500
12530,8,67,3,50 - 100
12540,6,33,2,10 - 50
12560,5,48,2,10 - 50
12570,5,31,2,10 - 50
12580,5,26,2,10 - 50
12590,5,64,3,50 - 100
12600,4,47,2,10 - 50
12640,8,683,5,"500 - 1,000"
12670,5,22,2,10 - 50
12690,8,315,4,100 - 500
12710,8,2203,6,"1,000 - 5,000"
12770,6,770,5,"500 - 1,000"
12790,5,445,4,100 - 500
12810,8,4495,6,"1,000 - 5,000"
12820,0,6,1,0 - 10
12830,5,2381,6,"1,000 - 5,000"
12890,0,6,1,0 - 10
12900,9,10874,8,"10,000 - 50,000"
12910,7,45,2,10 - 50
13000,8,62,3,50 - 100
13010,0,2,1,0 - 10
13140,6,2444,6,"1,000 - 5,000"
13500,8,3193,6,"1,000 - 5,000"
13520,8,9361,7,"5,000 - 10,000"
13530,6,2057,6,"1,000 - 5,000"
13540,6,1386,6,"1,000 - 5,000"
13560,8,3102,6,"1,000 - 5,000"
13570,8,4814,6,"1,000 - 5,000"
13580,4,1588,6,"1,000 - 5,000"
13600,8,4065,6,"1,000 - 5,000"
13620,8,132,4,100 - 500
13630,8,142,4,100 - 500
15000,5,459,4,100 - 500
15080,8,1527,6,"1,000 - 5,000"
15100,8,19846,8,"10,000 - 50,000"
15120,8,5516,7,"5,000 - 10,000"
15130,8,3398,6,"1,000 - 5,000"
15160,6,193,4,100 - 500
15170,8,3626,6,"1,000 - 5,000"
15190,8,1764,6,"1,000 - 5,000"
15200,5,1004,6,"1,000 - 5,000"
15210,8,2348,6,"1,000 - 5,000"
15240,8,292,4,100 - 500
15270,8,1146,6,"1,000 - 5,000"
15300,8,1415,6,"1,000 - 5,000"
15320,8,2862,6,"1,000 - 5,000"
15370,8,2760,6,"1,000 - 5,000"
15380,8,318,4,100 - 500
15390,8,2031,6,"1,000 - 5,000"
15400,6,154,4,100 - 500
15500,6,666,5,"500 - 1,000"
15510,0,2,1,0 - 10
15520,8,743,5,"500 - 1,000"
15560,6,1088,6,"1,000 - 5,000"
15620,8,12136,8,"10,000 - 50,000"
15680,0,7,1,0 - 10
15700,8,4247,6,"1,000 - 5,000"
15710,8,1527,6,"1,000 - 5,000"
15720,0,3,1,0 - 10
15730,0,5,1,0 - 10
15740,6,990,5,"500 - 1,000"
15750,8,1576,6,"1,000 - 5,000"
15800,0,3,1,0 - 10
15810,0,1,1,0 - 10
15900,6,198,4,100 - 500
15902,0,1,1,0 - 10
15910,5,33,2,10 - 50
15912,0,1,1,0 - 10
15920,5,40,2,10 - 50
15922,0,1,1,0 - 10
15930,8,190,4,100 - 500
15932,0,1,1,0 - 10
15952,0,2,1,0 - 10
15960,5,121,4,100 - 500
15962,0,1,1,0 - 10
15970,5,113,4,100 - 500
15972,0,2,1,0 - 10
16000,5,68,3,50 - 100
16002,0,1,1,0 - 10
16020,5,84,3,50 - 100
16022,0,1,1,0 - 10
16030,6,142,4,100 - 500
16032,0,1,1,0 - 10
16040,8,115,4,100 - 500
16042,0,1,1,0 - 10
16060,4,100,4,100 - 500
16062,0,1,1,0 - 10
16100,8,138,4,100 - 500
16110,8,72,3,50 - 100
16120,8,185,4,100 - 500
16130,8,102,4,100 - 500
16140,0,2,1,0 - 10
16150,0,1,1,0 - 10
16160,0,5,1,0 - 10
16170,0,1,1,0 - 10
16180,8,124,4,100 - 500
16190,0,1,1,0 - 10
16200,8,63,3,50 - 100
16210,0,4,1,0 - 10
16300,8,114,4,100 - 500
16450,8,7928,7,"5,000 - 10,000"
16470,0,5,1,0 - 10
16500,7,13,2,10 - 50
16510,0,1,1,0 - 10
16600,8,257,4,100 - 500
16610,0,3,1,0 - 10
16620,5,53,3,50 - 100
16630,0,4,1,0 - 10
16710,6,454,4,100 - 500
16720,5,2454,6,"1,000 - 5,000"
16730,5,2533,6,"1,000 - 5,000"
16810,8,1285,6,"1,000 - 5,000"
16900,8,20028,8,"10,000 - 50,000"
17020,8,1672,6,"1,000 - 5,000"
17080,8,8601,7,"5,000 - 10,000"
17100,8,427,4,100 - 500
17110,0,2,1,0 - 10
17120,8,151,4,100 - 500
17140,6,244,4,100 - 500
17180,5,39,2,10 - 50
17330,8,3694,6,"1,000 - 5,000"
17390,8,61498,9,"50,000 - 100,000"
17410,8,36461,8,"10,000 - 50,000"
17440,8,1932,6,"1,000 - 5,000"
17460,8,16322,8,"10,000 - 50,000"
17470,8,26940,8,"10,000 - 50,000"
17480,8,14206,8,"10,000 - 50,000"
17500,8,7666,7,"5,000 - 10,000"
17570,8,5855,7,"5,000 - 10,000"
17580,8,1071,6,"1,000 - 5,000"
17710,6,2447,6,"1,000 - 5,000"
17740,8,1028,6,"1,000 - 5,000"
18000,8,505,5,"500 - 1,000"
18010,0,2,1,0 - 10
18020,8,186,4,100 - 500
18030,0,1,1,0 - 10
18040,8,876,5,"500 - 1,000"
18050,8,267,4,100 - 500
18070,6,246,4,100 - 500
18100,0,0,1,0 - 10
18110,8,494,4,100 - 500
18120,6,292,4,100 - 500
18300,6,489,4,100 - 500
18400,5,256,4,100 - 500
18420,8,184,4,100 - 500
18430,0,3,1,0 - 10
18470,6,168,4,100 - 500
18480,5,139,4,100 - 500
18500,9,5022,7,"5,000 - 10,000"
18510,7,10,2,10 - 50
18600,5,27,2,10 - 50
18610,0,2,1,0 - 10
18700,5,1273,6,"1,000 - 5,000"
18710,0,3,1,0 - 10
18800,6,12,2,10 - 50
18820,6,877,5,"500 - 1,000"
19000,5,3153,6,"1,000 - 5,000"
19020,5,49,2,10 - 50
19200,5,437,4,100 - 500
19210,0,1,1,0 - 10
19320,5,16,2,10 - 50
19500,4,78,3,50 - 100
19510,0,1,1,0 - 10
19680,8,19579,8,"10,000 - 50,000"
19800,8,938,5,"500 - 1,000"
19830,8,1861,6,"1,000 - 5,000"
19900,6,15898,8,"10,000 - 50,000"
19980,6,3224,6,"1,000 - 5,000"
20200,4,19,2,10 - 50
20500,8,7584,7,"5,000 - 10,000"
20510,8,20238,8,"10,000 - 50,000"
20530,8,2645,6,"1,000 - 5,000"
20540,8,2245,6,"1,000 - 5,000"
20550,5,1135,6,"1,000 - 5,000"
20560,0,2,1,0 - 10
20570,8,3227,6,"1,000 - 5,000"
20700,8,94,3,50 - 100
20710,8,86,3,50 - 100
20720,0,1,1,0 - 10
20730,0,1,1,0 - 10
20820,8,1270,6,"1,000 - 5,000"
20920,8,83546,9,"50,000 - 100,000"
21000,8,11067,8,"10,000 - 50,000"
21010,6,579,5,"500 - 1,000"
21020,0,5,1,0 - 10
21030,5,248,4,100 - 500
21090,8,15352,8,"10,000 - 50,000"
21100,6,12109,8,"10,000 - 50,000"
21130,8,8633,7,"5,000 - 10,000"
21300,7,31,2,10 - 50
21310,0,1,1,0 - 10
21400,5,21,2,10 - 50
21410,0,2,1,0 - 10
21500,0,9,1,0 - 10
21510,0,2,1,0 - 10
21650,0,2,1,0 - 10
21660,5,525,5,"500 - 1,000"
21670,6,1637,6,"1,000 - 5,000"
21680,5,1071,6,"1,000 - 5,000"
21690,8,45094,8,"10,000 - 50,000"
21780,8,1212,6,"1,000 - 5,000"
21800,8,914,5,"500 - 1,000"
21980,8,4284,6,"1,000 - 5,000"
22000,8,5893,7,"5,000 - 10,000"
22010,7,20,2,10 - 50
22100,8,6292,7,"5,000 - 10,000"
22110,7,40,2,10 - 50
22120,8,2637,6,"1,000 - 5,000"
22130,8,600,5,"500 - 1,000"
22140,5,1001,6,"1,000 - 5,000"
22150,0,3,1,0 - 10
22160,0,3,1,0 - 10
22170,0,1,1,0 - 10
22180,8,3589,6,"1,000 - 5,000"
22200,8,2939,6,"1,000 - 5,000"
22220,0,4,1,0 - 10
22230,8,3690,6,"1,000 - 5,000"
22300,8,20392,8,"10,000 - 50,000"
22310,5,1450,6,"1,000 - 5,000"
22320,9,24851,8,"10,000 - 50,000"
22330,9,46981,8,"10,000 - 50,000"
22340,5,3091,6,"1,000 - 5,000"
22350,5,7831,7,"5,000 - 10,000"
22370,8,48675,8,"10,000 - 50,000"
22380,9,217858,10,"100,000 - 500,000"
22450,6,1240,6,"1,000 - 5,000"
22500,8,317,4,100 - 500
22600,8,4784,6,"1,000 - 5,000"
22610,6,1729,6,"1,000 - 5,000"
22620,0,3,1,0 - 10
22650,5,982,5,"500 - 1,000"
22660,0,2,1,0 - 10
22670,6,557,5,"500 - 1,000"
22680,0,4,1,0 - 10
22690,7,24,2,10 - 50
23150,5,28,2,10 - 50
23300,5,208,4,100 - 500
23310,8,4025,6,"1,000 - 5,000"
23320,0,3,1,0 - 10
23380,5,323,4,100 - 500
23400,8,432,4,100 - 500
23410,0,3,1,0 - 10
23420,5,229,4,100 - 500
23450,6,761,5,"500 - 1,000"
23455,0,0,1,0 - 10
23460,6,202,4,100 - 500
23470,0,5,1,0 - 10
23490,8,1820,6,"1,000 - 5,000"
23500,5,324,4,100 - 500
23520,0,3,1,0 - 10
23530,8,1081,6,"1,000 - 5,000"
23600,6,147,4,100 - 500
23610,0,1,1,0 - 10
23700,5,310,4,100 - 500
24010,6,27460,8,"10,000 - 50,000"
24200,8,20583,8,"10,000 - 50,000"
24240,8,39999,8,"10,000 - 50,000"
24400,5,587,5,"500 - 1,000"
24410,5,42,2,10 - 50
24420,8,1468,6,"1,000 - 5,000"
24430,0,2,1,0 - 10
24460,5,53,3,50 - 100
24480,5,493,4,100 - 500
24640,4,52,3,50 - 100
24650,5,49,2,10 - 50
24660,5,34,2,10 - 50
24670,6,1895,6,"1,000 - 5,000"
24710,7,20,2,10 - 50
24720,8,6844,7,"5,000 - 10,000"
24780,8,8708,7,"5,000 - 10,000"
24790,8,7845,7,"5,000 - 10,000"
24800,8,4964,6,"1,000 - 5,000"
24810,9,4541,6,"1,000 - 5,000"
24870,6,2796,6,"1,000 - 5,000"
24880,8,1397,6,"1,000 - 5,000"
25000,8,8187,7,"5,000 - 10,000"
25010,6,534,5,"500 - 1,000"
25500,5,125,4,100 - 500
25510,0,1,1,0 - 10
25600,8,359,4,100 - 500
25610,0,1,1,0 - 10
25620,8,130,4,100 - 500
25700,8,289,4,100 - 500
25710,0,1,1,0 - 10
25800,8,1939,6,"1,000 - 5,000"
25808,7,40,2,10 - 50
25830,8,2283,6,"1,000 - 5,000"
25850,6,169,4,100 - 500
25890,6,5820,7,"5,000 - 10,000"
25900,8,3172,6,"1,000 - 5,000"
25910,6,247,4,100 - 500
25930,5,179,4,100 - 500
25980,5,1119,6,"1,000 - 5,000"
25990,8,546,5,"500 - 1,000"
26000,8,325,4,100 - 500
26010,0,1,1,0 - 10
26300,4,44,2,10 - 50
26500,8,876,5,"500 - 1,000"
26510,0,2,1,0 - 10
26810,7,11,2,10 - 50
26900,8,1091,6,"1,000 - 5,000"
26910,0,2,1,0 - 10
27000,6,932,5,"500 - 1,000"
27020,5,599,5,"500 - 1,000"
27030,5,15,2,10 - 50
27040,5,27,2,10 - 50
27050,5,133,4,100 - 500
27200,5,44,2,10 - 50
27400,5,200,4,100 - 500
"					<p><strong>\""...quite simply one o the most fiercely creative concepts for a game we've ever seen\"" </strong> &mdash; <a href=\""http://www.gamezebo.com/games/dangerous-high-school-girls-trouble/review\"">GameZebo</a></p>                                  """,\N,80,3,50 - 100
27610,0,2,1,0 - 10
27800,6,82,3,50 - 100
27810,8,77,3,50 - 100
27900,4,286,4,100 - 500
27910,0,4,1,0 - 10
27920,5,196,4,100 - 500
27930,0,6,1,0 - 10
27940,4,658,5,"500 - 1,000"
28000,5,8703,7,"5,000 - 10,000"
28020,8,65,3,50 - 100
29120,5,93,3,50 - 100
29130,8,253,4,100 - 500
29140,5,48,2,10 - 50
29150,7,44,2,10 - 50
29160,6,157,4,100 - 500
29170,0,1,1,0 - 10
29180,8,1347,6,"1,000 - 5,000"
29200,0,4,1,0 - 10
29600,0,8,1,0 - 10
29610,0,2,1,0 - 10
29620,7,21,2,10 - 50
29630,0,2,1,0 - 10
29700,0,2,1,0 - 10
29800,6,3987,6,"1,000 - 5,000"
29900,8,831,5,"500 - 1,000"
31100,8,285,4,100 - 500
31170,8,711,5,"500 - 1,000"
31180,8,141,4,100 - 500
31190,8,123,4,100 - 500
31200,8,142,4,100 - 500
31210,8,162,4,100 - 500
31220,8,515,5,"500 - 1,000"
31230,8,94,3,50 - 100
31240,8,84,3,50 - 100
31250,8,70,3,50 - 100
31260,8,101,4,100 - 500
31270,8,2603,6,"1,000 - 5,000"
31280,8,9332,7,"5,000 - 10,000"
31290,8,2312,6,"1,000 - 5,000"
31300,4,41,2,10 - 50
31500,8,160,4,100 - 500
31700,8,429,4,100 - 500
31710,0,5,1,0 - 10
31800,8,146,4,100 - 500
31810,8,332,4,100 - 500
31820,8,205,4,100 - 500
31830,8,360,4,100 - 500
