app_id,review_score,total,total_bucket,total_bucket_range
2640520,8,90,3,50 - 100
2640560,8,574,5,"500 - 1,000"
2640570,0,3,1,0 - 10
2640580,7,10,2,10 - 50
2640600,7,22,2,10 - 50
2640630,0,1,1,0 - 10
2640640,5,12,2,10 - 50
2640650,0,1,1,0 - 10
2640660,0,0,1,0 - 10
2640710,0,1,1,0 - 10
2640720,5,67,3,50 - 100
2640750,0,0,1,0 - 10
2640760,0,0,1,0 - 10
2640770,0,0,1,0 - 10
2640800,0,7,1,0 - 10
2640810,0,0,1,0 - 10
2640880,0,0,1,0 - 10
2640910,7,22,2,10 - 50
2640920,0,0,1,0 - 10
2640930,0,8,1,0 - 10
2640940,0,0,1,0 - 10
2640980,6,18,2,10 - 50
2640990,0,0,1,0 - 10
2641000,7,13,2,10 - 50
2641030,0,0,1,0 - 10
2641040,0,0,1,0 - 10
2641050,0,4,1,0 - 10
2641060,0,2,1,0 - 10
2641070,7,40,2,10 - 50
2641090,0,1,1,0 - 10
2641100,0,0,1,0 - 10
2641110,0,0,1,0 - 10
2641170,0,0,1,0 - 10
2641180,0,0,1,0 - 10
2641210,0,0,1,0 - 10
2641230,0,3,1,0 - 10
2641240,0,0,1,0 - 10
2641300,0,0,1,0 - 10
2641310,0,4,1,0 - 10
2641340,0,0,1,0 - 10
2641350,7,36,2,10 - 50
2641360,0,0,1,0 - 10
2641410,0,0,1,0 - 10
2641420,0,9,1,0 - 10
2641430,0,2,1,0 - 10
2641450,0,8,1,0 - 10
2641460,7,12,2,10 - 50
2641470,5,16446,8,"10,000 - 50,000"
2641480,7,10,2,10 - 50
2641490,0,0,1,0 - 10
2641500,7,13,2,10 - 50
2641510,0,0,1,0 - 10
2641530,7,49,2,10 - 50
2641550,0,1,1,0 - 10
2641560,0,0,1,0 - 10
2641580,0,0,1,0 - 10
2641590,0,1,1,0 - 10
2641610,0,0,1,0 - 10
2641620,0,0,1,0 - 10
2641630,6,36,2,10 - 50
2641670,0,0,1,0 - 10
2641680,0,0,1,0 - 10
2641710,7,30,2,10 - 50
2641720,0,0,1,0 - 10
2641730,0,0,1,0 - 10
2641740,8,66,3,50 - 100
2641750,0,0,1,0 - 10
2641780,0,0,1,0 - 10
2641800,0,0,1,0 - 10
2641810,7,21,2,10 - 50
2641830,0,1,1,0 - 10
2641860,0,0,1,0 - 10
2641890,7,44,2,10 - 50
2641900,0,0,1,0 - 10
2641910,6,20,2,10 - 50
2641930,4,10,2,10 - 50
2641980,0,0,1,0 - 10
2642000,0,0,1,0 - 10
2642010,0,0,1,0 - 10
2642020,0,9,1,0 - 10
2642030,0,9,1,0 - 10
2642040,0,4,1,0 - 10
2642050,0,6,1,0 - 10
2642070,0,3,1,0 - 10
2642080,0,3,1,0 - 10
2642090,0,8,1,0 - 10
2642100,6,21,2,10 - 50
2642110,0,0,1,0 - 10
2642120,0,0,1,0 - 10
2642140,0,2,1,0 - 10
2642170,6,18,2,10 - 50
2642200,0,0,1,0 - 10
2642220,0,3,1,0 - 10
2642230,7,47,2,10 - 50
2642270,0,0,1,0 - 10
2642280,0,0,1,0 - 10
2642300,0,0,1,0 - 10
2642310,0,0,1,0 - 10
2642320,0,0,1,0 - 10
2642330,0,8,1,0 - 10
2642390,0,0,1,0 - 10
2642460,8,92,3,50 - 100
2642470,0,0,1,0 - 10
2642480,0,0,1,0 - 10
2642500,0,0,1,0 - 10
2642510,0,0,1,0 - 10
2642520,0,0,1,0 - 10
2642530,0,0,1,0 - 10
2642550,0,0,1,0 - 10
2642570,0,0,1,0 - 10
2642600,0,2,1,0 - 10
2642620,0,0,1,0 - 10
2642640,8,57,3,50 - 100
2642650,0,0,1,0 - 10
2642680,0,1,1,0 - 10
2642700,6,217,4,100 - 500
2642720,0,1,1,0 - 10
2642740,0,6,1,0 - 10
2642750,0,0,1,0 - 10
2642760,0,0,1,0 - 10
2642770,0,0,1,0 - 10
2642780,0,0,1,0 - 10
2642810,0,0,1,0 - 10
2642820,0,0,1,0 - 10
2642830,0,0,1,0 - 10
2642840,0,0,1,0 - 10
2642850,0,0,1,0 - 10
2642860,0,5,1,0 - 10
2642870,0,0,1,0 - 10
2642890,9,1437,6,"1,000 - 5,000"
2642920,0,3,1,0 - 10
2642930,0,0,1,0 - 10
2642940,0,0,1,0 - 10
2642950,0,0,1,0 - 10
2642970,6,14,2,10 - 50
2642980,0,0,1,0 - 10
2642990,0,9,1,0 - 10
2643000,0,0,1,0 - 10
2643010,0,0,1,0 - 10
2643020,0,0,1,0 - 10
2643080,0,0,1,0 - 10
2643090,0,8,1,0 - 10
2643110,0,0,1,0 - 10
2643210,5,23,2,10 - 50
2643290,0,0,1,0 - 10
2643300,0,0,1,0 - 10
2643310,5,13,2,10 - 50
2643330,0,0,1,0 - 10
2643340,0,0,1,0 - 10
2643360,0,0,1,0 - 10
2643370,0,0,1,0 - 10
2643380,0,0,1,0 - 10
2643400,0,0,1,0 - 10
2643420,0,0,1,0 - 10
2643440,0,0,1,0 - 10
2643470,0,2,1,0 - 10
2643480,0,4,1,0 - 10
2643510,0,0,1,0 - 10
2643520,0,8,1,0 - 10
2643530,0,0,1,0 - 10
2643550,0,0,1,0 - 10
2643560,0,0,1,0 - 10
2643620,0,2,1,0 - 10
2643630,0,5,1,0 - 10
2643660,0,0,1,0 - 10
2643680,0,0,1,0 - 10
2643700,0,3,1,0 - 10
2643710,0,0,1,0 - 10
2643740,0,0,1,0 - 10
2643750,0,0,1,0 - 10
2643780,0,9,1,0 - 10
2643810,6,170,4,100 - 500
2643830,0,0,1,0 - 10
2643850,5,13,2,10 - 50
2643880,0,0,1,0 - 10
2643890,0,0,1,0 - 10
2643910,0,6,1,0 - 10
2643920,0,0,1,0 - 10
2643930,7,44,2,10 - 50
2643960,7,35,2,10 - 50
2643970,0,0,1,0 - 10
2643980,0,0,1,0 - 10
2643990,0,0,1,0 - 10
2644000,0,9,1,0 - 10
2644010,8,176,4,100 - 500
2644020,7,15,2,10 - 50
2644030,0,0,1,0 - 10
2644040,7,23,2,10 - 50
2644050,0,0,1,0 - 10
2644070,0,3,1,0 - 10
2644080,0,0,1,0 - 10
2644090,0,0,1,0 - 10
2644100,0,0,1,0 - 10
2644110,0,0,1,0 - 10
2644120,0,0,1,0 - 10
2644130,7,13,2,10 - 50
2644140,0,0,1,0 - 10
2644160,0,0,1,0 - 10
2644170,0,2,1,0 - 10
2644180,0,0,1,0 - 10
2644190,0,0,1,0 - 10
2644210,0,0,1,0 - 10
2644220,0,0,1,0 - 10
2644230,0,0,1,0 - 10
2644250,0,0,1,0 - 10
2644260,6,46,2,10 - 50
2644300,0,2,1,0 - 10
2644320,0,3,1,0 - 10
2644330,6,32,2,10 - 50
2644340,0,0,1,0 - 10
2644360,6,382,4,100 - 500
2644400,0,0,1,0 - 10
2644440,0,0,1,0 - 10
2644470,8,1094,6,"1,000 - 5,000"
2644480,0,0,1,0 - 10
2644490,7,12,2,10 - 50
2644500,0,0,1,0 - 10
2644520,5,21,2,10 - 50
2644540,0,3,1,0 - 10
2644550,0,1,1,0 - 10
2644560,6,11,2,10 - 50
2644580,0,4,1,0 - 10
2644590,0,0,1,0 - 10
2644610,0,0,1,0 - 10
2644620,6,19,2,10 - 50
2644670,7,23,2,10 - 50
2644680,0,0,1,0 - 10
2644700,0,1,1,0 - 10
2644710,0,0,1,0 - 10
2644730,0,0,1,0 - 10
2644750,0,2,1,0 - 10
2644770,0,0,1,0 - 10
2644780,0,0,1,0 - 10
2644820,7,27,2,10 - 50
2644840,5,24,2,10 - 50
2644850,0,3,1,0 - 10
2644880,0,0,1,0 - 10
2644900,0,0,1,0 - 10
2644910,0,2,1,0 - 10
2644920,0,0,1,0 - 10
2644960,0,5,1,0 - 10
2644970,0,3,1,0 - 10
2644990,0,7,1,0 - 10
2645000,0,6,1,0 - 10
2645010,0,0,1,0 - 10
2645020,0,0,1,0 - 10
2645030,6,15,2,10 - 50
2645040,0,0,1,0 - 10
2645060,0,0,1,0 - 10
2645070,0,4,1,0 - 10
2645090,0,0,1,0 - 10
2645100,8,52,3,50 - 100
2645110,0,0,1,0 - 10
2645150,0,6,1,0 - 10
2645170,0,1,1,0 - 10
2645180,8,56,3,50 - 100
2645190,7,26,2,10 - 50
2645200,0,0,1,0 - 10
2645220,5,32,2,10 - 50
2645250,0,0,1,0 - 10
2645260,7,10,2,10 - 50
2645280,0,2,1,0 - 10
2645300,0,0,1,0 - 10
2645340,0,0,1,0 - 10
2645350,0,2,1,0 - 10
2645390,6,20,2,10 - 50
2645480,0,0,1,0 - 10
2645490,6,92,3,50 - 100
2645510,0,0,1,0 - 10
2645580,8,280,4,100 - 500
2645590,0,0,1,0 - 10
2645600,5,32,2,10 - 50
2645610,0,0,1,0 - 10
2645650,0,4,1,0 - 10
2645670,0,0,1,0 - 10
2645690,0,0,1,0 - 10
2645700,0,0,1,0 - 10
2645730,0,0,1,0 - 10
2645740,0,1,1,0 - 10
2645770,0,0,1,0 - 10
2645800,0,0,1,0 - 10
2645820,0,3,1,0 - 10
2645830,0,0,1,0 - 10
2645950,0,0,1,0 - 10
2645970,0,0,1,0 - 10
2646000,0,1,1,0 - 10
2646010,0,0,1,0 - 10
2646050,7,16,2,10 - 50
2646060,7,36,2,10 - 50
2646070,7,15,2,10 - 50
2646120,6,61,3,50 - 100
2646140,0,0,1,0 - 10
2646150,0,0,1,0 - 10
2646160,0,0,1,0 - 10
2646170,0,0,1,0 - 10
2646180,0,0,1,0 - 10
2646200,7,21,2,10 - 50
2646240,7,46,2,10 - 50
2646250,5,19,2,10 - 50
2646260,0,0,1,0 - 10
2646270,0,6,1,0 - 10
2646280,0,0,1,0 - 10
2646300,7,29,2,10 - 50
2646320,0,0,1,0 - 10
2646350,0,5,1,0 - 10
2646360,0,0,1,0 - 10
2646370,0,0,1,0 - 10
2646410,0,0,1,0 - 10
2646440,4,16,2,10 - 50
2646450,0,0,1,0 - 10
2646460,6,10415,8,"10,000 - 50,000"
2646480,0,0,1,0 - 10
2646500,0,5,1,0 - 10
2646510,0,2,1,0 - 10
2646520,5,23,2,10 - 50
2646560,0,0,1,0 - 10
2646570,0,0,1,0 - 10
2646590,0,0,1,0 - 10
2646600,0,0,1,0 - 10
2646610,0,0,1,0 - 10
2646630,0,0,1,0 - 10
2646650,0,0,1,0 - 10
2646660,7,29,2,10 - 50
2646680,0,0,1,0 - 10
2646690,0,0,1,0 - 10
2646700,0,0,1,0 - 10
2646720,0,0,1,0 - 10
2646740,0,5,1,0 - 10
2646750,0,0,1,0 - 10
2646760,0,8,1,0 - 10
2646800,7,36,2,10 - 50
2646810,0,1,1,0 - 10
2646840,7,13,2,10 - 50
2646870,0,0,1,0 - 10
2646970,0,2,1,0 - 10
2647030,0,0,1,0 - 10
2647040,0,0,1,0 - 10
2647050,0,0,1,0 - 10
2647060,6,230,4,100 - 500
2647080,0,0,1,0 - 10
2647090,0,0,1,0 - 10
2647100,6,163,4,100 - 500
2647120,0,2,1,0 - 10
2647130,0,0,1,0 - 10
2647230,8,1064,6,"1,000 - 5,000"
2647300,8,269,4,100 - 500
2647500,5,10,2,10 - 50
2647510,7,16,2,10 - 50
2647560,0,1,1,0 - 10
2647580,0,0,1,0 - 10
2647680,0,0,1,0 - 10
2647700,0,2,1,0 - 10
2647710,0,0,1,0 - 10
2647770,0,0,1,0 - 10
2647780,0,7,1,0 - 10
2647800,0,0,1,0 - 10
2647820,8,240,4,100 - 500
2647840,0,4,1,0 - 10
2647880,0,0,1,0 - 10
2647890,0,0,1,0 - 10
2647900,0,0,1,0 - 10
2647920,7,33,2,10 - 50
2647930,7,11,2,10 - 50
2647960,0,0,1,0 - 10
2647980,0,1,1,0 - 10
2648050,8,190,4,100 - 500
2648060,0,6,1,0 - 10
2648070,0,0,1,0 - 10
2648080,6,17,2,10 - 50
2648090,0,0,1,0 - 10
2648130,6,17,2,10 - 50
2648150,0,6,1,0 - 10
2648160,0,0,1,0 - 10
2648170,0,0,1,0 - 10
2648210,0,0,1,0 - 10
2648230,0,0,1,0 - 10
2648260,0,8,1,0 - 10
2648280,0,0,1,0 - 10
2648290,5,11,2,10 - 50
2648300,0,2,1,0 - 10
2648310,0,4,1,0 - 10
2648360,0,0,1,0 - 10
2648370,6,22,2,10 - 50
2648390,0,7,1,0 - 10
2648420,0,0,1,0 - 10
2648440,0,0,1,0 - 10
2648460,0,0,1,0 - 10
2648510,0,6,1,0 - 10
2648550,0,0,1,0 - 10
2648560,7,10,2,10 - 50
2648570,0,0,1,0 - 10
2648580,0,0,1,0 - 10
2648600,0,4,1,0 - 10
2648610,0,2,1,0 - 10
2648640,8,64,3,50 - 100
2648660,8,51,3,50 - 100
2648670,0,0,1,0 - 10
2648770,0,0,1,0 - 10
2648780,0,0,1,0 - 10
2648790,0,0,1,0 - 10
2648800,0,0,1,0 - 10
2648820,0,0,1,0 - 10
2648830,0,1,1,0 - 10
2648840,0,2,1,0 - 10
2648870,7,40,2,10 - 50
2648880,0,0,1,0 - 10
2648890,6,39,2,10 - 50
2648900,0,0,1,0 - 10
2648920,0,7,1,0 - 10
2648940,0,0,1,0 - 10
2648980,0,0,1,0 - 10
2648990,8,65,3,50 - 100
2649000,0,1,1,0 - 10
2649040,0,2,1,0 - 10
2649080,8,634,5,"500 - 1,000"
2649090,0,1,1,0 - 10
2649100,0,2,1,0 - 10
2649120,0,0,1,0 - 10
2649130,0,4,1,0 - 10
2649170,7,24,2,10 - 50
2649190,8,118,4,100 - 500
2649220,8,67,3,50 - 100
2649230,6,141,4,100 - 500
2649280,0,0,1,0 - 10
2649290,0,6,1,0 - 10
2649320,0,0,1,0 - 10
2649370,0,0,1,0 - 10
2649380,0,7,1,0 - 10
2649390,0,0,1,0 - 10
2649450,0,0,1,0 - 10
2649460,0,2,1,0 - 10
2649470,0,0,1,0 - 10
2649480,0,0,1,0 - 10
2649490,0,0,1,0 - 10
2649500,0,4,1,0 - 10
2649520,0,8,1,0 - 10
2649770,0,3,1,0 - 10
2649780,8,55,3,50 - 100
2649790,0,8,1,0 - 10
2649800,8,61,3,50 - 100
2649810,0,0,1,0 - 10
2649820,0,1,1,0 - 10
2649830,0,1,1,0 - 10
2649840,0,0,1,0 - 10
2649860,0,0,1,0 - 10
2649890,0,0,1,0 - 10
2649910,0,3,1,0 - 10
2649920,0,0,1,0 - 10
2649960,0,0,1,0 - 10
2649970,8,735,5,"500 - 1,000"
2649980,0,0,1,0 - 10
2649990,8,104,4,100 - 500
2650000,0,0,1,0 - 10
2650010,7,23,2,10 - 50
2650020,0,0,1,0 - 10
2650030,0,0,1,0 - 10
2650040,0,0,1,0 - 10
2650070,0,0,1,0 - 10
2650080,0,1,1,0 - 10
2650100,0,0,1,0 - 10
2650110,0,6,1,0 - 10
2650160,0,0,1,0 - 10
2650180,0,0,1,0 - 10
2650190,7,21,2,10 - 50
2650200,0,7,1,0 - 10
2650210,0,0,1,0 - 10
2650220,0,0,1,0 - 10
2650240,0,1,1,0 - 10
2650270,0,0,1,0 - 10
2650280,0,0,1,0 - 10
2650290,0,0,1,0 - 10
2650310,0,0,1,0 - 10
2650320,0,7,1,0 - 10
2650330,0,0,1,0 - 10
2650340,0,0,1,0 - 10
2650350,0,0,1,0 - 10
2650360,0,0,1,0 - 10
2650370,0,9,1,0 - 10
2650380,0,0,1,0 - 10
2650390,0,0,1,0 - 10
2650400,0,0,1,0 - 10
2650450,7,11,2,10 - 50
2650490,0,1,1,0 - 10
2650500,0,0,1,0 - 10
2650510,6,24,2,10 - 50
2650520,0,0,1,0 - 10
2650560,0,0,1,0 - 10
2650570,0,3,1,0 - 10
2650580,0,0,1,0 - 10
2650590,8,195,4,100 - 500
2650600,0,4,1,0 - 10
2650610,0,0,1,0 - 10
2650620,0,0,1,0 - 10
2650630,8,147,4,100 - 500
2650640,0,0,1,0 - 10
2650670,0,0,1,0 - 10
2650680,5,24,2,10 - 50
2650710,0,0,1,0 - 10
2650720,0,3,1,0 - 10
2650730,0,0,1,0 - 10
2650750,0,2,1,0 - 10
2650780,0,0,1,0 - 10
2650790,0,0,1,0 - 10
2650800,8,64,3,50 - 100
2650830,6,24,2,10 - 50
2650840,7,21,2,10 - 50
2650850,0,5,1,0 - 10
2650890,0,0,1,0 - 10
2650950,0,0,1,0 - 10
2651040,0,0,1,0 - 10
2651050,0,0,1,0 - 10
2651060,0,0,1,0 - 10
2651070,0,3,1,0 - 10
2651100,0,0,1,0 - 10
2651110,0,0,1,0 - 10
2651130,0,0,1,0 - 10
2651170,0,0,1,0 - 10
2651190,0,2,1,0 - 10
2651220,0,0,1,0 - 10
2651230,7,43,2,10 - 50
2651260,0,0,1,0 - 10
2651270,0,0,1,0 - 10
2651280,0,0,1,0 - 10
2651290,0,0,1,0 - 10
2651300,0,2,1,0 - 10
2651310,0,3,1,0 - 10
2651320,0,8,1,0 - 10
2651350,0,0,1,0 - 10
2651430,0,0,1,0 - 10
2651440,0,0,1,0 - 10
2651450,0,0,1,0 - 10
2651460,0,0,1,0 - 10
2651470,0,0,1,0 - 10
2651480,0,0,1,0 - 10
2651490,0,0,1,0 - 10
2651500,8,148,4,100 - 500
2651510,0,0,1,0 - 10
2651520,0,0,1,0 - 10
2651530,0,0,1,0 - 10
2651540,0,0,1,0 - 10
2651550,0,0,1,0 - 10
2651560,0,0,1,0 - 10
2651570,8,154,4,100 - 500
2651580,7,24,2,10 - 50
2651590,0,0,1,0 - 10
2651630,0,0,1,0 - 10
2651640,0,0,1,0 - 10
2651650,0,0,1,0 - 10
2651680,7,10,2,10 - 50
2651760,7,11,2,10 - 50
2651780,0,0,1,0 - 10
2651790,5,12,2,10 - 50
2651800,8,76,3,50 - 100
2651810,0,2,1,0 - 10
2651820,0,0,1,0 - 10
2651830,0,0,1,0 - 10
2651850,0,0,1,0 - 10
2651860,7,11,2,10 - 50
2651900,0,0,1,0 - 10
2651910,0,0,1,0 - 10
2651950,0,0,1,0 - 10
2651980,0,0,1,0 - 10
2652000,4,285,4,100 - 500
2652030,0,0,1,0 - 10
2652040,0,4,1,0 - 10
2652050,0,1,1,0 - 10
2652060,0,0,1,0 - 10
2652070,0,0,1,0 - 10
2652110,0,4,1,0 - 10
2652120,0,0,1,0 - 10
2652130,0,0,1,0 - 10
2652150,0,0,1,0 - 10
2652160,0,0,1,0 - 10
2652180,0,2,1,0 - 10
2652220,0,0,1,0 - 10
2652280,0,0,1,0 - 10
2652330,0,0,1,0 - 10
2652380,0,0,1,0 - 10
2652420,0,0,1,0 - 10
2652430,0,0,1,0 - 10
2652440,0,0,1,0 - 10
2652460,0,0,1,0 - 10
2652480,8,136,4,100 - 500
2652490,8,170,4,100 - 500
2652500,8,191,4,100 - 500
2652560,0,0,1,0 - 10
2652570,0,0,1,0 - 10
2652600,0,0,1,0 - 10
2652630,0,0,1,0 - 10
2652640,0,0,1,0 - 10
2652650,0,0,1,0 - 10
2652670,5,12,2,10 - 50
2652680,0,3,1,0 - 10
2652690,0,2,1,0 - 10
2652710,0,6,1,0 - 10
2652740,0,3,1,0 - 10
2652750,6,12,2,10 - 50
2652820,7,18,2,10 - 50
2652870,0,0,1,0 - 10
2652910,0,0,1,0 - 10
2652930,6,14,2,10 - 50
2652970,0,0,1,0 - 10
2653020,0,0,1,0 - 10
2653050,0,1,1,0 - 10
2653060,0,3,1,0 - 10
2653080,7,15,2,10 - 50
2653090,0,1,1,0 - 10
2653110,0,0,1,0 - 10
2653120,0,0,1,0 - 10
2653130,0,0,1,0 - 10
2653150,0,0,1,0 - 10
2653170,4,139,4,100 - 500
2653190,0,0,1,0 - 10
2653210,0,4,1,0 - 10
2653240,8,351,4,100 - 500
2653250,0,0,1,0 - 10
2653260,0,0,1,0 - 10
2653300,0,0,1,0 - 10
2653330,0,0,1,0 - 10
2653340,7,12,2,10 - 50
2653350,0,0,1,0 - 10
2653360,0,2,1,0 - 10
2653380,0,0,1,0 - 10
2653390,0,0,1,0 - 10
2653410,0,0,1,0 - 10
2653460,8,68,3,50 - 100
2653470,0,0,1,0 - 10
2653480,8,80,3,50 - 100
2653500,0,1,1,0 - 10
2653530,8,52,3,50 - 100
2653540,4,22,2,10 - 50
2653570,0,0,1,0 - 10
2653580,0,0,1,0 - 10
2653640,0,0,1,0 - 10
2653670,0,0,1,0 - 10
2653720,0,8,1,0 - 10
2653790,8,7074,7,"5,000 - 10,000"
2653810,7,13,2,10 - 50
2653820,0,0,1,0 - 10
2653830,0,4,1,0 - 10
2653850,0,0,1,0 - 10
2653860,7,49,2,10 - 50
2653870,0,0,1,0 - 10
2653880,0,9,1,0 - 10
2653890,0,0,1,0 - 10
2653910,7,12,2,10 - 50
2653920,0,0,1,0 - 10
2653940,8,1434,6,"1,000 - 5,000"
2653960,0,2,1,0 - 10
2653970,0,2,1,0 - 10
2653980,0,0,1,0 - 10
2653990,0,0,1,0 - 10
2654010,0,0,1,0 - 10
2654030,0,0,1,0 - 10
2654040,3,18,2,10 - 50
2654070,0,0,1,0 - 10
2654100,0,0,1,0 - 10
2654120,7,17,2,10 - 50
2654130,0,0,1,0 - 10
2654160,7,26,2,10 - 50
2654200,0,0,1,0 - 10
2654210,0,0,1,0 - 10
2654220,8,65,3,50 - 100
2654230,0,0,1,0 - 10
2654240,0,0,1,0 - 10
2654250,8,96,3,50 - 100
2654280,0,0,1,0 - 10
2654290,0,1,1,0 - 10
2654360,0,1,1,0 - 10
2654380,0,0,1,0 - 10
2654390,0,1,1,0 - 10
2654420,6,13,2,10 - 50
2654430,0,0,1,0 - 10
2654450,7,29,2,10 - 50
2654470,8,896,5,"500 - 1,000"
2654490,0,0,1,0 - 10
2654510,0,0,1,0 - 10
2654520,7,16,2,10 - 50
2654530,0,0,1,0 - 10
2654540,6,335,4,100 - 500
2654570,0,8,1,0 - 10
2654580,0,9,1,0 - 10
2654590,7,12,2,10 - 50
2654640,0,0,1,0 - 10
2654670,7,23,2,10 - 50
2654680,0,8,1,0 - 10
2654690,0,0,1,0 - 10
2654700,0,1,1,0 - 10
2654710,0,0,1,0 - 10
2654740,0,0,1,0 - 10
2654860,8,424,4,100 - 500
2654870,0,1,1,0 - 10
2654880,0,0,1,0 - 10
2654910,8,54,3,50 - 100
2654930,0,0,1,0 - 10
2654940,0,0,1,0 - 10
2654950,0,3,1,0 - 10
2654960,0,2,1,0 - 10
2654970,0,1,1,0 - 10
2654980,0,1,1,0 - 10
2655010,7,15,2,10 - 50
2655020,7,14,2,10 - 50
2655030,0,0,1,0 - 10
2655040,0,1,1,0 - 10
2655060,0,0,1,0 - 10
2655070,0,0,1,0 - 10
2655080,0,0,1,0 - 10
2655120,0,0,1,0 - 10
2655130,7,16,2,10 - 50
2655150,0,1,1,0 - 10
2655190,7,42,2,10 - 50
2655220,7,23,2,10 - 50
2655230,6,16,2,10 - 50
2655240,0,0,1,0 - 10
2655290,0,0,1,0 - 10
2655340,0,0,1,0 - 10
2655350,0,0,1,0 - 10
2655370,0,0,1,0 - 10
2655390,7,25,2,10 - 50
2655470,7,34,2,10 - 50
2655480,0,0,1,0 - 10
2655490,0,0,1,0 - 10
2655500,0,0,1,0 - 10
2655520,0,0,1,0 - 10
2655570,0,6,1,0 - 10
2655580,8,103,4,100 - 500
2655590,0,0,1,0 - 10
2655600,0,0,1,0 - 10
2655610,0,6,1,0 - 10
2655620,7,33,2,10 - 50
2655630,0,0,1,0 - 10
2655650,0,0,1,0 - 10
2655660,0,7,1,0 - 10
2655670,0,0,1,0 - 10
2655710,0,3,1,0 - 10
2655720,7,19,2,10 - 50
2655740,7,21,2,10 - 50
2655750,0,0,1,0 - 10
2655760,7,12,2,10 - 50
2655770,0,6,1,0 - 10
2655790,0,5,1,0 - 10
2655800,0,4,1,0 - 10
2655820,0,0,1,0 - 10
2655840,8,155,4,100 - 500
2655870,0,0,1,0 - 10
2655880,0,0,1,0 - 10
2655890,0,0,1,0 - 10
2655910,6,20,2,10 - 50
2655920,7,13,2,10 - 50
2655930,0,3,1,0 - 10
2655960,8,274,4,100 - 500
2655970,0,0,1,0 - 10
2656000,0,0,1,0 - 10
2656040,0,0,1,0 - 10
2656080,0,0,1,0 - 10
2656100,0,0,1,0 - 10
2656110,0,0,1,0 - 10
2656140,0,0,1,0 - 10
2656150,0,0,1,0 - 10
2656180,6,24,2,10 - 50
2656190,0,0,1,0 - 10
2656220,0,1,1,0 - 10
2656230,0,0,1,0 - 10
2656280,0,0,1,0 - 10
2656310,6,32,2,10 - 50
2656320,0,2,1,0 - 10
2656330,0,0,1,0 - 10
2656350,0,9,1,0 - 10
2656360,0,0,1,0 - 10
2656400,0,2,1,0 - 10
2656410,6,52,3,50 - 100
2656420,0,3,1,0 - 10
2656430,0,1,1,0 - 10
2656440,0,0,1,0 - 10
2656450,0,7,1,0 - 10
2656460,0,0,1,0 - 10
2656480,0,0,1,0 - 10
2656490,0,0,1,0 - 10
2656510,0,0,1,0 - 10
2656520,0,0,1,0 - 10
2656540,0,0,1,0 - 10
2656560,0,0,1,0 - 10
2656570,0,0,1,0 - 10
2656580,0,0,1,0 - 10
2656600,0,7,1,0 - 10
2656610,0,1,1,0 - 10
2656620,0,0,1,0 - 10
2656640,0,4,1,0 - 10
2656650,0,0,1,0 - 10
2656690,7,32,2,10 - 50
2656700,0,1,1,0 - 10
2656710,4,10,2,10 - 50
2656740,0,6,1,0 - 10
2656750,0,1,1,0 - 10
2656800,0,0,1,0 - 10
2656850,0,0,1,0 - 10
2656900,6,207,4,100 - 500
2656910,0,0,1,0 - 10
2656920,0,0,1,0 - 10
2656930,0,7,1,0 - 10
2656940,0,0,1,0 - 10
2656980,6,61,3,50 - 100
2656990,0,4,1,0 - 10
2657030,6,291,4,100 - 500
2657120,0,0,1,0 - 10
2657130,0,2,1,0 - 10
2657140,0,0,1,0 - 10
2657160,0,0,1,0 - 10
2657170,0,0,1,0 - 10
2657180,0,0,1,0 - 10
2657200,0,3,1,0 - 10
2657210,0,0,1,0 - 10
2657220,0,4,1,0 - 10
2657230,0,5,1,0 - 10
2657240,0,0,1,0 - 10
2657260,0,3,1,0 - 10
2657270,0,0,1,0 - 10
2657290,0,0,1,0 - 10
2657300,0,0,1,0 - 10
2657310,8,262,4,100 - 500
2657320,0,0,1,0 - 10
2657340,0,0,1,0 - 10
2657360,0,0,1,0 - 10
2657430,0,0,1,0 - 10
2657440,0,0,1,0 - 10
2657480,7,43,2,10 - 50
2657510,0,1,1,0 - 10
2657540,0,1,1,0 - 10
2657570,0,0,1,0 - 10
2657580,0,0,1,0 - 10
2657590,0,0,1,0 - 10
2657600,6,109,4,100 - 500
2657610,7,29,2,10 - 50
2657620,0,9,1,0 - 10
2657670,0,0,1,0 - 10
2657710,6,64,3,50 - 100
2657720,6,72,3,50 - 100
2657730,6,54,3,50 - 100
2657750,0,6,1,0 - 10
2657780,0,0,1,0 - 10
2657810,0,2,1,0 - 10
2657840,0,5,1,0 - 10
2657850,8,260,4,100 - 500
2657860,0,0,1,0 - 10
2657890,7,20,2,10 - 50
2657900,0,0,1,0 - 10
2657920,0,0,1,0 - 10
2657930,7,30,2,10 - 50
2657940,0,0,1,0 - 10
2657970,0,0,1,0 - 10
2658010,0,3,1,0 - 10
2658020,0,0,1,0 - 10
2658030,5,101,4,100 - 500
2658040,0,0,1,0 - 10
2658070,0,0,1,0 - 10
2658080,8,116,4,100 - 500
2658090,0,0,1,0 - 10
2658120,0,3,1,0 - 10
2658130,0,3,1,0 - 10
2658140,0,2,1,0 - 10
2658160,0,0,1,0 - 10
2658180,7,19,2,10 - 50
2658190,0,0,1,0 - 10
2658230,0,0,1,0 - 10
2658250,0,2,1,0 - 10
2658260,0,5,1,0 - 10
2658270,0,0,1,0 - 10
2658290,0,2,1,0 - 10
2658320,0,0,1,0 - 10
