fit_rank,app_id,name,release_date,genres,top_matching_tags,price_cents,price_usd,price_band,review_score,total,owners_range,owners_mid,performance_score,profile_fit_score,priority_score,evidence_tier,in_winner_cohort,in_top50_reference,gamepass_status,gamepass_note,is_top5_pick
7274,1341290,We Were Here Forever,2022-05-10,"Adventure, Casual, Indie","Co-op, Online Co-Op, Multiplayer, First-Person, Atmospheric, Psychological Horror, Story Rich, Adventure",1799,17.99,$15-19.99,8,14210,"500,000 - 1,000,000",750000,0.0188,50.12,60.24,high,0,0,unverified,,0
7279,1119980,In Sound Mind,2021-09-28,"Action, Indie","FPS, First-Person, Horror, Atmospheric, Psychological Horror, Music, Shooter, Story Rich",3499,34.99,$30-39.99,9,5129,"20,000 - 50,000",35000,-0.8007,50.11,55.92,high,0,0,unverified,,0
7283,1522820,Orcs Must Die! 3,2021-07-23,"Action, Adventure, Indie, Strategy","Co-op, Online Co-Op, Multiplayer, Funny, Comedy, Physics, Strategy, Action",1049,10.49,$10-14.99,8,13040,"1,000,000 - 2,000,000",1500000,0.1569,50.11,60.96,high,0,0,unverified,,0
7284,456670,Hand of Fate 2,,"Инди, Ролевые игры, Экшены","Hack and Slash, Atmospheric, Roguelite, Dungeon Crawler, Strategy, Roguelike, Action, Singleplayer",599,5.99,$5-9.99,8,5592,"200,000 - 500,000",350000,-0.4949,50.11,57.53,high,0,0,unverified,,0
7286,49600,Beat Hazard,2010-04-15,"Action, Casual, Indie","Co-op, Multiplayer, Local Co-Op, Replay Value, Atmospheric, Music, Shooter, Rhythm",999,9.99,$5-9.99,8,7335,"500,000 - 1,000,000",750000,-0.2142,50.11,59.01,high,0,0,unverified,,0
7361,252410,SteamWorld Dig,2013-12-05,"Action, Adventure, Indie","Great Soundtrack, Sandbox, Short, Action, Singleplayer, RPG, Sci-fi, Adventure",999,9.99,$5-9.99,8,7729,"500,000 - 1,000,000",750000,-0.1958,50.01,59.05,high,0,0,unverified,,0
7394,250760,Shovel Knight: Treasure Trove,2014-06-26,"Action, Adventure, Indie","Great Soundtrack, Difficult, Funny, Comedy, Action, Singleplayer, RPG, Adventure",3999,39.99,$30-39.99,9,15782,"500,000 - 1,000,000",750000,0.3398,49.96,61.84,high,0,0,unverified,,0
7483,268130,Heat Signature,2017-09-21,"Action, Adventure, Indie, Strategy","Open World, Tactical, Roguelite, Strategy, Roguelike, Action, Procedural Generation, Perma Death",1499,14.99,$10-14.99,8,7013,"500,000 - 1,000,000",750000,-0.23,49.83,58.78,high,0,0,unverified,,0
7491,439190,Stories: The Path of Destinies,2016-04-12,"Action, Adventure, Indie, RPG","Great Soundtrack, Funny, Hack and Slash, Comedy, Story Rich, Swordplay, Action, Isometric",1499,14.99,$10-14.99,8,6450,"2,000,000 - 5,000,000",3500000,0.1147,49.81,60.59,high,0,0,unverified,,0
7628,426000,HunieCam Studio,2016-04-04,"Indie, Simulation","Memes, Replay Value, Funny, Management, Simulation, Comedy, Strategy, Mature",699,6.99,$5-9.99,8,6362,"500,000 - 1,000,000",750000,-0.2643,49.64,58.51,high,0,0,unverified,,0
7660,813630,Supraland,2019-04-05,"Action, Adventure, Indie, RPG","Open World, Funny, FPS, First-Person, Physics, Shooter, Action, Singleplayer",1999,19.99,$15-19.99,9,12403,"1,000,000 - 2,000,000",1500000,0.4233,49.59,62.1,high,0,0,unverified,,0
7698,845070,The Awesome Adventures of Captain Spirit,2018-06-25,"Adventure, Free To Play","Great Soundtrack, Memes, Short, Atmospheric, Free to Play, Story Rich, Action, Singleplayer",0,0.0,free,8,13833,"2,000,000 - 5,000,000",3500000,0.3835,49.54,61.86,high,0,0,unverified,,0
7718,1361320,The Room 4: Old Sins,2021-02-11,Adventure,"Multiplayer, First-Person, Horror, Atmospheric, Lovecraftian, Story Rich, Singleplayer, Adventure",899,8.99,$5-9.99,9,15120,"200,000 - 500,000",350000,0.1395,49.5,60.56,high,0,0,unverified,,0
7744,1213740,She Will Punish Them,2020-04-29,"Action, Early Access, Indie, RPG","Difficult, Gore, Hack and Slash, Violent, Souls-like, Character Customization, Mature, Action",1599,15.99,$15-19.99,8,18037,"500,000 - 1,000,000",750000,0.1028,49.48,60.36,high,0,0,unverified,,0
7768,1859910,Legend of Mortal,2024-06-14,"Adventure, Indie, RPG, Strategy","Replay Value, Funny, Atmospheric, Strategy, Action, Dating Sim, Martial Arts, Singleplayer",1999,19.99,$15-19.99,6,27834,"500,000 - 1,000,000",750000,-0.3124,49.45,58.16,high,0,0,unverified,,0
7793,799640,Dungeon Munchies,2022-07-27,"Action, Adventure, Indie, RPG","Difficult, Funny, Comedy, Post-apocalyptic, Action, Singleplayer, Early Access, RPG",1999,19.99,$15-19.99,9,6606,"100,000 - 200,000",150000,-0.358,49.42,57.9,high,0,0,unverified,,0
7822,1421250,Tiny Bunny,2021-04-16,"Adventure, Early Access, Indie","Great Soundtrack, Gore, Horror, Atmospheric, Violent, Psychological Horror, Story Rich, Mature",1299,12.99,$10-14.99,9,18662,"500,000 - 1,000,000",750000,0.3988,49.37,61.86,high,0,0,unverified,,0
7848,2250040,Crosshair V2,2023-01-26,Utilities,"Multiplayer, Competitive, FPS, Tactical, Free to Play, Shooter, Action, Early Access",0,0.0,free,8,5456,"0 - 20,000",10000,-1.3672,49.34,52.56,high,0,0,unverified,,0
7871,860950,Mark of the Ninja: Remastered,2018-10-09,"Action, Indie","Gore, Atmospheric, Violent, Story Rich, Action, Singleplayer, Stealth, Adventure",1999,19.99,$15-19.99,9,5811,"200,000 - 500,000",350000,-0.1974,49.32,58.7,high,0,0,unverified,,0
7906,648390,Marie's Room,2018-04-13,"Adventure, Casual, Free To Play, Indie","Great Soundtrack, Multiplayer, First-Person, Short, Horror, Atmospheric, Psychological Horror, Free to Play",0,0.0,free,8,6354,"100,000 - 200,000",150000,-0.6558,49.28,56.27,high,0,0,unverified,,0
7922,1948980,Hero's Adventure: Road to Passion,2023-11-15,"Adventure, Indie, RPG, Simulation","Open World, Simulation, Turn-Based, Strategy, Mature, Martial Arts, Singleplayer, Stealth",1799,17.99,$15-19.99,8,19578,"500,000 - 1,000,000",750000,0.1317,49.25,60.39,high,0,0,unverified,,0
7933,2504480,Indigo Park: Chapter 1,2024-05-18,"Action, Adventure, Casual, Free To Play, Indie","Great Soundtrack, Gore, Funny, Survival Horror, First-Person, Horror, Atmospheric, Psychological Horror",0,0.0,free,9,18170,"0 - 20,000",10000,-0.6594,49.23,56.23,high,0,0,unverified,,0
7961,1002300,Fear & Hunger,2019-01-21,"Adventure, Indie, RPG","Difficult, Gore, Horror, Atmospheric, Lovecraftian, Violent, Psychological Horror, Dungeon Crawler",799,7.99,$5-9.99,8,13502,"0 - 20,000",10000,-1.048,49.19,54.16,high,0,0,unverified,,0
8053,1812820,Bitburner,2021-12-10,Free To Play,"Sandbox, Simulation, Psychological Horror, Strategy, Free to Play, Character Customization, Automation, Singleplayer",0,0.0,free,9,6249,"0 - 20,000",10000,-1.0354,49.08,54.17,high,0,0,unverified,,0
8064,1139980,Travellers Rest,,"Abenteuer, Early Access, Gelegenheitsspiele, Indie, Rollenspiel, Simulationen","Building, Crafting, Management, Simulation, Farming Sim, Resource Management, Isometric, Singleplayer",1349,13.49,$10-14.99,8,11244,"500,000 - 1,000,000",750000,-0.0637,49.07,59.28,high,0,0,unverified,,0
8131,1874490,Potionomics,2022-10-17,"Indie, RPG, Simulation, Strategy","Crafting, Management, Simulation, Resource Management, Strategy, Dating Sim, Singleplayer, RPG",2499,24.99,$20-29.99,8,5701,"200,000 - 500,000",350000,-0.4881,48.99,57.01,high,0,0,unverified,,0
8163,1105670,The Last Spell,2023-03-09,"Action, Indie, RPG, Strategy","Base Building, Tactical, Roguelite, Turn-Based, Strategy, Roguelike, Post-apocalyptic, Perma Death",2499,24.99,$20-29.99,8,10660,"500,000 - 1,000,000",750000,-0.0825,48.95,59.12,high,0,0,unverified,,0
8186,1625450,Muck,2021-06-05,"Action, Adventure, Free To Play, Indie","Multiplayer, Open World, Building, Survival, Base Building, Crafting, First-Person, Free to Play",0,0.0,free,8,169479,"0 - 20,000",10000,-0.1567,48.92,58.71,high,0,0,unverified,,0
8199,503560,911 Operator,2017-02-24,"Casual, Indie, Simulation, Strategy","Moddable, Addictive, Management, Simulation, Tactical, Atmospheric, Strategy, Realistic",1499,14.99,$10-14.99,8,16138,"500,000 - 1,000,000",750000,0.0636,48.91,59.87,high,0,0,unverified,,0
8329,362680,Fran Bow,2015-08-27,"Adventure, Indie","Great Soundtrack, Gore, Horror, Atmospheric, Psychological Horror, Story Rich, Singleplayer, Adventure",1499,14.99,$10-14.99,9,17348,"500,000 - 1,000,000",750000,0.3731,48.73,61.4,high,0,0,unverified,,0
8330,648100,Raging Loop,2017-08-23,"Adventure, Indie","Gore, Horror, Atmospheric, Violent, Psychological Horror, Story Rich, Singleplayer, Adventure",2999,29.99,$20-29.99,9,6347,"100,000 - 200,000",150000,-0.3721,48.73,57.49,high,0,0,unverified,,0
8369,1275890,Baldi's Basics Plus,2020-06-11,"Action, Early Access, Indie, Strategy","Funny, Survival Horror, First-Person, Horror, Roguelite, Strategy, Roguelike, Action",999,9.99,$5-9.99,9,5885,"200,000 - 500,000",350000,-0.1929,48.67,58.4,high,0,0,unverified,,0
8429,236110,Dungeon Defenders II,2017-06-20,"Action, Free To Play, Indie, RPG, Strategy","Online Co-Op, Multiplayer, Building, Survival, Team-Based, Tactical, Character Customization, Singleplayer",0,0.0,free,6,21507,"2,000,000 - 5,000,000",3500000,-0.029,48.59,59.22,high,0,0,unverified,,0
8473,363930,Dead Age,2016-11-04,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy","Survival, Crafting, Simulation, Roguelite, Turn-Based, Dungeon Crawler, Strategy, Roguelike",119,1.19,$0.01-4.99,8,5396,"200,000 - 500,000",350000,-0.5075,48.54,56.68,high,0,0,unverified,,0
8484,382490,Relic Hunters Zero: Remix,2015-08-18,"Action, Free To Play, Indie","Co-op, Multiplayer, Local Co-Op, Free to Play, Roguelike, Shooter, Action, Singleplayer",0,0.0,free,8,6786,"1,000,000 - 2,000,000",1500000,-0.0732,48.52,58.95,high,0,0,unverified,,0
8565,1067310,Gravitas,2019-08-23,"Action, Adventure, Free To Play, Indie","Co-op, Funny, First-Person, Short, Comedy, Physics, Dark Humor, Free to Play",0,0.0,free,9,6696,"200,000 - 500,000",350000,-0.1474,48.42,58.51,high,0,0,unverified,,0
8608,1070330,Russian Life Simulator,2019-05-17,"Action, Indie, Simulation, Sports, Strategy","Multiplayer, Memes, Simulation, Atmospheric, Strategy, Story Rich, Action, Economy",99,0.99,$0.01-4.99,8,7571,"500,000 - 1,000,000",750000,-0.203,48.37,58.19,high,0,0,unverified,,0
8612,375480,Chronicon,2020-08-21,"Action, Adventure, Indie, RPG","Local Co-Op, Crafting, 4 Player Local, Hack and Slash, Dungeon Crawler, Action, Procedural Generation, Singleplayer",1399,13.99,$10-14.99,8,9110,"500,000 - 1,000,000",750000,-0.1378,48.36,58.53,high,0,0,unverified,,0
8672,343780,Cat Goes Fishing,2015-01-19,"Casual, Indie, Simulation","Multiplayer, Difficult, Funny, Simulation, Psychological Horror, Underwater, Action, Singleplayer",699,6.99,$5-9.99,8,12554,"500,000 - 1,000,000",750000,-0.0249,48.29,59.09,high,0,0,unverified,,0
8695,269770,Secrets of Grindea,2024-02-29,"Action, Adventure, Indie, RPG","Multiplayer, Funny, Hack and Slash, Character Customization, Story Rich, Action, Singleplayer, RPG",1499,14.99,$10-14.99,8,7755,"200,000 - 500,000",350000,-0.3797,48.26,57.21,high,0,0,unverified,,0
8766,456750,The Room Three,2018-11-13,"Adventure, Indie","Multiplayer, First-Person, Short, Horror, Atmospheric, Lovecraftian, Psychological Horror, Story Rich",599,5.99,$5-9.99,9,11347,"200,000 - 500,000",350000,0.0384,48.17,59.36,high,0,0,unverified,,0
8784,361280,Turmoil,2016-06-02,"Indie, Simulation, Strategy","Multiplayer, Management, Simulation, Resource Management, Strategy, Historical, Economy, Singleplayer",649,6.49,$5-9.99,8,13981,"1,000,000 - 2,000,000",1500000,0.1814,48.15,60.11,high,0,0,unverified,,0
8785,1186640,Pumpkin Jack,2020-10-23,"Action, Adventure, Indie","Great Soundtrack, Funny, Atmospheric, Comedy, Action, Singleplayer, Adventure, Indie",2999,29.99,$20-29.99,8,7021,"500,000 - 1,000,000",750000,-0.2296,48.15,57.95,high,0,0,unverified,,0
8805,2427700,Backpack Battles,2024-03-08,"Early Access, Strategy","Multiplayer, Replay Value, Tactical, Turn-Based, Strategy, Roguelike, Early Access, PvP",1299,12.99,$10-14.99,8,11018,"500,000 - 1,000,000",750000,-0.0708,48.13,58.77,high,0,0,unverified,,0
8815,246420,Kingdom Rush  - Tower Defense,2014-01-06,Strategy,"Difficult, Funny, Tactical, Comedy, Touch-Friendly, Strategy, Action, Singleplayer",999,9.99,$5-9.99,9,13893,"1,000,000 - 2,000,000",1500000,0.4632,48.12,61.57,high,0,0,unverified,,0
8830,2849080,Kingdom Rush 5: Alliance TD,2024-07-25,"Indie, Strategy","Building, Funny, Comedy, Strategy, Action, Singleplayer, Adventure, Dark",1999,19.99,$15-19.99,8,6029,"500,000 - 1,000,000",750000,-0.2833,48.1,57.64,high,0,0,unverified,,0
9022,814370,Monster Sanctuary,2020-12-08,"Action, Adventure, Indie, RPG, Strategy","Difficult, Turn-Based, Strategy, Story Rich, Singleplayer, RPG, Adventure, PvP",1999,19.99,$15-19.99,8,10607,"500,000 - 1,000,000",750000,-0.0842,47.89,58.58,high,0,0,unverified,,0
9034,1876890,Wandering Sword,2023-09-14,"Adventure, Indie, RPG, Strategy","Open World, Tactical, Turn-Based, Strategy, Story Rich, Swordplay, Martial Arts, Singleplayer",2499,24.99,$20-29.99,8,19877,"200,000 - 500,000",350000,-0.0481,47.87,58.76,high,0,0,unverified,,0
9126,1055540,A Short Hike,2019-07-30,"Adventure, Indie","Great Soundtrack, Open World, Funny, Beautiful, Short, Singleplayer, Adventure, Indie",799,7.99,$5-9.99,9,17323,"200,000 - 500,000",350000,0.1874,47.75,59.94,high,0,0,unverified,,0
9128,1000010,Crown Trick,2020-10-16,"Adventure, Indie, RPG, Strategy","Difficult, Replay Value, Tactical, Roguelite, Turn-Based, Dungeon Crawler, Strategy, Roguelike",1999,19.99,$15-19.99,8,5150,"500,000 - 1,000,000",750000,-0.3388,47.75,57.17,high,0,0,unverified,,0
9198,815780,PIPE by BMX Streets,2018-03-15,"Indie, Simulation, Sports","Multiplayer, Open World, Mod, Simulation, Singleplayer, Indie",999,9.99,$5-9.99,8,6172,"200,000 - 500,000",350000,-0.4601,47.67,56.49,high,0,0,unverified,,0
9265,1941780,Zumbi Blocks 2 Open Alpha,2023-04-15,"Action, Free To Play, Indie","Multiplayer, Open World, Survival, FPS, First-Person, Souls-like, Free to Play, Post-apocalyptic",0,0.0,free,8,6855,"0 - 20,000",10000,-1.2868,47.6,52.11,high,0,0,unverified,,0
9307,274500,Brigador: Up-Armored Edition,2016-06-02,"Action, Indie","Difficult, Atmospheric, Roguelite, Destruction, Shooter, Action, Isometric, Sci-fi",2499,24.99,$20-29.99,8,5302,"200,000 - 500,000",350000,-0.5137,47.56,56.16,high,0,0,unverified,,0
9311,977880,Eastward,2021-09-16,"Action, Adventure, Indie, RPG","Atmospheric, Comedy, Post-apocalyptic, Story Rich, Mature, Action, Singleplayer, RPG",2499,24.99,$20-29.99,8,15361,"500,000 - 1,000,000",750000,0.0462,47.55,59.1,high,0,0,unverified,,0
9390,1227690,Severed Steel,2021-09-17,"Action, Indie","FPS, First-Person, Level Editor, Violent, Destruction, Shooter, Voxel, Mature",2499,24.99,$20-29.99,9,5848,"500,000 - 1,000,000",750000,-0.01,47.46,58.75,high,0,0,unverified,,0
9396,861540,Dicey Dungeons,2019-08-13,"Indie, Strategy","Great Soundtrack, Replay Value, Roguelite, Turn-Based, Dungeon Crawler, Strategy, Roguelike, Procedural Generation",1499,14.99,$10-14.99,8,10685,"200,000 - 500,000",350000,-0.2668,47.45,57.4,high,0,0,unverified,,0
9441,1476970,IdleOn - The Idle RPG,2021-04-02,"Casual, Early Access, Free To Play, Indie, Massively Multiplayer, RPG, Simulation","Multiplayer, Sandbox, Massively Multiplayer, Crafting, Management, Simulation, Resource Management, Free to Play",0,0.0,free,6,18046,"1,000,000 - 2,000,000",1500000,-0.2967,47.4,57.22,high,0,0,unverified,,0
9461,555220,Detention,2017-01-12,"Adventure, Indie","Great Soundtrack, Gore, Survival Horror, Horror, Atmospheric, Violent, Psychological Horror, Story Rich",1199,11.99,$10-14.99,9,11023,"500,000 - 1,000,000",750000,0.2133,47.37,59.88,high,0,0,unverified,,0
9463,918570,Century: Age of Ashes,2021-12-02,"Action, Free To Play, Indie, Racing","Online Co-Op, Multiplayer, Team-Based, Free to Play, Character Customization, Shooter, Action, Early Access",0,0.0,free,6,17335,"2,000,000 - 5,000,000",3500000,-0.105,47.37,58.21,high,0,0,unverified,,0
9500,1562700,SANABI,2023-11-08,"Action, Adventure, Indie","Great Soundtrack, Difficult, Atmospheric, Story Rich, Action, Singleplayer, Sci-fi, Adventure",1499,14.99,$10-14.99,9,30102,"500,000 - 1,000,000",750000,0.5673,47.34,61.73,high,0,0,unverified,,0
9501,814540,Changed,2018-04-04,"Adventure, Indie, RPG","Great Soundtrack, Difficult, Survival Horror, Horror, Psychological Horror, Story Rich, Action, Singleplayer",499,4.99,$0.01-4.99,8,16428,"500,000 - 1,000,000",750000,0.0699,47.34,59.11,high,0,0,unverified,,0
9511,714120,Little Misfortune,2019-09-18,"Adventure, Casual, Indie","Great Soundtrack, Funny, Horror, Atmospheric, Psychological Horror, Dark Humor, Story Rich, Singleplayer",1999,19.99,$15-19.99,8,10999,"200,000 - 500,000",350000,-0.2566,47.33,57.39,high,0,0,unverified,,0
9533,303210,The Beginner's Guide,2015-10-01,"Adventure, Indie","Great Soundtrack, First-Person, Short, Atmospheric, Psychological Horror, Story Rich, Singleplayer, Adventure",999,9.99,$5-9.99,8,21206,"500,000 - 1,000,000",750000,0.1598,47.31,59.57,high,0,0,unverified,,0
9536,314650,SpaceEngine,2019-06-11,"Casual, Early Access, Indie, Simulation","Sandbox, Open World, Simulation, Atmospheric, Realistic, Procedural Generation, Singleplayer, Early Access",2999,29.99,$20-29.99,9,11118,"500,000 - 1,000,000",750000,0.2163,47.3,59.86,high,0,0,unverified,,0
9543,1970580,Backpack Hero,2023-11-14,"Adventure, Casual, Indie, RPG, Strategy","Moddable, Building, Replay Value, Roguelite, Turn-Based, Strategy, Roguelike, Procedural Generation",1999,19.99,$15-19.99,8,7109,"500,000 - 1,000,000",750000,-0.2252,47.3,57.54,high,0,0,unverified,,0
9551,1021950,When the Darkness comes,2019-03-01,"Adventure, Free To Play, Indie","Co-op, First-Person, Horror, Atmospheric, Psychological Horror, Free to Play, Story Rich, Perma Death",0,0.0,free,8,8231,"200,000 - 500,000",350000,-0.3587,47.29,56.84,high,0,0,unverified,,0
9569,582550,Passpartout: The Starving Artist,2017-06-06,"Casual, Indie, Simulation","Great Soundtrack, Multiplayer, Memes, Funny, Simulation, Strategy, Action, Singleplayer",999,9.99,$5-9.99,8,6614,"200,000 - 500,000",350000,-0.4358,47.28,56.43,high,0,0,unverified,,0
9614,894940,Littlewood,2020-08-04,"Adventure, Casual, Indie, RPG, Simulation","Sandbox, Open World, Building, Crafting, City Builder, Simulation, Farming Sim, Agriculture",749,7.49,$5-9.99,8,6528,"200,000 - 500,000",350000,-0.4404,47.22,56.37,high,0,0,unverified,,0
9684,1003590,Tetris® Effect: Connected,2021-08-17,"Casual, Indie","Online Co-Op, Multiplayer, Local Co-Op, Competitive, Local Multiplayer, Atmospheric, Music, Singleplayer",3999,39.99,$30-39.99,9,7232,"500,000 - 1,000,000",750000,0.0648,47.16,59.0,high,0,0,unverified,,0
9703,1203630,Record of Lodoss War-Deedlit in Wonder Labyrinth-,2021-03-27,"Action, Indie","Great Soundtrack, Action, Singleplayer, Early Access, RPG, Adventure, Metroidvania, Indie",1999,19.99,$15-19.99,8,6382,"500,000 - 1,000,000",750000,-0.2632,47.14,57.26,high,0,0,unverified,,0
9731,1356670,Sakuna: Of Rice and Ruin,2020-11-10,"Action, Indie","Difficult, Crafting, Simulation, Farming Sim, Agriculture, Story Rich, Action, Singleplayer",2999,29.99,$20-29.99,8,5192,"200,000 - 500,000",350000,-0.5211,47.12,55.9,high,0,0,unverified,,0
9742,115800,Owlboy,2016-11-01,"Action, Adventure, Indie","Great Soundtrack, Funny, Atmospheric, Story Rich, Action, Singleplayer, Adventure, Metroidvania",1999,19.99,$15-19.99,8,5746,"500,000 - 1,000,000",750000,-0.3002,47.11,57.05,high,0,0,unverified,,0
9771,389140,Horizon Chase Turbo,2018-05-15,"Action, Casual, Indie, Racing, Sports","Great Soundtrack, Multiplayer, Local Co-Op, Local Multiplayer, 4 Player Local, Split Screen, Action, Singleplayer",1999,19.99,$15-19.99,8,5475,"200,000 - 500,000",350000,-0.5024,47.08,55.98,high,0,0,unverified,,0
9786,874260,The Forgotten City,2021-07-28,"Adventure, Indie, RPG","Great Soundtrack, Open World, First-Person, Atmospheric, Story Rich, RPG, Adventure, Indie",874,8.74,$5-9.99,9,10449,"500,000 - 1,000,000",750000,0.1945,47.06,59.63,high,0,0,unverified,,0
9811,406970,The Uncertain: Last Quiet Day,2016-09-22,"Adventure, Indie","Great Soundtrack, Short, Horror, Atmospheric, Post-apocalyptic, Story Rich, Singleplayer, Sci-fi",999,9.99,$5-9.99,6,5709,"500,000 - 1,000,000",750000,-0.8705,47.04,54.02,high,0,0,unverified,,0
9861,360740,Downwell,2015-10-15,"Action, Adventure, Indie","Great Soundtrack, Difficult, Replay Value, Fast-Paced, Roguelite, Roguelike, Action, Procedural Generation",299,2.99,$0.01-4.99,9,7967,"200,000 - 500,000",350000,-0.0862,46.98,58.11,high,0,0,unverified,,0
9928,388880,Oxenfree,2016-01-14,"Adventure, Indie","Great Soundtrack, Short, Horror, Atmospheric, Lovecraftian, Psychological Horror, Story Rich, Singleplayer",999,9.99,$5-9.99,8,11488,"500,000 - 1,000,000",750000,-0.0561,46.91,58.24,high,0,0,unverified,,0
9936,807120,Iratus: Lord of the Dead,2020-04-23,"Indie, RPG, Strategy","Difficult, Replay Value, Gore, Lovecraftian, Roguelite, Violent, Turn-Based, Dungeon Crawler",299,2.99,$0.01-4.99,8,7475,"500,000 - 1,000,000",750000,-0.2075,46.9,57.44,high,0,0,unverified,,0
