app_id,owners_range,price_cents,price_usd
1013660,"0 - 20,000",1399,13.99
1013670,"0 - 20,000",299,2.99
1013680,"20,000 - 50,000",0,0.0
1013700,"0 - 20,000",499,4.99
1013710,"0 - 20,000",499,4.99
1013750,"50,000 - 100,000",349,3.49
1013790,"0 - 20,000",399,3.99
1013810,"0 - 20,000",199,1.99
1013820,"0 - 20,000",199,1.99
1013830,"0 - 20,000",0,0.0
1013850,"0 - 20,000",0,0.0
1013870,"100,000 - 200,000",1499,14.99
1013890,"0 - 20,000",99,0.99
1013910,"0 - 20,000",1999,19.99
1013940,"0 - 20,000",599,5.99
1013950,"0 - 20,000",0,0.0
1013960,"0 - 20,000",999,9.99
1013970,"0 - 20,000",0,0.0
1013980,"0 - 20,000",0,0.0
1014010,"20,000 - 50,000",1599,15.99
1014030,"0 - 20,000",300,3.0
1014040,"50,000 - 100,000",79,0.79
1014050,"0 - 20,000",1999,19.99
1014100,"0 - 20,000",599,5.99
1014110,"0 - 20,000",999,9.99
1014130,"0 - 20,000",599,5.99
1014140,"20,000 - 50,000",799,7.99
1014180,"0 - 20,000",99,0.99
1014200,"0 - 20,000",1499,14.99
1014240,"0 - 20,000",0,0.0
1014260,"20,000 - 50,000",1499,14.99
1014270,"0 - 20,000",999,9.99
1014280,"0 - 20,000",299,2.99
1014310,"0 - 20,000",99,0.99
1014350,"100,000 - 200,000",0,0.0
1014360,"0 - 20,000",799,7.99
1014370,"0 - 20,000",0,0.0
1014400,"0 - 20,000",0,0.0
1014420,"0 - 20,000",299,2.99
1014450,"0 - 20,000",299,2.99
1014460,"20,000 - 50,000",99,0.99
1014470,"0 - 20,000",799,7.99
1014540,"0 - 20,000",0,0.0
1014550,"0 - 20,000",0,0.0
1014560,"0 - 20,000",599,5.99
1014570,"0 - 20,000",299,2.99
1014580,"0 - 20,000",999,9.99
1014590,"20,000 - 50,000",99,0.99
1014600,"0 - 20,000",299,2.99
1014610,"0 - 20,000",199,1.99
1014620,"0 - 20,000",99,0.99
1014660,"0 - 20,000",399,3.99
1014710,"0 - 20,000",1999,19.99
1014720,"0 - 20,000",99,0.99
1014730,"0 - 20,000",799,7.99
1014750,"0 - 20,000",999,9.99
1014790,"0 - 20,000",999,9.99
1014810,"0 - 20,000",499,4.99
1014820,"0 - 20,000",99,0.99
1014840,"0 - 20,000",99,0.99
1014850,"0 - 20,000",499,4.99
1014880,"0 - 20,000",0,0.0
1014890,"0 - 20,000",999,9.99
1014900,"0 - 20,000",799,7.99
1014910,"0 - 20,000",0,0.0
1014920,"0 - 20,000",0,0.0
1014960,"0 - 20,000",0,0.0
1014970,"0 - 20,000",0,0.0
1014980,"0 - 20,000",0,0.0
1014990,"0 - 20,000",299,2.99
1015020,"0 - 20,000",199,1.99
1015080,"0 - 20,000",399,3.99
1015090,"0 - 20,000",1199,11.99
1015100,"0 - 20,000",0,0.0
1015120,"0 - 20,000",3499,34.99
1015130,"0 - 20,000",699,6.99
1015140,"100,000 - 200,000",999,9.99
1015150,"0 - 20,000",499,4.99
1015180,"0 - 20,000",499,4.99
1015190,"0 - 20,000",,
1015240,"0 - 20,000",99,0.99
1015250,"20,000 - 50,000",99,0.99
1015290,"0 - 20,000",499,4.99
1015350,"0 - 20,000",99,0.99
1015370,"0 - 20,000",0,0.0
1015430,"0 - 20,000",799,7.99
1015470,"0 - 20,000",99,0.99
1015480,"20,000 - 50,000",1499,14.99
1015520,"0 - 20,000",,
1015530,"0 - 20,000",1299,12.99
1015540,"0 - 20,000",1499,14.99
1015550,"0 - 20,000",1299,12.99
1015560,"0 - 20,000",0,0.0
1015580,"0 - 20,000",1299,12.99
1015610,"0 - 20,000",1999,19.99
1015650,"0 - 20,000",0,0.0
1015660,"0 - 20,000",99,0.99
1015700,"0 - 20,000",699,6.99
1015710,"20,000 - 50,000",1999,19.99
1015720,"0 - 20,000",999,9.99
1015730,"0 - 20,000",1999,19.99
1015750,"0 - 20,000",999,9.99
1015770,"50,000 - 100,000",1499,14.99
1015790,"20,000 - 50,000",1499,14.99
1015800,"20,000 - 50,000",1499,14.99
1015810,"0 - 20,000",0,0.0
1015890,"20,000 - 50,000",1999,19.99
1015920,"20,000 - 50,000",799,7.99
1015930,"50,000 - 100,000",1999,19.99
1015940,"0 - 20,000",1499,14.99
1016000,"0 - 20,000",1199,11.99
1016010,"0 - 20,000",499,4.99
1016030,"0 - 20,000",699,6.99
1016050,"0 - 20,000",0,0.0
1016100,"0 - 20,000",499,4.99
1016110,"50,000 - 100,000",0,0.0
1016120,"200,000 - 500,000",5999,59.99
1016180,"100,000 - 200,000",1299,12.99
1016250,"0 - 20,000",28,0.28
1016260,"0 - 20,000",0,0.0
1016330,"0 - 20,000",99,0.99
1016360,"20,000 - 50,000",1999,19.99
1016390,"50,000 - 100,000",0,0.0
1016420,"0 - 20,000",499,4.99
1016430,"0 - 20,000",299,2.99
1016440,"0 - 20,000",,
1016600,"200,000 - 500,000",1499,14.99
1016610,"0 - 20,000",199,1.99
1016630,"0 - 20,000",499,4.99
1016640,"0 - 20,000",0,0.0
1016650,"0 - 20,000",99,0.99
1016660,"0 - 20,000",1599,15.99
1016690,"0 - 20,000",999,9.99
1016700,"0 - 20,000",999,9.99
1016720,"0 - 20,000",1199,11.99
1016730,"20,000 - 50,000",399,3.99
1016740,"0 - 20,000",399,3.99
1016750,"0 - 20,000",499,4.99
1016770,"20,000 - 50,000",1299,12.99
1016780,"0 - 20,000",0,0.0
1016790,"200,000 - 500,000",499,4.99
1016800,"500,000 - 1,000,000",2999,29.99
1016820,"0 - 20,000",399,3.99
1016830,"0 - 20,000",0,0.0
1016850,"0 - 20,000",599,5.99
1016860,"20,000 - 50,000",1499,14.99
1016890,"0 - 20,000",299,2.99
1016900,"0 - 20,000",,
1016920,"1,000,000 - 2,000,000",399,3.99
1016930,"50,000 - 100,000",99,0.99
1016940,"0 - 20,000",1599,15.99
1016950,"200,000 - 500,000",2999,29.99
1016960,"100,000 - 200,000",2999,29.99
1016970,"0 - 20,000",0,0.0
1016980,"0 - 20,000",1999,19.99
1016990,"0 - 20,000",,
1017060,"50,000 - 100,000",299,2.99
1017100,"200,000 - 500,000",0,0.0
1017130,"0 - 20,000",199,1.99
1017160,"0 - 20,000",2499,24.99
1017180,"500,000 - 1,000,000",1599,15.99
1017240,"0 - 20,000",299,2.99
1017270,"0 - 20,000",299,2.99
1017280,"0 - 20,000",0,0.0
1017340,"0 - 20,000",499,4.99
1017350,"0 - 20,000",199,1.99
1017360,"0 - 20,000",999,9.99
1017370,"0 - 20,000",99,0.99
1017380,"0 - 20,000",799,7.99
1017410,"100,000 - 200,000",999,9.99
1017440,"0 - 20,000",699,6.99
1017480,"0 - 20,000",0,0.0
1017490,"0 - 20,000",1199,11.99
1017520,"0 - 20,000",99,0.99
1017530,"0 - 20,000",0,0.0
1017540,"0 - 20,000",0,0.0
1017560,"0 - 20,000",99,0.99
1017580,"0 - 20,000",199,1.99
1017600,"0 - 20,000",299,2.99
1017610,"0 - 20,000",499,4.99
1017630,"0 - 20,000",199,1.99
1017650,"0 - 20,000",499,4.99
1017660,"0 - 20,000",299,2.99
1017670,"0 - 20,000",99,0.99
1017690,"0 - 20,000",499,4.99
1017750,"0 - 20,000",199,1.99
1017760,"0 - 20,000",0,0.0
1017770,"0 - 20,000",0,0.0
1017780,"0 - 20,000",499,4.99
1017800,"0 - 20,000",299,2.99
1017820,"20,000 - 50,000",599,5.99
1017830,"0 - 20,000",0,0.0
1017880,"0 - 20,000",99,0.99
1017900,"500,000 - 1,000,000",1999,19.99
1017940,"0 - 20,000",299,2.99
1017990,"0 - 20,000",0,0.0
1018000,"50,000 - 100,000",1999,19.99
1018010,"100,000 - 200,000",399,3.99
1018020,"200,000 - 500,000",1999,19.99
1018030,"0 - 20,000",0,0.0
1018040,"0 - 20,000",799,7.99
1018060,"0 - 20,000",199,1.99
1018080,"0 - 20,000",1199,11.99
1018090,"0 - 20,000",99,0.99
1018110,"0 - 20,000",1399,13.99
1018120,"0 - 20,000",0,0.0
1018130,"50,000 - 100,000",499,4.99
1018160,"50,000 - 100,000",2499,24.99
1018170,"0 - 20,000",399,3.99
1018180,"0 - 20,000",0,0.0
1018190,"0 - 20,000",0,0.0
1018220,"0 - 20,000",0,0.0
1018240,"0 - 20,000",599,5.99
1018270,"20,000 - 50,000",699,6.99
1018380,"0 - 20,000",1899,18.99
1018420,"20,000 - 50,000",99,0.99
1018560,"0 - 20,000",999,9.99
1018590,"0 - 20,000",0,0.0
1018610,"0 - 20,000",299,2.99
1018640,"0 - 20,000",0,0.0
1018650,"0 - 20,000",0,0.0
1018680,"20,000 - 50,000",799,7.99
1018700,"0 - 20,000",499,4.99
1018720,"0 - 20,000",1999,19.99
1018730,"0 - 20,000",0,0.0
1018740,"0 - 20,000",0,0.0
1018750,"20,000 - 50,000",0,0.0
1018770,"0 - 20,000",299,2.99
1018800,"100,000 - 200,000",1499,14.99
1018810,"0 - 20,000",499,4.99
1018820,"0 - 20,000",399,3.99
1018830,"200,000 - 500,000",1499,14.99
1018850,"200,000 - 500,000",1299,12.99
1018860,"0 - 20,000",1499,14.99
1018870,"0 - 20,000",1499,14.99
1018900,"0 - 20,000",199,1.99
1018930,"20,000 - 50,000",0,0.0
1018940,"0 - 20,000",0,0.0
1018950,"0 - 20,000",1799,17.99
1018960,"0 - 20,000",999,9.99
1018990,"0 - 20,000",499,4.99
1019020,"0 - 20,000",1199,11.99
1019030,"0 - 20,000",599,5.99
1019040,"0 - 20,000",499,4.99
1019050,"0 - 20,000",499,4.99
1019060,"20,000 - 50,000",99,0.99
1019070,"0 - 20,000",399,3.99
1019080,"0 - 20,000",999,9.99
1019090,"0 - 20,000",0,0.0
1019100,"0 - 20,000",0,0.0
1019140,"0 - 20,000",0,0.0
1019150,"0 - 20,000",420,4.2
1019170,"0 - 20,000",99,0.99
1019180,"0 - 20,000",699,6.99
1019190,"20,000 - 50,000",599,5.99
1019230,"0 - 20,000",1499,14.99
1019240,"0 - 20,000",99,0.99
1019260,"0 - 20,000",499,4.99
1019270,"0 - 20,000",499,4.99
1019310,"100,000 - 200,000",1499,14.99
1019340,"20,000 - 50,000",0,0.0
1019370,"0 - 20,000",899,8.99
1019400,"0 - 20,000",0,0.0
1019450,"50,000 - 100,000",1799,17.99
1019500,"0 - 20,000",1799,17.99
1019550,"100,000 - 200,000",1999,19.99
1019560,"0 - 20,000",199,1.99
1019580,"20,000 - 50,000",1199,11.99
1019590,"0 - 20,000",999,9.99
1019630,"0 - 20,000",99,0.99
1019690,"0 - 20,000",499,4.99
1019700,"0 - 20,000",499,4.99
1019710,"0 - 20,000",499,4.99
1019720,"0 - 20,000",499,4.99
1019730,"0 - 20,000",899,8.99
1019740,"0 - 20,000",0,0.0
1019770,"0 - 20,000",0,0.0
1019790,"0 - 20,000",0,0.0
1019820,"0 - 20,000",1999,19.99
1019840,"0 - 20,000",0,0.0
1019880,"0 - 20,000",,
1019910,"0 - 20,000",399,3.99
1019920,"0 - 20,000",1999,19.99
1019940,"100,000 - 200,000",499,4.99
1020010,"0 - 20,000",99,0.99
1020020,"0 - 20,000",499,4.99
1020030,"0 - 20,000",1999,19.99
1020050,"0 - 20,000",1299,12.99
1020080,"0 - 20,000",1199,11.99
1020090,"0 - 20,000",899,8.99
1020120,"0 - 20,000",999,9.99
1020210,"0 - 20,000",1499,14.99
1020250,"0 - 20,000",199,1.99
1020270,"20,000 - 50,000",1499,14.99
1020310,"0 - 20,000",999,9.99
1020330,"100,000 - 200,000",99,0.99
1020340,"50,000 - 100,000",2999,29.99
1020360,"0 - 20,000",999,9.99
1020390,"0 - 20,000",1999,19.99
1020410,"20,000 - 50,000",0,0.0
1020420,"0 - 20,000",0,0.0
1020430,"0 - 20,000",99,0.99
1020440,"0 - 20,000",1199,11.99
1020450,"0 - 20,000",699,6.99
1020470,"100,000 - 200,000",499,4.99
1020480,"0 - 20,000",99,0.99
1020490,"0 - 20,000",299,2.99
1020510,"0 - 20,000",799,7.99
1020520,"50,000 - 100,000",0,0.0
1020540,"20,000 - 50,000",3999,39.99
1020550,"0 - 20,000",,
1020560,"0 - 20,000",1699,16.99
1020580,"0 - 20,000",0,0.0
1020590,"50,000 - 100,000",199,1.99
1020600,"0 - 20,000",49,0.49
1020610,"0 - 20,000",99,0.99
1020640,"20,000 - 50,000",0,0.0
1020650,"0 - 20,000",199,1.99
1020660,"0 - 20,000",999,9.99
1020670,"0 - 20,000",0,0.0
1020700,"0 - 20,000",0,0.0
1020730,"20,000 - 50,000",899,8.99
1020780,"200,000 - 500,000",0,0.0
1020790,"50,000 - 100,000",5999,59.99
1020800,"20,000 - 50,000",1399,13.99
1020820,"50,000 - 100,000",119,1.19
1020830,"0 - 20,000",99,0.99
1020840,"0 - 20,000",199,1.99
1020910,"0 - 20,000",0,0.0
1020930,"0 - 20,000",699,6.99
1020940,"0 - 20,000",199,1.99
1020980,"0 - 20,000",999,9.99
1021060,"0 - 20,000",99,0.99
1021070,"50,000 - 100,000",1999,19.99
1021100,"100,000 - 200,000",1999,19.99
1021120,"0 - 20,000",99,0.99
1021130,"0 - 20,000",1599,15.99
1021200,"0 - 20,000",2499,24.99
1021210,"100,000 - 200,000",2999,29.99
1021220,"0 - 20,000",199,1.99
1021230,"0 - 20,000",99,0.99
1021240,"0 - 20,000",0,0.0
1021260,"0 - 20,000",199,1.99
1021290,"0 - 20,000",99,0.99
1021370,"0 - 20,000",499,4.99
1021640,"0 - 20,000",299,2.99
1021650,"0 - 20,000",99,0.99
1021670,"50,000 - 100,000",1099,10.99
1021680,"0 - 20,000",999,9.99
1021690,"20,000 - 50,000",199,1.99
1021730,"0 - 20,000",0,0.0
1021770,"200,000 - 500,000",499,4.99
1021780,"0 - 20,000",599,5.99
1021800,"20,000 - 50,000",1299,12.99
1021820,"0 - 20,000",99,0.99
1021840,"0 - 20,000",299,2.99
1021850,"0 - 20,000",299,2.99
1021860,"0 - 20,000",199,1.99
1021880,"0 - 20,000",999,9.99
1021890,"0 - 20,000",1299,12.99
1021940,"20,000 - 50,000",0,0.0
1021950,"200,000 - 500,000",0,0.0
1021980,"0 - 20,000",0,0.0
1022000,"0 - 20,000",899,8.99
1022010,"0 - 20,000",499,4.99
1022040,"20,000 - 50,000",199,1.99
1022130,"0 - 20,000",599,5.99
1022150,"0 - 20,000",999,9.99
1022160,"0 - 20,000",0,0.0
1022170,"0 - 20,000",1099,10.99
1022180,"0 - 20,000",0,0.0
1022230,"50,000 - 100,000",299,2.99
1022270,"0 - 20,000",199,1.99
1022280,"0 - 20,000",399,3.99
1022310,"50,000 - 100,000",2999,29.99
1022320,"0 - 20,000",0,0.0
1022380,"0 - 20,000",49,0.49
1022450,"1,000,000 - 2,000,000",0,0.0
1022480,"20,000 - 50,000",499,4.99
1022530,"0 - 20,000",499,4.99
1022550,"0 - 20,000",99,0.99
1022600,"0 - 20,000",0,0.0
1022610,"20,000 - 50,000",799,7.99
1022630,"0 - 20,000",699,6.99
1022640,"0 - 20,000",799,7.99
1022650,"0 - 20,000",99,0.99
1022710,"20,000 - 50,000",1999,19.99
1022770,"0 - 20,000",799,7.99
1022780,"20,000 - 50,000",499,4.99
1022820,"0 - 20,000",799,7.99
1022840,"0 - 20,000",499,4.99
1022860,"0 - 20,000",299,2.99
1022920,"0 - 20,000",0,0.0
1022950,"0 - 20,000",0,0.0
1022980,"100,000 - 200,000",1599,15.99
1022990,"0 - 20,000",3999,39.99
1023010,"0 - 20,000",299,2.99
1023030,"0 - 20,000",499,4.99
1023040,"0 - 20,000",49,0.49
1023060,"20,000 - 50,000",199,1.99
1023090,"0 - 20,000",699,6.99
1023100,"0 - 20,000",499,4.99
1023110,"0 - 20,000",299,2.99
1023130,"0 - 20,000",399,3.99
1023140,"0 - 20,000",399,3.99
1023150,"0 - 20,000",99,0.99
1023180,"0 - 20,000",1999,19.99
1023250,"0 - 20,000",699,6.99
1023260,"0 - 20,000",699,6.99
1023280,"0 - 20,000",2499,24.99
1023310,"0 - 20,000",499,4.99
1023320,"0 - 20,000",0,0.0
1023340,"0 - 20,000",0,0.0
1023350,"0 - 20,000",,
1023370,"0 - 20,000",99,0.99
1023390,"0 - 20,000",999,9.99
1023410,"50,000 - 100,000",499,4.99
1023420,"0 - 20,000",2499,24.99
1023430,"0 - 20,000",0,0.0
1023510,"0 - 20,000",79,0.79
1023550,"0 - 20,000",1499,14.99
1023560,"0 - 20,000",899,8.99
1023570,"0 - 20,000",99,0.99
1023610,"0 - 20,000",199,1.99
1023640,"0 - 20,000",799,7.99
1023650,"0 - 20,000",99,0.99
1023680,"0 - 20,000",1199,11.99
1023690,"20,000 - 50,000",3999,39.99
1023700,"0 - 20,000",2999,29.99
1023710,"0 - 20,000",799,7.99
1023720,"0 - 20,000",599,5.99
1023740,"0 - 20,000",199,1.99
1023750,"0 - 20,000",1299,12.99
1023760,"0 - 20,000",999,9.99
1023790,"0 - 20,000",399,3.99
1023810,"0 - 20,000",0,0.0
1023820,"0 - 20,000",0,0.0
1023830,"0 - 20,000",0,0.0
1023840,"0 - 20,000",1499,14.99
1023860,"0 - 20,000",1699,16.99
1023870,"0 - 20,000",199,1.99
1023940,"0 - 20,000",11999,119.99
1023960,"0 - 20,000",99,0.99
1023970,"0 - 20,000",4999,49.99
1023980,"20,000 - 50,000",99,0.99
1024070,"0 - 20,000",499,4.99
1024080,"0 - 20,000",99,0.99
1024100,"0 - 20,000",99,0.99
1024120,"0 - 20,000",,
1024150,"20,000 - 50,000",99,0.99
1024160,"0 - 20,000",1899,18.99
1024210,"0 - 20,000",999,9.99
1024220,"0 - 20,000",79,0.79
1024250,"0 - 20,000",0,0.0
1024330,"0 - 20,000",0,0.0
1024400,"0 - 20,000",1999,19.99
1024420,"0 - 20,000",0,0.0
1024430,"0 - 20,000",399,3.99
1024450,"0 - 20,000",999,9.99
1024460,"0 - 20,000",1999,19.99
1024470,"0 - 20,000",599,5.99
1024480,"500,000 - 1,000,000",2999,29.99
1024490,"0 - 20,000",899,8.99
1024520,"0 - 20,000",499,4.99
1024530,"0 - 20,000",199,1.99
1024540,"0 - 20,000",999,9.99
1024570,"0 - 20,000",199,1.99
1024590,"0 - 20,000",199,1.99
1024600,"0 - 20,000",499,4.99
1024630,"0 - 20,000",999,9.99
1024640,"0 - 20,000",4999,49.99
1024650,"200,000 - 500,000",3999,39.99
1024670,"0 - 20,000",199,1.99
1024690,"0 - 20,000",99,0.99
1024720,"0 - 20,000",299,2.99
1024730,"0 - 20,000",1199,11.99
1024780,"0 - 20,000",49,0.49
1024790,"0 - 20,000",0,0.0
1024800,"0 - 20,000",0,0.0
1024840,"0 - 20,000",0,0.0
1024850,"0 - 20,000",1999,19.99
1024860,"0 - 20,000",399,3.99
1024950,"0 - 20,000",5999,59.99
1024960,"0 - 20,000",299,2.99
1024970,"20,000 - 50,000",0,0.0
1024980,"0 - 20,000",0,0.0
1024990,"0 - 20,000",0,0.0
1025000,"0 - 20,000",599,5.99
1025010,"0 - 20,000",199,1.99
1025020,"0 - 20,000",5999,59.99
1025070,"0 - 20,000",1499,14.99
1025080,"0 - 20,000",0,0.0
1025130,"0 - 20,000",99,0.99
1025140,"20,000 - 50,000",1299,12.99
1025160,"0 - 20,000",499,4.99
1025180,"0 - 20,000",0,0.0
1025200,"0 - 20,000",0,0.0
1025230,"0 - 20,000",0,0.0
1025240,"0 - 20,000",99,0.99
1025250,"100,000 - 200,000",799,7.99
1025270,"0 - 20,000",399,3.99
1025310,"0 - 20,000",,
1025330,"0 - 20,000",250,2.5
1025360,"0 - 20,000",99,0.99
1025390,"0 - 20,000",149,1.49
1025410,"0 - 20,000",499,4.99
1025420,"0 - 20,000",299,2.99
1025430,"0 - 20,000",599,5.99
1025440,"50,000 - 100,000",3999,39.99
1025460,"0 - 20,000",399,3.99
1025480,"0 - 20,000",99,0.99
1025510,"0 - 20,000",999,9.99
1025520,"0 - 20,000",999,9.99
1025530,"0 - 20,000",999,9.99
1025540,"0 - 20,000",999,9.99
1025550,"0 - 20,000",999,9.99
1025560,"0 - 20,000",0,0.0
1025600,"200,000 - 500,000",999,9.99
1025620,"0 - 20,000",0,0.0
1025650,"0 - 20,000",499,4.99
1025690,"0 - 20,000",0,0.0
1025710,"0 - 20,000",0,0.0
1025720,"0 - 20,000",0,0.0
1025740,"0 - 20,000",499,4.99
1025780,"0 - 20,000",2499,24.99
1025820,"0 - 20,000",1999,19.99
1025870,"0 - 20,000",799,7.99
1025890,"0 - 20,000",0,0.0
1025900,"0 - 20,000",0,0.0
1025960,"100,000 - 200,000",3999,39.99
1026020,"0 - 20,000",199,1.99
1026070,"0 - 20,000",1199,11.99
1026080,"0 - 20,000",399,3.99
1026100,"0 - 20,000",,
1026110,"200,000 - 500,000",0,0.0
1026130,"0 - 20,000",499,4.99
1026160,"50,000 - 100,000",799,7.99
1026180,"0 - 20,000",99,0.99
1026210,"0 - 20,000",0,0.0
1026220,"0 - 20,000",0,0.0
1026370,"0 - 20,000",3499,34.99
1026380,"0 - 20,000",399,3.99
1026390,"0 - 20,000",99,0.99
1026400,"20,000 - 50,000",499,4.99
1026420,"20,000 - 50,000",0,0.0
1026430,"0 - 20,000",299,2.99
1026450,"0 - 20,000",1999,19.99
1026560,"0 - 20,000",999,9.99
1026570,"0 - 20,000",0,0.0
1026610,"0 - 20,000",699,6.99
1026670,"0 - 20,000",199,1.99
1026680,"500,000 - 1,000,000",1999,19.99
1026760,"0 - 20,000",0,0.0
1026770,"0 - 20,000",199,1.99
1026810,"0 - 20,000",599,5.99
1026820,"500,000 - 1,000,000",0,0.0
1026840,"50,000 - 100,000",0,0.0
1026880,"50,000 - 100,000",69,0.69
1026890,"0 - 20,000",,
1026910,"0 - 20,000",69,0.69
1026940,"0 - 20,000",399,3.99
1026960,"0 - 20,000",99,0.99
1026990,"0 - 20,000",0,0.0
1027040,"0 - 20,000",0,0.0
1027060,"0 - 20,000",499,4.99
1027120,"0 - 20,000",2499,24.99
1027130,"0 - 20,000",249,2.49
1027140,"0 - 20,000",0,0.0
1027190,"0 - 20,000",0,0.0
1027220,"0 - 20,000",399,3.99
1027230,"0 - 20,000",299,2.99
1027250,"0 - 20,000",3999,39.99
1027280,"0 - 20,000",399,3.99
1027480,"0 - 20,000",0,0.0
1027520,"0 - 20,000",199,1.99
1027530,"0 - 20,000",499,4.99
1027550,"0 - 20,000",499,4.99
1027570,"0 - 20,000",0,0.0
1027600,"0 - 20,000",74,0.74
1027610,"0 - 20,000",99,0.99
1027620,"0 - 20,000",1199,11.99
1027630,"0 - 20,000",0,0.0
1027650,"0 - 20,000",999,9.99
1027660,"0 - 20,000",999,9.99
1027690,"0 - 20,000",499,4.99
1027700,"0 - 20,000",299,2.99
1027710,"0 - 20,000",0,0.0
1027720,"0 - 20,000",299,2.99
1027740,"0 - 20,000",0,0.0
1027780,"0 - 20,000",0,0.0
1027790,"0 - 20,000",399,3.99
1027800,"0 - 20,000",99,0.99
1027810,"0 - 20,000",999,9.99
1027820,"50,000 - 100,000",299,2.99
1027830,"0 - 20,000",99,0.99
1027860,"0 - 20,000",,
1027900,"0 - 20,000",79,0.79
1027910,"0 - 20,000",1999,19.99
1027930,"20,000 - 50,000",99,0.99
1027940,"0 - 20,000",0,0.0
1027950,"0 - 20,000",0,0.0
1027960,"0 - 20,000",299,2.99
1027970,"0 - 20,000",99,0.99
1027990,"50,000 - 100,000",0,0.0
1028010,"0 - 20,000",199,1.99
1028030,"0 - 20,000",999,9.99
1028090,"0 - 20,000",499,4.99
1028110,"0 - 20,000",499,4.99
1028130,"0 - 20,000",999,9.99
1028160,"0 - 20,000",0,0.0
1028170,"20,000 - 50,000",0,0.0
1028190,"0 - 20,000",0,0.0
1028250,"0 - 20,000",399,3.99
1028280,"0 - 20,000",1299,12.99
1028300,"0 - 20,000",199,1.99
1028310,"200,000 - 500,000",2499,24.99
1028320,"0 - 20,000",0,0.0
1028330,"0 - 20,000",599,5.99
1028340,"0 - 20,000",399,3.99
1028350,"0 - 20,000",1999,19.99
1028360,"20,000 - 50,000",399,3.99
1028380,"0 - 20,000",199,1.99
1028410,"0 - 20,000",199,1.99
1028440,"0 - 20,000",99,0.99
1028450,"0 - 20,000",0,0.0
1028460,"0 - 20,000",699,6.99
1028470,"200,000 - 500,000",0,0.0
1028480,"0 - 20,000",899,8.99
1028490,"0 - 20,000",314,3.14
1028500,"0 - 20,000",899,8.99
1028510,"0 - 20,000",0,0.0
1028520,"0 - 20,000",999,9.99
1028540,"0 - 20,000",0,0.0
1028550,"0 - 20,000",499,4.99
1028570,"100,000 - 200,000",0,0.0
1028590,"0 - 20,000",499,4.99
1028610,"0 - 20,000",199,1.99
1028630,"100,000 - 200,000",2999,29.99
1028660,"0 - 20,000",199,1.99
1028670,"0 - 20,000",0,0.0
1028680,"0 - 20,000",499,4.99
1028730,"0 - 20,000",0,0.0
1028740,"20,000 - 50,000",49,0.49
1028750,"20,000 - 50,000",0,0.0
1028760,"0 - 20,000",1499,14.99
1028770,"0 - 20,000",699,6.99
1028800,"0 - 20,000",1099,10.99
1028820,"0 - 20,000",999,9.99
1028830,"0 - 20,000",199,1.99
1028840,"0 - 20,000",1499,14.99
1028850,"0 - 20,000",399,3.99
1028860,"50,000 - 100,000",0,0.0
1028880,"0 - 20,000",99,0.99
1028900,"0 - 20,000",899,8.99
1028910,"0 - 20,000",99,0.99
1028930,"20,000 - 50,000",0,0.0
1028990,"20,000 - 50,000",99,0.99
1029020,"0 - 20,000",199,1.99
1029030,"0 - 20,000",0,0.0
1029040,"0 - 20,000",299,2.99
1029050,"0 - 20,000",99,0.99
1029070,"0 - 20,000",599,5.99
1029080,"0 - 20,000",799,7.99
1029100,"0 - 20,000",999,9.99
1029110,"0 - 20,000",0,0.0
1029120,"0 - 20,000",0,0.0
1029130,"0 - 20,000",799,7.99
1029150,"0 - 20,000",699,6.99
1029160,"0 - 20,000",99,0.99
1029170,"0 - 20,000",999,9.99
1029190,"0 - 20,000",0,0.0
1029200,"0 - 20,000",0,0.0
1029210,"50,000 - 100,000",1999,19.99
1029220,"0 - 20,000",2999,29.99
1029230,"0 - 20,000",299,2.99
1029240,"0 - 20,000",69,0.69
1029260,"0 - 20,000",2999,29.99
1029340,"0 - 20,000",0,0.0
1029380,"0 - 20,000",399,3.99
1029470,"0 - 20,000",49,0.49
1029500,"200,000 - 500,000",0,0.0
1029530,"0 - 20,000",399,3.99
1029540,"0 - 20,000",1099,10.99
1029550,"1,000,000 - 2,000,000",0,0.0
1029560,"0 - 20,000",499,4.99
1029570,"0 - 20,000",1999,19.99
1029630,"20,000 - 50,000",4999,49.99
1029640,"0 - 20,000",799,7.99
1029650,"50,000 - 100,000",599,5.99
1029660,"0 - 20,000",299,2.99
1029690,"2,000,000 - 5,000,000",4999,49.99
1029730,"0 - 20,000",2499,24.99
1029750,"0 - 20,000",0,0.0
1029760,"0 - 20,000",599,5.99
1029780,"500,000 - 1,000,000",2499,24.99
1029790,"0 - 20,000",499,4.99
1029830,"0 - 20,000",0,0.0
1029840,"0 - 20,000",99,0.99
1029860,"20,000 - 50,000",1799,17.99
1029870,"0 - 20,000",1799,17.99
1029880,"0 - 20,000",0,0.0
1029890,"200,000 - 500,000",1999,19.99
1029900,"0 - 20,000",599,5.99
1029920,"0 - 20,000",199,1.99
1029930,"0 - 20,000",399,3.99
1029940,"0 - 20,000",99,0.99
1029950,"0 - 20,000",599,5.99
1029970,"0 - 20,000",0,0.0
1029980,"0 - 20,000",99,0.99
1029990,"0 - 20,000",99,0.99
1030000,"0 - 20,000",,
1030060,"0 - 20,000",2499,24.99
1030100,"0 - 20,000",0,0.0
1030130,"0 - 20,000",0,0.0
1030160,"0 - 20,000",0,0.0
