app_id,review_score,review_score_description,positive,negative,total,recommendations,steamspy_positive,steamspy_negative
1482230,0,No user reviews,0,0,0,,0,0
1482240,0,No user reviews,0,0,0,,0,0
1482260,0,1 user reviews,1,0,1,,0,0
1482320,5,Mixed,78,41,119,103,78,41
1482330,7,Positive,13,1,14,,13,1
1482340,8,Very Positive,114,2,116,110,114,2
1482360,0,No user reviews,0,0,0,,0,0
1482370,0,No user reviews,0,0,0,,0,0
1482380,8,Very Positive,1103,95,1198,1119,1099,94
1482400,0,No user reviews,0,0,0,,0,0
1482420,0,3 user reviews,2,1,3,,2,1
1482430,7,Positive,42,4,46,,42,4
