app_id,language
844990,Italian
844990,German
844990,Spanish - Spain
844990,Korean
845030,English
845030,French
845030,German
845030,Spanish - Spain
845030,Japanese
845030,Korean
845030,Russian
845030,Simplified Chinese
845030,Traditional Chinese
845040,English
845050,English
845070,English
845070,French
845070,Italian
845070,German
845070,Spanish - Spain
845070,Portuguese - Brazil
845070,Russian
845070,Simplified Chinese
845070,Japanese
845090,English
845110,English
845150,English
845160,English
845170,English
845200,English
845200,French
845200,Italian
845200,German
845200,Spanish - Spain
845200,Czech
845200,Danish
845200,Dutch
845200,Finnish
845200,Hungarian
845200,Japanese
845200,Korean
845200,Polish
845200,Portuguese - Portugal
845200,Russian
845200,Simplified Chinese
845200,Swedish
845200,Thai
845200,Traditional Chinese
845200,Turkish
845210,English
845210,Italian
845250,English
845270,English
845290,English
845290,Polish
845290,French
845290,German
845290,Spanish - Spain
845290,Hungarian
845290,Russian
845330,English
845350,English
845370,English
845380,English
845380,Russian
845390,English
845400,English
845400,Japanese
845400,Simplified Chinese
845400,Korean
845450,English
845450,Russian
845460,English
845460,French
845460,Italian
845460,German
845460,Spanish - Spain
845460,Traditional Chinese
845460,Simplified Chinese
845460,Korean
845460,Russian
845460,Japanese
845480,English
845480,Russian
845490,English
845510,English
845510,Simplified Chinese
845520,English
845570,English
845590,English
845590,French
845600,English
845600,Italian
845600,French
845600,German
845600,Spanish - Spain
845630,English
845630,French
845630,Italian
845630,German
845630,Spanish - Spain
845630,Simplified Chinese
845630,Korean
845630,Russian
845630,Portuguese - Brazil
845650,English
845660,English
845690,English
845700,English
845710,English
845710,Russian
845730,English
845730,Russian
845750,English
845820,English
845820,French
845820,Italian
845820,German
845820,Spanish - Spain
845820,Arabic
845820,Bulgarian
845820,Czech
845820,Danish
845820,Dutch
845820,Finnish
845820,Greek
845820,Hungarian
845820,Japanese
845820,Korean
845820,Norwegian
845820,Polish
845820,Portuguese - Portugal
845820,Portuguese - Brazil
845820,Romanian
845820,Russian
845820,Simplified Chinese
845820,Swedish
845820,Thai
845820,Traditional Chinese
845820,Turkish
845820,Ukrainian
845840,English
845860,English
845870,English
845880,English
845880,Japanese
845880,Simplified Chinese
845880,Traditional Chinese
845890,English
845890,German
845890,Korean
845890,Simplified Chinese
845900,English
845900,Simplified Chinese
845940,English
845950,English
845960,English
845970,English
845990,Traditional Chinese
845990,English
845990,Japanese
845990,Simplified Chinese
846000,English
846000,Simplified Chinese
846010,English
846020,English
846030,English
846030,Polish
846030,Simplified Chinese
846030,German
846030,Traditional Chinese
846030,Spanish - Spain
846030,Russian
846030,Ukrainian
846030,Hungarian
846040,English
846050,English
846080,English
846110,English
846110,Russian
846110,Simplified Chinese
846110,French
846110,Japanese
846110,Spanish - Spain
846110,Spanish - Latin America
846120,English
846130,English
846140,English
846140,German
846200,English
846200,German
846200,Russian
846210,English
846220,English
846230,English
846250,English
846290,English
846290,Russian
846290,Ukrainian
846320,English
846340,English
846370,English
846470,English
846470,French
846470,German
846470,Japanese
846470,Korean
846470,Italian
846470,Spanish - Spain
846470,Simplified Chinese
846470,Traditional Chinese
846530,English
846660,Simplified Chinese
846670,English
846670,Simplified Chinese
846690,English
846690,French
846690,German
846690,Dutch
846690,Polish
846690,Russian
846690,Czech
846690,Japanese
846690,Italian
846690,Spanish - Spain
846690,Portuguese - Brazil
846690,Korean
846690,Ukrainian
846690,Simplified Chinese
846700,English
846700,French
846700,German
846700,Dutch
846700,Polish
846700,Russian
846700,Czech
846700,Japanese
846700,Italian
846700,Spanish - Spain
846700,Portuguese - Brazil
846700,Korean
846700,Ukrainian
846710,English
846730,English
846730,French
846730,Italian
846730,Japanese
846750,English
846770,English
846770,Simplified Chinese
846770,German
846770,Russian
846770,Turkish
846770,French
846770,Spanish - Spain
846770,Japanese
846770,Korean
846770,Portuguese - Brazil
846770,Italian
846770,Traditional Chinese
846780,English
846800,English
846800,French
846800,German
846800,Spanish - Spain
846800,Simplified Chinese
846800,Russian
846800,Korean
846800,Czech
846820,English
846830,English
846850,Simplified Chinese
846850,English
846870,English
846870,French
846870,German
846870,Spanish - Spain
846870,Japanese
846870,Simplified Chinese
846870,Polish
846880,English
847100,English
847100,Russian
847110,English
847230,English
847240,English
847240,French
847260,English
847290,English
847300,English
847310,English
847360,English
847360,French
847360,Italian
847360,German
847360,Spanish - Spain
847360,Czech
847360,Danish
847360,Dutch
847360,Finnish
847360,Greek
847360,Hungarian
847360,Japanese
847360,Korean
847360,Norwegian
847360,Polish
847360,Portuguese - Portugal
847360,Portuguese - Brazil
847360,Russian
847360,Simplified Chinese
847360,Swedish
847360,Traditional Chinese
847360,Turkish
847370,English
847370,French
847370,Italian
847370,German
847370,Japanese
847370,Polish
847370,Portuguese - Brazil
847370,Russian
847370,Spanish - Latin America
847370,Spanish - Spain
847390,English
847440,English
847450,English
847460,English
847490,English
847510,English
847530,English
847530,French
847530,German
847530,Japanese
847530,Korean
847530,Spanish - Latin America
847550,English
847550,Simplified Chinese
847550,Traditional Chinese
847550,Japanese
847550,Korean
847560,English
847560,Italian
847560,French
847560,Spanish - Spain
847570,English
847580,English
847580,Russian
847590,English
847600,English
847640,English
847650,English
847660,English
847660,Russian
847670,English
847680,English
847780,English
847780,Japanese
847790,English
847800,English
847810,English
847860,English
847890,English
847890,Simplified Chinese
847900,English
847940,English
847950,English
848030,English
848030,French
848030,Italian
848030,German
848030,Dutch
848030,Japanese
848030,Korean
848030,Portuguese - Brazil
848030,Russian
848030,Simplified Chinese
848030,Spanish - Latin America
848030,Traditional Chinese
848030,Turkish
848030,Spanish - Spain
848030,Portuguese - Portugal
848050,English
848060,English
848070,English
848070,French
848070,Korean
848080,English
848090,English
848100,English
848120,English
848120,Simplified Chinese
848130,English
848150,English
848190,English
848200,English
848230,English
848230,Polish
848230,Russian
848270,English
848270,Russian
848300,English
848300,Russian
848330,English
848330,Italian
848330,French
848330,German
848330,Spanish - Spain
848330,Portuguese - Portugal
848340,English
848350,English
848350,French
848350,Italian
848350,German
848350,Spanish - Spain
848350,Japanese
848400,English
848410,English
848410,French
848410,German
848410,Simplified Chinese
848410,Polish
848420,English
848430,English
848430,French
848430,Spanish - Spain
848430,German
848430,Simplified Chinese
848430,Spanish - Latin America
848430,Portuguese - Portugal
848430,Portuguese - Brazil
848430,Russian
848450,English
848450,French
848450,Italian
848450,German
848450,Spanish - Spain
848450,Japanese
848450,Korean
848450,Portuguese - Brazil
848450,Spanish - Latin America
848450,Russian
848450,Simplified Chinese
848450,Turkish
848450,Ukrainian
848450,Czech
848450,Finnish
848450,Hungarian
848450,Polish
848450,Traditional Chinese
848450,Slovak
848460,English
848470,English
848480,English
848500,English
848500,French
848500,Italian
848500,German
848500,Spanish - Spain
848500,Japanese
848500,Portuguese - Brazil
848500,Russian
848500,Simplified Chinese
848500,Traditional Chinese
848500,Turkish
848500,Arabic
848520,English
848520,French
848520,German
848520,Spanish - Spain
848520,Simplified Chinese
848520,Traditional Chinese
848520,Korean
848520,Japanese
848520,Russian
848530,English
848530,Russian
848550,English
848550,Russian
848610,English
848610,Simplified Chinese
848610,Traditional Chinese
848630,English
848660,English
848660,French
848700,English
848710,English
848710,French
848710,Russian
848710,German
848720,English
848730,English
848740,English
848750,English
848770,English
848780,English
848810,English
848810,Simplified Chinese
848840,English
848890,English
848920,English
848930,English
848960,English
848960,French
848960,German
848960,Simplified Chinese
848960,Traditional Chinese
848960,Japanese
848960,Korean
849000,English
849000,Simplified Chinese
849030,English
849040,English
849040,French
849040,Italian
849040,German
849040,Spanish - Spain
849040,Japanese
849040,Korean
849040,Portuguese - Brazil
849040,Russian
849040,Simplified Chinese
849070,English
849090,English
849100,English
849100,French
849100,German
849100,Spanish - Spain
849100,Polish
849100,Japanese
849100,Portuguese - Brazil
849100,Russian
849100,Simplified Chinese
849100,Turkish
849140,English
849210,English
849210,Portuguese - Brazil
849210,Spanish - Spain
849210,German
849210,French
849210,Simplified Chinese
849210,Traditional Chinese
849210,Finnish
849210,Japanese
849270,English
849270,French
849270,Italian
849270,German
849270,Spanish - Spain
849270,Arabic
849270,Dutch
849270,Japanese
849270,Korean
849270,Polish
849270,Portuguese - Portugal
849270,Russian
849270,Simplified Chinese
849280,English
849280,Spanish - Spain
849290,English
849320,English
849340,English
849340,Russian
849350,English
849360,English
849370,English
849390,English
849390,Spanish - Spain
849410,English
849420,English
849420,Polish
849520,English
849530,English
849560,English
849570,English
849600,English
849620,English
849630,English
849670,English
849680,English
849690,English
849740,English
849740,German
849740,Russian
849740,Simplified Chinese
849740,Traditional Chinese
849790,English
849790,French
849790,German
849790,Spanish - Spain
849790,Russian
849790,Simplified Chinese
849790,Portuguese - Brazil
849790,Japanese
849790,Korean
849790,Portuguese - Portugal
849790,Italian
849790,Polish
849790,Turkish
849800,English
849840,English
849870,English
849880,English
849940,English
849970,English
849980,English
849980,French
849980,German
849980,Spanish - Spain
849980,Russian
850000,English
850000,Simplified Chinese
850000,Japanese
850020,English
850020,French
850020,German
850020,Spanish
850020,Russian
850030,English
850030,Korean
850040,English
850050,English
850060,English
850060,French
850060,Spanish - Spain
850110,English
850110,Simplified Chinese
850190,English
850190,French
850190,Italian
850190,German
850190,Spanish - Spain
850190,Japanese
850190,Korean
850190,Polish
850190,Portuguese - Brazil
850190,Russian
850190,Simplified Chinese
850190,Traditional Chinese
850250,English
850270,English
850290,English
850290,Bulgarian
850290,French
850290,Spanish - Spain
850310,English
850320,English
850320,French
850320,Italian
850320,German
850320,Spanish - Spain
850320,Japanese
850320,Simplified Chinese
850330,English
850340,English
850450,English
850450,French
850450,Italian
850450,German
850450,Spanish - Spain
850450,Japanese
850450,Polish
850450,Portuguese - Portugal
850450,Russian
850450,Simplified Chinese
850450,Korean
850500,English
850550,English
850710,English
850740,English
850740,Spanish - Spain
850740,Portuguese - Brazil
850750,English
850760,English
850760,Spanish - Spain
850760,Japanese
850780,English
850810,English
850820,English
850820,Simplified Chinese
850830,English
850830,Traditional Chinese
850830,Korean
850840,English
850880,English
850880,French
850880,German
850880,Spanish - Spain
850880,Polish
850880,Portuguese - Portugal
850880,Portuguese - Brazil
850880,Russian
850880,Simplified Chinese
850880,Traditional Chinese
850920,English
850920,Japanese
850930,English
850940,English
850940,French
850940,Italian
850940,German
850940,Spanish - Spain
850940,Russian
850940,Japanese
850940,Simplified Chinese
850940,Traditional Chinese
850940,Spanish - Latin America
850940,Polish
850940,Portuguese - Portugal
850940,Portuguese - Brazil
850970,English
850980,English
850980,Simplified Chinese
850980,Traditional Chinese
850980,Japanese
850980,Korean
851040,English
851040,Spanish - Spain
851040,Japanese
851040,Simplified Chinese
851040,Traditional Chinese
851050,English
851050,Simplified Chinese
851050,Traditional Chinese
851050,French
851050,German
851050,Japanese
851050,Korean
851100,English
851100,Simplified Chinese
851100,Japanese
851100,Korean
851100,French
851100,German
851110,English
851110,German
851110,Spanish - Spain
851110,Japanese
851110,Korean
851110,Polish
851110,Portuguese - Portugal
851110,Russian
851110,Thai
851110,Turkish
851110,French
851150,English
851150,French
851150,German
851150,Polish
851150,Russian
851150,Portuguese - Brazil
851150,Italian
851180,English
851180,Russian
851200,English
851210,English
851220,English
851220,French
851220,Italian
851220,German
851220,Spanish - Spain
851220,Portuguese - Brazil
851240,English
851250,English
851250,French
851250,Italian
851250,Spanish - Spain
851280,English
851320,English
851350,English
851490,English
851520,English
851530,English
851570,English
851580,English
851590,English
851590,Russian
851620,English
851640,English
851650,English
851650,French
851650,Italian
851650,German
851650,Russian
851670,English
851670,French
851670,Italian
851670,German
851670,Spanish - Spain
851670,Japanese
851690,English
851710,English
851730,English
851730,French
851730,Italian
851730,German
851730,Spanish - Spain
851730,Arabic
851730,Bulgarian
851730,Czech
851730,Danish
851730,Dutch
851730,Finnish
851730,Greek
851730,Hungarian
851730,Japanese
851730,Korean
851730,Norwegian
851730,Polish
851730,Portuguese - Portugal
851730,Portuguese - Brazil
851730,Romanian
851730,Russian
851730,Simplified Chinese
851730,Swedish
851730,Thai
851730,Traditional Chinese
851730,Turkish
851730,Ukrainian
851730,Spanish - Latin America
851730,Vietnamese
851770,English
851770,German
851770,Spanish - Spain
851770,Japanese
851770,Korean
851770,Norwegian
851770,Russian
851770,Simplified Chinese
851770,Swedish
851790,English
851790,Czech
851800,Simplified Chinese
851800,English
851810,English
851820,English
851820,German
851820,Simplified Chinese
851820,Portuguese - Portugal
851820,Russian
851840,English
851850,English
851850,French
851850,Italian
851850,German
851850,Spanish - Spain
851850,Arabic
851850,Japanese
851850,Korean
851850,Polish
851850,Portuguese - Brazil
851850,Russian
851850,Simplified Chinese
851850,Spanish - Latin America
851850,Traditional Chinese
851850,Thai
851880,English
851890,English
851890,Japanese
851890,Korean
851890,Traditional Chinese
851920,English
851930,English
851930,French
851930,German
851930,Spanish - Spain
851930,Korean
851930,Portuguese - Portugal
851930,Portuguese - Brazil
851930,Russian
851930,Simplified Chinese
851950,English
851950,Japanese
851950,Simplified Chinese
851950,Traditional Chinese
851950,Korean
851960,English
851960,Japanese
851970,English
851970,Polish
851970,Russian
851970,Ukrainian
851980,English
852090,English
852090,French
852090,German
852090,Russian
852090,Spanish - Spain
852090,Japanese
852090,Korean
852090,Portuguese - Portugal
852090,Simplified Chinese
852090,Traditional Chinese
852090,Portuguese - Brazil
852090,Spanish - Latin America
852110,English
852110,Portuguese - Brazil
852160,English
852180,English
852190,English
852220,English
852220,French
852220,German
852220,Spanish - Spain
852220,Polish
852220,Russian
852220,Simplified Chinese
852220,Turkish
852250,English
852300,English
852300,French
852300,German
852300,Simplified Chinese
852300,Korean
852300,Spanish - Latin America
852300,Japanese
852300,Portuguese - Brazil
852310,English
852320,English
852340,English
852340,French
852340,Italian
852340,German
852340,Dutch
852340,Japanese
852340,Korean
852340,Portuguese - Portugal
852340,Russian
852340,Simplified Chinese
852340,Spanish - Latin America
852340,Thai
852340,Turkish
852340,Spanish - Spain
852340,Portuguese - Brazil
852390,English
852420,English
852440,English
852450,English
852470,English
852480,English
852500,English
852530,English
852560,English
852570,English
852570,Italian
852570,Spanish - Spain
852590,English
852610,English
852610,Polish
852620,English
852630,English
852650,English
852650,Spanish - Spain
852720,English
852750,English
852760,English
852790,Simplified Chinese
852790,English
852790,Traditional Chinese
852830,English
852830,French
852830,German
852830,Portuguese - Brazil
852830,Portuguese
852830,Russian
852830,Traditional Chinese
852830,Turkish
852830,Simplified Chinese
852860,English
852860,French
852880,English
852890,English
852900,English
852910,English
852920,English
852920,Portuguese - Portugal
852970,English
853000,English
853000,French
853040,English
853050,English
853050,French
853050,Italian
853050,German
853050,Spanish - Spain
853050,Bulgarian
853050,Czech
853050,Danish
853050,Dutch
853050,Finnish
853050,Greek
853050,Hungarian
853050,Japanese
853050,Korean
853050,Norwegian
853050,Polish
853050,Portuguese - Brazil
853050,Romanian
853050,Russian
853050,Simplified Chinese
853050,Swedish
853050,Thai
853050,Traditional Chinese
853050,Turkish
853050,Vietnamese
853060,English
853060,Spanish - Spain
853060,French
853060,Italian
853060,German
853120,English
853150,English
853150,French
853150,German
853150,Spanish - Spain
853150,Russian
853200,English
853200,French
853200,German
853200,Spanish - Spain
853200,Portuguese - Portugal
853210,English
853220,English
853220,Italian
853220,Russian
853220,Japanese
853220,Simplified Chinese
853220,French
853220,German
853220,Spanish - Spain
853220,Traditional Chinese
853240,English
853240,French
853240,German
853240,Spanish - Spain
853250,English
853250,Korean
853260,English
853290,English
853300,English
853310,English
853310,Russian
853320,English
853320,German
853330,English
853330,German
853410,English
853410,Simplified Chinese
853450,English
853450,Simplified Chinese
853450,German
853450,Japanese
853450,Russian
853450,Polish
853450,French
853450,Portuguese - Portugal
853450,Portuguese - Brazil
853450,Korean
853450,Spanish - Spain
853450,Spanish - Latin America
853450,Traditional Chinese
853460,English
853480,English
853480,Russian
853500,English
853550,English
853580,English
853590,English
853590,French
853590,Italian
853590,German
853590,Spanish - Spain
853590,Bulgarian
853590,Simplified Chinese
853590,Traditional Chinese
853590,Korean
853590,Danish
853590,Spanish - Latin America
853590,Finnish
853590,Greek
853590,Dutch
853590,Hungarian
853590,Japanese
853590,Norwegian
853590,Polish
853590,Portuguese - Portugal
853590,Portuguese - Brazil
853590,Romanian
853590,Russian
853590,Swedish
853590,Thai
853590,Czech
853590,Turkish
853590,Ukrainian
853590,Vietnamese
853590,Arabic
853610,English
853620,English
853620,French
853620,Italian
853620,German
853620,Spanish - Spain
853620,Arabic
853620,Bulgarian
853620,Portuguese - Brazil
853620,Hungarian
853620,Greek
853620,Danish
853620,Traditional Chinese
853620,Simplified Chinese
853620,Korean
853620,Dutch
853620,Norwegian
853620,Polish
853620,Portuguese - Portugal
853620,Romanian
853620,Russian
853620,Thai
853620,Turkish
853620,Ukrainian
853620,Finnish
853620,Czech
853620,Swedish
853620,Japanese
853650,English
853650,French
853650,Italian
853650,German
853650,Spanish
853650,Arabic
853650,Japanese
853650,Korean
853650,Polish
853650,Portuguese - Brazil
853650,Russian
853650,Simplified Chinese
853650,Traditional Chinese
853700,English
853760,English
853770,English
853780,English
853830,English
853850,English
853850,French
853850,Italian
853850,German
853850,Spanish - Spain
853850,Russian
853860,English
853890,English
853940,English
853940,German
853940,Russian
853940,Simplified Chinese
853980,English
854030,English
854060,English
854120,English
854120,French
854150,English
854160,English
854190,English
854210,English
854250,English
854330,English
854390,English
854400,English
854400,Turkish
854420,English
854420,Spanish
854420,Japanese
854420,Portuguese
854450,English
854500,English
854510,English
854510,French
854510,Italian
854510,German
854510,Spanish - Spain
854510,Japanese
854510,Korean
854510,Russian
854510,Simplified Chinese
854530,English
854540,English
854550,English
854570,English
854570,Simplified Chinese
854570,Traditional Chinese
854600,English
854640,English
854670,English
854670,French
854670,Italian
854670,German
854670,Spanish - Spain
854670,Japanese
854680,English
854690,English
854770,English
854800,English
854800,Spanish - Spain
854800,Simplified Chinese
854800,Portuguese
854800,Portuguese - Brazil
854800,Russian
854810,English
854830,English
854860,English
854860,Russian
854860,German
854870,English
854870,Russian
854870,Polish
854940,English
854940,Japanese
854950,English
854990,English
855010,English
855030,English
855040,English
855050,English
855120,English
855160,English
855160,French
855160,Italian
855160,German
855160,Spanish - Spain
855160,Czech
855160,Dutch
855160,Greek
855160,Japanese
855160,Korean
855160,Polish
855160,Portuguese - Portugal
855160,Russian
855160,Simplified Chinese
855160,Swedish
855180,English
855190,English
855240,English
855320,English
855320,French
855320,Italian
855320,German
855320,Spanish - Spain
855320,Japanese
855320,Korean
855320,Simplified Chinese
855320,Traditional Chinese
855390,English
855390,French
855390,Italian
855390,German
855390,Spanish - Spain
855510,English
855530,English
855550,English
855550,Polish
855580,English
855590,English
855590,Turkish
855610,English
855620,English
855620,French
855620,Italian
855620,German
855620,Spanish - Spain
855620,Russian
855630,English
855630,Russian
855640,English
855640,French
855640,Italian
855640,German
855640,Spanish - Spain
855640,Japanese
855640,Korean
855640,Polish
855640,Portuguese - Portugal
855640,Portuguese - Brazil
855640,Russian
855640,Simplified Chinese
855640,Turkish
855650,English
855670,Simplified Chinese
855670,English
855680,Simplified Chinese
855700,English
855710,English
855730,English
855740,English
855740,French
855740,Italian
855740,German
855740,Spanish - Spain
855740,Polish
855740,Russian
855740,Simplified Chinese
855740,Portuguese - Brazil
855740,Turkish
855740,Japanese
855740,Korean
855760,English
855760,French
855760,Italian
855760,German
855760,Spanish - Spain
855760,Dutch
855760,Portuguese - Portugal
855770,English
855770,French
855770,German
855770,Spanish - Spain
855770,Simplified Chinese
855800,English
855800,French
855830,English
855850,English
855850,Portuguese - Brazil
855850,French
855850,Italian
855850,German
855850,Spanish - Spain
855850,Korean
855850,Japanese
855850,Russian
855860,English
855970,English
855970,German
855970,Spanish - Spain
855970,Japanese
855990,English
856010,English
856010,German
856010,Russian
856010,Japanese
856010,Simplified Chinese
856010,French
856010,Italian
856010,Spanish - Spain
856010,Korean
856030,English
856030,Polish
856040,English
856040,Korean
856050,English
856060,English
856060,Simplified Chinese
856070,English
856080,English
856080,French
856080,Italian
856080,German
856080,Spanish - Spain
856080,Portuguese - Portugal
856100,English
856100,Traditional Chinese
856100,Simplified Chinese
856100,Finnish
856100,Portuguese - Brazil
856100,Swedish
856100,Russian
856100,French
856110,English
856130,English
856130,Russian
856160,English
856170,English
856180,English
856190,English
856210,English
856220,English
856240,English
856260,English
856270,English
856270,Simplified Chinese
856300,English
856310,English
856320,English
856350,English
856370,English
856370,Simplified Chinese
856370,Japanese
856370,Traditional Chinese
856420,English
856450,English
856490,English
856490,Russian
856540,English
856550,English
856560,English
856570,English
856600,English
856640,English
856650,English
856670,Russian
856670,English
856730,English
856760,English
856760,Russian
856770,English
856780,English
856790,English
856790,Russian
856880,English
856890,English
856890,French
856890,German
856890,Japanese
856890,Korean
856890,Portuguese - Brazil
856890,Russian
856890,Simplified Chinese
856890,Traditional Chinese
856890,Polish
856890,Spanish - Latin America
856980,English
856980,French
856980,Italian
856980,German
856980,Spanish - Spain
856980,Portuguese - Brazil
856980,Traditional Chinese
856980,Simplified Chinese
856980,Korean
856980,Polish
856980,Portuguese - Portugal
856980,Russian
856980,Thai
856980,Turkish
856980,Japanese
856990,English
856990,French
856990,Simplified Chinese
856990,German
856990,Russian
856990,Japanese
857010,English
857020,English
857020,Russian
857050,English
857060,English
857080,English
857080,Russian
857080,Simplified Chinese
857090,English
857110,English
857130,English
857140,English
857180,English
857200,English
857210,English
857230,English
857240,English
857300,English
857320,English
857320,Japanese
857320,Simplified Chinese
857320,French
857320,Spanish - Spain
857320,German
857320,Traditional Chinese
857350,English
857350,German
857350,French
857350,Spanish - Spain
857350,Arabic
857350,Simplified Chinese
857350,Polish
857350,Portuguese - Portugal
857350,Russian
857350,Swedish
857350,Turkish
857370,English
857370,Spanish - Spain
857370,Simplified Chinese
857370,German
857370,Polish
857370,Russian
857410,English
857410,Japanese
857420,English
857420,French
857420,German
857420,Turkish
857450,English
857450,Japanese
857450,Simplified Chinese
857460,English
857460,Japanese
857470,English
857470,German
857470,Polish
857470,Simplified Chinese
857470,Portuguese - Brazil
857480,English
857480,Japanese
857480,German
857480,Spanish - Spain
857480,Russian
857480,Simplified Chinese
857480,Thai
857500,English
857500,Japanese
857500,Simplified Chinese
857500,Traditional Chinese
857500,French
857500,Spanish - Spain
857510,English
857520,English
857520,Russian
857540,English
857540,Japanese
857540,Russian
857540,Simplified Chinese
857590,English
857600,English
857600,Japanese
857600,Traditional Chinese
857680,English
857690,English
857690,Spanish - Spain
857690,Simplified Chinese
857690,Traditional Chinese
857690,Japanese
857690,Korean
857690,Thai
857700,English
857710,English
857740,English
857760,English
857770,English
857830,English
857850,English
857860,English
857890,English
857900,English
857900,Spanish - Spain
857900,Japanese
857900,Korean
857900,Russian
857900,Simplified Chinese
857940,English
857940,Simplified Chinese
857950,Simplified Chinese
857950,English
857950,French
857950,Spanish - Spain
857950,Japanese
857950,Portuguese - Brazil
857980,English
857980,French
857980,German
857980,Spanish - Spain
857980,Japanese
857980,Korean
857980,Portuguese - Brazil
857980,Russian
857980,Simplified Chinese
858010,Simplified Chinese
858030,English
858030,French
858030,German
858030,Russian
858040,English
858040,French
858040,German
858040,Spanish - Spain
858040,Finnish
858040,Japanese
858040,Korean
858040,Portuguese - Portugal
858040,Portuguese - Brazil
858040,Russian
858040,Simplified Chinese
858040,Spanish - Latin America
858040,Swedish
858040,Traditional Chinese
858040,Turkish
858040,Ukrainian
858050,English
858060,English
858070,English
858070,French
858070,Italian
858070,German
858070,Spanish - Spain
858070,Dutch
858080,English
858080,Spanish - Spain
858080,Spanish - Latin America
858090,English
858100,English
858100,Russian
858110,English
858170,English
858170,French
858170,Italian
858170,German
858170,Spanish - Spain
858170,Japanese
858170,Russian
858180,English
858210,English
858210,French
858210,Russian
858210,Simplified Chinese
858210,Traditional Chinese
858210,Japanese
858210,Polish
858210,Portuguese - Brazil
858210,Korean
858210,Spanish - Spain
858210,German
858250,English
858260,English
858260,French
858260,Italian
858260,German
858260,Japanese
858260,Korean
858260,Simplified Chinese
858260,Traditional Chinese
858260,Spanish - Latin America
858320,English
858360,English
858380,English
858420,English
858440,English
858500,English
858560,English
858560,French
858560,German
858560,Spanish - Spain
858560,Portuguese - Portugal
858600,English
858630,English
858630,French
858630,Simplified Chinese
858630,Traditional Chinese
858630,German
858630,Spanish - Spain
858630,Russian
858630,Indonesian
858640,English
858680,English
858680,French
858680,Italian
858680,German
858680,Spanish - Spain
858680,Simplified Chinese
858680,Russian
858710,English
858710,French
858710,German
858710,Spanish - Spain
858710,Japanese
858710,Simplified Chinese
858710,Traditional Chinese
858710,Dutch
858730,English
858740,English
858740,French
858740,Spanish - Spain
858740,Simplified Chinese
858740,Japanese
858760,English
858760,French
858760,Italian
858760,German
858760,Spanish - Spain
858760,Arabic
858760,Bulgarian
858760,Traditional Chinese
858760,Simplified Chinese
858760,Czech
858760,Danish
858760,Finnish
858760,Greek
858760,Dutch
858760,Japanese
858760,Korean
858760,Norwegian
858760,Polish
858760,Portuguese - Portugal
858760,Portuguese - Brazil
858760,Russian
858760,Romanian
858760,Swedish
858760,Thai
858760,Turkish
858760,Ukrainian
858760,Hungarian
858770,English
858780,English
858790,English
858810,English
858810,French
858810,German
858810,Spanish - Spain
858830,English
858840,English
858860,English
858860,Italian
858860,French
858860,German
858860,Korean
858860,Simplified Chinese
858860,Spanish - Latin America
858860,Spanish - Spain
858870,English
858870,Portuguese - Brazil
858880,English
858940,English
858940,Simplified Chinese
858960,English
858960,French
858960,Italian
858960,German
858960,Spanish - Spain
858960,Arabic
858960,Czech
858960,Danish
858960,Dutch
858960,Finnish
858960,Greek
858960,Japanese
858960,Korean
858960,Norwegian
858960,Polish
858960,Portuguese - Portugal
858960,Portuguese - Brazil
858960,Russian
858960,Simplified Chinese
858960,Spanish - Latin America
858960,Swedish
858960,Thai
858960,Traditional Chinese
858960,Turkish
858960,Vietnamese
858990,Portuguese - Brazil
859050,English
859090,English
859120,English
859150,Traditional Chinese
859150,Simplified Chinese
859160,English
859170,English
859170,Simplified Chinese
859180,English
859180,French
859180,Italian
859180,German
859180,Spanish - Spain
859180,Russian
859180,Turkish
859180,Japanese
859180,Simplified Chinese
859180,Traditional Chinese
859180,Dutch
859180,Portuguese - Portugal
859180,Korean
859200,Simplified Chinese
859200,English
859220,English
859220,Simplified Chinese
859240,English
859240,Simplified Chinese
859280,Simplified Chinese
859340,English
859340,Simplified Chinese
859340,Traditional Chinese
859340,French
859340,Japanese
859340,German
859340,Russian
859350,English
859350,French
859350,Italian
859350,German
859350,Spanish - Spain
859350,Japanese
859370,English
859370,Japanese
859370,Simplified Chinese
859380,English
859440,English
859440,French
859440,Italian
859440,German
859440,Spanish - Spain
859440,Korean
859440,Polish
859440,Portuguese - Brazil
859440,Russian
859440,Simplified Chinese
859440,Traditional Chinese
859440,Turkish
859440,Japanese
859460,English
859460,Russian
859510,English
859530,English
859560,English
859570,English
859570,French
859570,German
859570,Spanish - Spain
859570,Japanese
859570,Korean
859570,Portuguese - Brazil
859570,Russian
859570,Simplified Chinese
859570,Spanish - Latin America
859570,Thai
859570,Italian
859570,Turkish
859570,Vietnamese
859570,Polish
859570,Portuguese - Portugal
859570,Ukrainian
859580,English
859580,French
859580,German
859580,Russian
859580,Simplified Chinese
859580,Spanish - Spain
859610,English
859640,English
859640,French
859640,Italian
859640,German
859640,Spanish - Spain
859640,Japanese
859640,Korean
859640,Russian
859640,Traditional Chinese
859660,English
859680,English
859680,Japanese
859700,English
859720,German
859740,English
859820,English
859870,English
859910,English
859920,English
859920,French
859920,Italian
859920,German
859920,Spanish - Spain
859920,Arabic
859920,Danish
859920,Japanese
859920,Korean
859920,Portuguese - Portugal
859920,Russian
859930,English
859940,English
859950,English
859960,English
859970,English
859990,English
860000,English
860010,English
860020,English
860030,English
860060,English
860070,English
