app_id,category_count,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,category_10,category_11,category_12,category_13,category_14,category_15,category_16,category_17,category_18,category_19,category_20,category_21,category_22,category_23
2237230,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2237260,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2237270,4,Family Sharing,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
2237280,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2237310,2,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,,
2237320,3,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,,
2237350,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
2237370,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
2237390,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
2237410,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
2237440,11,Co-op,Family Sharing,Full controller support,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,Steam Cloud,,,,,,,,,,,,
2237460,5,Full controller support,Single-player,Steam Achievements,Steam Cloud,Steam Workshop,,,,,,,,,,,,,,,,,,
2237470,3,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2237480,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2237510,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2237690,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2237700,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2237710,6,Co-op,Multi-player,Online Co-op,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,
2237720,3,Family Sharing,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
2237740,8,Co-op,Family Sharing,Multi-player,Online Co-op,Single-player,Steam Cloud,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,
2237760,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2237770,4,Family Sharing,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
2237800,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2237810,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2237840,3,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2237870,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2237910,5,Game demo,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards,,,,,,,,,,,,,,,,,,
2237940,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2237950,5,LAN PvP,Multi-player,Online PvP,PvP,Steam Achievements,,,,,,,,,,,,,,,,,,
2237970,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2237980,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2238010,8,Family Sharing,Full controller support,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,,,
2238040,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
2238070,11,Cross-Platform Multiplayer,Family Sharing,In-App Purchases,Multi-player,Online PvP,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,Steam Achievements,,,,,,,,,,,,
2238080,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2238110,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2238160,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2238170,3,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,,
2238180,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2238210,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
2238230,6,Family Sharing,Multi-player,PvP,Shared/Split Screen,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,,,,,
2238240,5,Co-op,Family Sharing,Multi-player,Online Co-op,Single-player,,,,,,,,,,,,,,,,,,
2238260,9,Co-op,Family Sharing,Multi-player,PvP,Shared/Split Screen,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,Steam Achievements,,,,,,,,,,,,,,
2238290,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
2238310,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2238320,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2238340,8,Family Sharing,Multi-player,Partial Controller Support,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,,,
2238350,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2238360,8,Family Sharing,Full controller support,Includes level editor,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Steam Workshop,,,,,,,,,,,,,,,
2238400,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2238410,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2238430,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2238440,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
2238450,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
2238470,4,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2238510,2,In-App Purchases,Single-player,,,,,,,,,,,,,,,,,,,,,
2238620,4,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2238630,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
2238660,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
2238670,3,Full controller support,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,
2238690,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2238710,7,Family Sharing,Includes level editor,Multi-player,PvP,Shared/Split Screen,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,,,,
2238740,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2238750,8,Co-op,Family Sharing,Full controller support,Multi-player,Online Co-op,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,
2238760,11,Co-op,Cross-Platform Multiplayer,Family Sharing,Full controller support,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,
2238810,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2238850,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2238860,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2238900,6,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards,,,,,,,,,,,,,,,,,
2238980,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2238990,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2239000,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2239020,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
2239040,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2239050,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2239060,5,Family Sharing,Multi-player,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,,,,
2239110,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
2239130,3,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,,
2239140,5,In-App Purchases,Multi-player,Online PvP,PvP,Steam Achievements,,,,,,,,,,,,,,,,,,
2239150,6,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,,
2239190,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
2239200,8,Co-op,Family Sharing,Multi-player,PvP,Shared/Split Screen,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,,,
2239230,8,Co-op,Cross-Platform Multiplayer,MMO,Multi-player,Online Co-op,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,
2239320,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2239340,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2239350,2,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,,
2239360,9,Co-op,Family Sharing,Full controller support,Multi-player,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,,,,,,,,,,,,,,
2239400,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
2239410,1,VR Only,,,,,,,,,,,,,,,,,,,,,,
2239420,5,Full controller support,LAN PvP,Multi-player,Online PvP,PvP,,,,,,,,,,,,,,,,,,
2239450,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
2239470,3,Captions available,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,
2239520,5,Family Sharing,Single-player,Stats,Steam Achievements,Steam Workshop,,,,,,,,,,,,,,,,,,
2239540,2,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,,
2239550,8,Co-op,In-App Purchases,Multi-player,Online Co-op,Online PvP,Partial Controller Support,PvP,Single-player,,,,,,,,,,,,,,,
2239640,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2239650,3,Single-player,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,,,,,
2239670,7,Co-op,MMO,Multi-player,Online Co-op,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,,
2239710,3,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2239730,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2239750,6,Full controller support,In-App Purchases,Single-player,Steam Achievements,Steam Cloud,Steam Turn Notifications,,,,,,,,,,,,,,,,,
2239800,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2239820,3,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2239830,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2239840,7,Family Sharing,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,,,,
2239850,4,Family Sharing,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
2239860,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2239870,6,Family Sharing,Full controller support,Single-player,Stats,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,
2239930,8,Co-op,LAN Co-op,LAN PvP,Multi-player,Online Co-op,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,
2239960,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
2239970,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
2239990,3,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,,
2240010,6,Multi-player,Online PvP,PvP,Single-player,Tracked Controller Support,VR Supported,,,,,,,,,,,,,,,,,
2240020,4,Game demo,Multi-player,Online PvP,PvP,,,,,,,,,,,,,,,,,,,
2240080,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2240090,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2240100,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2240130,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2240150,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2240170,5,Co-op,Multi-player,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,,,,,,,,,,,,,,,,,,
2240200,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2240220,3,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2240230,3,Full controller support,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,
2240240,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2240300,2,Includes level editor,Single-player,,,,,,,,,,,,,,,,,,,,,
2240390,8,Family Sharing,Full controller support,Multi-player,Online PvP,PvP,Shared/Split Screen,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,,,
2240410,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2240420,13,Co-op,Cross-Platform Multiplayer,Game demo,Multi-player,Online Co-op,Online PvP,Partial Controller Support,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,,,,,,,,,,
2240430,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2240440,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2240450,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2240470,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2240480,3,Single-player,Steam Achievements,Steam Workshop,,,,,,,,,,,,,,,,,,,,
2240520,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2240530,3,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2240600,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2240620,3,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2240630,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
2240660,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
2240690,7,Co-op,Multi-player,Online Co-op,Online PvP,PvP,Single-player,VR Only,,,,,,,,,,,,,,,,
2240700,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2240720,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2240750,3,Game demo,Single-player,VR Only,,,,,,,,,,,,,,,,,,,,
2240780,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2240790,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2240890,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2240900,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2240910,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2240920,5,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
2240940,9,Full controller support,Multi-player,Online PvP,PvP,Remote Play Together,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,
2240950,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2241000,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2241020,5,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,
2241090,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
2241100,7,Co-op,Game demo,MMO,Multi-player,Online Co-op,Online PvP,PvP,,,,,,,,,,,,,,,,
2241130,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2241150,9,Co-op,Full controller support,Multi-player,Online Co-op,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,
2241180,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2241190,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2241200,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2241220,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2241240,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2241250,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2241320,3,Game demo,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
2241350,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2241360,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2241380,6,Co-op,LAN Co-op,Multi-player,Online Co-op,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,
2241390,5,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
2241410,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2241440,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2241510,2,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,,
2241520,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2241530,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
2241540,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2241560,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2241570,11,Co-op,In-App Purchases,MMO,Multi-player,Online Co-op,Online PvP,Partial Controller Support,PvP,Remote Play on Phone,Remote Play on Tablet,Steam Achievements,,,,,,,,,,,,
2241580,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2241590,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2241610,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2241620,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2241630,3,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,,
2241660,3,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2241710,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2241740,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2241760,8,Family Sharing,Full controller support,Multi-player,PvP,Shared/Split Screen,Shared/Split Screen PvP,Single-player,Steam Achievements,,,,,,,,,,,,,,,
2241780,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
2241790,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
2241800,13,Co-op,Family Sharing,Multi-player,Online Co-op,Online PvP,Partial Controller Support,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,Steam Cloud,,,,,,,,,,
2241860,7,Co-op,Family Sharing,Multi-player,Online Co-op,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,,
2241880,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2241910,8,Co-op,Family Sharing,Full controller support,Multi-player,Online Co-op,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,
2241920,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2241940,2,Steam Cloud,Steam Workshop,,,,,,,,,,,,,,,,,,,,,
2241970,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2241980,8,Co-op,Family Sharing,Multi-player,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,,,,,,,,,,,,,,,
2241990,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2242000,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2242010,11,Co-op,Game demo,Multi-player,Partial Controller Support,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Stats,Steam Achievements,Steam Cloud,,,,,,,,,,,,
2242020,3,Game demo,Single-player,VR Only,,,,,,,,,,,,,,,,,,,,
2242040,3,Game demo,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
2242050,8,Full controller support,Multi-player,Online PvP,PvP,Shared/Split Screen,Shared/Split Screen PvP,Single-player,Steam Achievements,,,,,,,,,,,,,,,
2242070,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2242090,7,Family Sharing,Full controller support,Single-player,Stats,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,
2242100,4,Family Sharing,Partial Controller Support,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
2242110,3,Single-player,Steam Achievements,Steam Workshop,,,,,,,,,,,,,,,,,,,,
2242130,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
2242160,3,Captions available,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,
2242180,2,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,,
2242200,6,Family Sharing,Multi-player,Online PvP,Partial Controller Support,PvP,Single-player,,,,,,,,,,,,,,,,,
2242220,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
2242240,4,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2242270,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
2242290,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2242300,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
2242310,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2242320,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2242330,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2242340,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2242350,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
2242360,4,Family Sharing,Partial Controller Support,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
2242370,3,Family Sharing,Single-player,VR Supported,,,,,,,,,,,,,,,,,,,,
2242420,4,Multi-player,Online PvP,PvP,Steam Achievements,,,,,,,,,,,,,,,,,,,
2242430,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2242440,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
2242480,3,Game demo,Single-player,VR Only,,,,,,,,,,,,,,,,,,,,
2242500,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2242510,8,Co-op,In-App Purchases,MMO,Multi-player,Online Co-op,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,
2242590,3,In-App Purchases,MMO,Multi-player,,,,,,,,,,,,,,,,,,,,
2242600,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2242610,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2242620,4,Multi-player,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,,,,,
2242630,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2242660,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2242710,5,Family Sharing,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards,,,,,,,,,,,,,,,,,,
2242750,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2242760,7,Captions available,Co-op,Family Sharing,Multi-player,Online Co-op,Single-player,Steam Achievements,,,,,,,,,,,,,,,,
2242810,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2242820,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2242840,2,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,,
2242890,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2242930,4,Family Sharing,Single-player,Stats,Steam Achievements,,,,,,,,,,,,,,,,,,,
2242950,3,Family Sharing,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
2242970,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2242980,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2243000,3,Family Sharing,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
2243040,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2243050,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
