app_id,tag_count,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20
1995010,15,3D,Action,Action-Adventure,Adventure,Atmospheric,Combat,Dark,Exploration,Indie,Mystery,Open World,Physics,Singleplayer,Stylized,Survival,,,,,
1995030,19,Adventure,Anime,Comedy,Cute,Dungeon Crawler,Exploration,Fantasy,Hidden Object,Indie,JRPG,Magic,Party-Based RPG,Pixel Graphics,RPG,RPGMaker,Satire,Singleplayer,Tactical RPG,Turn-Based Tactics,
1995090,14,2D,Casual,Family Friendly,Indie,Logic,Mahjong,Match 3,Pixel Graphics,Puzzle,Roguelike,Runner,Singleplayer,Soundtrack,Space,,,,,,
1995100,8,Adventure,Colorful,Creature Collector,Difficult,Funny,Indie,Pixel Graphics,Singleplayer,,,,,,,,,,,,
1995110,19,2D,2D Fighter,Action,Adventure,Arcade,Dark,Demons,Dungeon Crawler,Early Access,First-Person,Hidden Object,Horror,Indie,Pixel Graphics,Point & Click,Puzzle,Singleplayer,Survival,Top-Down,
1995120,7,Adventure,Atmospheric,Difficult,Hidden Object,Indie,Pixel Graphics,Singleplayer,,,,,,,,,,,,,
1995180,11,2D,2D Platformer,Action,Bullet Hell,Dark,Female Protagonist,Score Attack,Shooter,Singleplayer,Space,Tutorial,,,,,,,,,
1995220,15,Casual,Choose Your Own Adventure,Dark Comedy,Early Access,Indie,Interactive Fiction,Life Sim,Military,RPG,Simulation,Singleplayer,Story Rich,Text-Based,War,Wargame,,,,,
1995230,20,2D,2D Platformer,Action,Action-Adventure,Arcade,Cartoon,Casual,Colorful,Comic Book,Hand-drawn,Indie,Platformer,Procedural Generation,PvE,Replay Value,Shoot 'Em Up,Shooter,Side Scroller,Singleplayer,Top-Down Shooter
1995240,16,3D,Adventure,Atmospheric,Cinematic,Emotional,Indie,Linear,Nature,Realistic,Relaxing,Short,Singleplayer,Soundtrack,Story Rich,Third Person,Walking Simulator,,,,
1995280,15,2D,Adventure,Anime,Cute,Exploration,Fantasy,Female Protagonist,Hentai,Indie,JRPG,Mature,Nudity,RPGMaker,Sexual Content,Singleplayer,,,,,
1995290,11,3D,Conversation,Free to Play,Indie,Level Editor,Modern,Puzzle,Singleplayer,Sokoban,Strategy,Top-Down,,,,,,,,,
1995300,3,Management,Software,Utilities,,,,,,,,,,,,,,,,,
1995320,20,2D,Action,Arena Shooter,Casual,Colorful,Destruction,Free to Play,Indie,Linear,Nature,Pixel Graphics,PvE,Retro,Robots,Sci-fi,Shooter,Singleplayer,Top-Down,Top-Down Shooter,Tutorial
1995330,19,360 Video,3D,Action,Action-Adventure,Adventure,Casual,Colorful,Combat,Cute,Fantasy,Indie,Magic,Medieval,Procedural Generation,Roguelite,Singleplayer,Strategy,Supernatural,Tower Defense,
1995340,19,3D,Board Game,Chess,Colorful,Cute,Education,Family Friendly,Funny,Logic,Military,Multiplayer,PvP,Relaxing,Singleplayer,Strategy,Tactical,Third Person,Turn-Based Strategy,Turn-Based Tactics,
1995380,20,3D,Action RPG,Action-Adventure,Adventure,Aliens,Auto Battler,Base Building,Building,Capitalism,Character Customization,Creature Collector,Dark Humor,Deckbuilding,Management,RPG,Singleplayer,Strategy,Strategy RPG,Tactical,Transhumanism
1995420,20,2D,Cartoon,Cartoony,Casual,Choices Matter,Choose Your Own Adventure,Conversation,Cute,Dating Sim,Fantasy,Hand-drawn,Interactive Fiction,LGBTQ+,Magic,Multiple Endings,Nonlinear,Romance,Simulation,Singleplayer,Visual Novel
1995450,20,3D,3D Platformer,Action,Aliens,Battle Royale,Colorful,Combat Racing,Comedy,Early Access,First-Person,Hidden Object,Open World,Physics,Pixel Graphics,Platformer,Psychedelic,Racing,Software,Stylized,Surreal
1995460,9,Arcade,Basketball,Character Customization,Indie,Minimalist,Precision Platformer,Simulation,Singleplayer,Sports,,,,,,,,,,,
1995470,7,3D,Arcade,Casual,Flight,Indie,Runner,Singleplayer,,,,,,,,,,,,,
1995490,19,3D,Adventure,Atmospheric,Casual,Dark,Detective,Exploration,Female Protagonist,First-Person,Hidden Object,Horror,Indie,Investigation,Linear,Mystery,Philosophical,Puzzle,Singleplayer,Story Rich,
1995520,20,Action RPG,Atmospheric,Base Building,Character Customization,Co-op,Crafting,Early Access,Exploration,Fantasy,Massively Multiplayer,Medieval,MMORPG,Open World,PvE,PvP,Realistic,RPG,Sandbox,Survival,Third Person
1995530,12,3D,Action,Bullet Hell,Combat,Early Access,Fast-Paced,First-Person,FPS,Indie,PvE,Shooter,Singleplayer,,,,,,,,
1995550,20,3D,Action,Action-Adventure,Adventure,Casual,Choose Your Own Adventure,Dark,Dungeon Crawler,Fantasy,First-Person,FPS,Loot,Mining,Mystery,Mystery Dungeon,Singleplayer,Stylized,Supernatural,Thriller,Underground
1995580,18,Anime,Atmospheric,Cute,Dating Sim,Drama,Hentai,Indie,JRPG,Mature,NSFW,Nudity,Romance,RPG,Sexual Content,Singleplayer,Story Rich,Strategy,Visual Novel,,
1995590,20,3D,Base Building,Building,Casual,City Builder,Clicker,Colorful,Cute,Indie,Isometric,Medieval,Minimalist,Nature,Pixel Graphics,Relaxing,Sandbox,Short,Singleplayer,Stylized,Wholesome
1995600,9,2D,Anime,Casual,Clicker,Psychological Horror,Puzzle,Relaxing,Sexual Content,Singleplayer,,,,,,,,,,,
1995680,20,2D,Adventure,Colorful,Detective,Drama,Emotional,Fantasy,Gothic,Hand-drawn,Mystery,Old School,Puzzle,Puzzle Platformer,Retro,Romance,RPG,Singleplayer,Story Rich,Surreal,Visual Novel
1995700,17,Abstract,Adventure,Atmospheric,Dark,Exploration,Horror,Immersive Sim,Indie,Interactive Fiction,Linear,Minimalist,Narration,Simulation,Singleplayer,Survival Horror,Thriller,Walking Simulator,,,
1995710,14,3D,Adventure,Casual,Collectathon,Dark,Early Access,Exploration,First-Person,Nature,Nonlinear,Open World,Sandbox,Singleplayer,Walking Simulator,,,,,,
1995760,20,3D,Building,Cartoony,Casual,Combat,Deckbuilding,Dungeon Crawler,Exploration,Fantasy,Magic,Real Time Tactics,Relaxing,RTS,Singleplayer,Strategy,Strategy RPG,Tactical,Top-Down,Tower Defense,War
1995780,20,2.5D,Action,Aliens,Arcade,Bullet Time,Dark,Hand-drawn,Horror,Indie,Linear,Noir,Procedural Generation,PvE,Quick-Time Events,Roguelite,Runner,Sci-fi,Shooter,Survival,Third Person
1995800,20,2D,2D Platformer,Action,Action-Adventure,Casual,Cute,Female Protagonist,FPS,LGBTQ+,Linear,NSFW,Nudity,Platformer,Puzzle,Relaxing,Rhythm,Romance,Runner,Sexual Content,Singleplayer
1995830,13,3D,3D Platformer,Adventure,Alternate History,Automation,Cinematic,Fantasy,Free to Play,Massively Multiplayer,MMORPG,Party-Based RPG,Real Time Tactics,RPG,,,,,,,
1995840,20,3D,Action,Action RPG,Action-Adventure,Assassin,Combat,Dark,Dark Fantasy,Early Access,Fantasy,Female Protagonist,Hack and Slash,Magic,Martial Arts,Medieval,RPG,Sci-fi,Souls-like,Swordplay,Third Person
1995870,20,2D,Action,Action Roguelike,Action RPG,Adventure,Bullet Hell,Casual,Controller,Fantasy,Medieval,Pixel Graphics,PvE,Roguelike,Roguelite,RPG,Singleplayer,Souls-like,Survival,Top-Down,Top-Down Shooter
1995880,20,2D,Adventure,Atmospheric,Drama,Emotional,Female Protagonist,Horror,Linear,Minimalist,Mystery,Narration,Pixel Graphics,Psychological,Psychological Horror,Side Scroller,Singleplayer,Story Rich,Stylized,Surreal,Walking Simulator
1995890,17,3D,3D Vision,Action,Exploration,First-Person,Flight,Immersive Sim,Indie,Open World,Physics,Racing,Realistic,Simulation,Singleplayer,Sports,Third Person,VR,,,
1995930,20,2D,2D Fighter,2D Platformer,Action,Action-Adventure,Adventure,Colorful,Combat,Cute,Fantasy,Hand-drawn,Indie,Magic,Metroidvania,Nature,Pixel Graphics,Platformer,Precision Platformer,Relaxing,Singleplayer
1995940,18,2D,2D Platformer,Adventure,Anime,Casual,Colorful,Cute,Difficult,Hand-drawn,Indie,Online Co-Op,Runner,Score Attack,Sexual Content,Simulation,Singleplayer,Soundtrack,Survival,,
1996000,11,2D,Casual,Education,Family Friendly,Indie,Puzzle,Relaxing,Singleplayer,Strategy,Tutorial,Word Game,,,,,,,,,
1996010,20,1990's,Action,Exploration,Female Protagonist,Gore,Horror,Indie,Old School,Psychological Horror,Puzzle,Retro,RPG,Singleplayer,Story Rich,Stylized,Supernatural,Survival Horror,Third Person,Third-Person Shooter,Violent
1996070,20,2D,Adventure,Cartoony,Character Customization,Choices Matter,Choose Your Own Adventure,Class-Based,Clicker,Dark Fantasy,Fantasy,Magic,Minimalist,Multiple Endings,Party-Based RPG,Point & Click,Relaxing,RPG,Story Rich,Turn-Based Combat,Turn-Based Tactics
1996090,20,2.5D,2D,Action,Adventure,Atmospheric,Dark,Difficult,Early Access,Hand-drawn,Horror,Narrative,Open World,Platformer,Rhythm,Singleplayer,Souls-like,Stealth,Story Rich,Thriller,Unforgiving
1996100,19,3D,Artificial Intelligence,Casual,Controller,Cute,Exploration,Family Friendly,Futuristic,Indie,Isometric,Logic,Minimalist,Physics,Puzzle,Robots,Sci-fi,Science,Singleplayer,Top-Down,
1996120,20,2D,2D Fighter,Action,Arcade,Casual,Controller,Fighting,Funny,Hand-drawn,Local Multiplayer,Martial Arts,Multiplayer,PvP,Singleplayer,Spectacle fighter,Strategy,Turn-Based,Turn-Based Combat,Turn-Based Strategy,Turn-Based Tactics
1996210,17,Anime,Casual,Cats,Female Protagonist,FPS,Hentai,Idler,Indie,Mature,NSFW,Nudity,Puzzle,RPG,Sexual Content,Simulation,Singleplayer,Visual Novel,,,
1996230,20,3D,3D Fighter,Action,Action RPG,Character Customization,Combat,Fantasy,Fighting,Free to Play,Hack and Slash,Loot,Medieval,Nature,PvE,RPG,Singleplayer,Souls-like,Stylized,Third Person,Violent
1996300,20,3D,3D Platformer,Adventure,Atmospheric,Choices Matter,Education,Exploration,Female Protagonist,First-Person,Futuristic,Inventory Management,Nonlinear,Open World,Platformer,RPG,Simulation,Singleplayer,Stylized,Third Person,Underwater
1996360,19,3D,Action,Action RPG,Action-Adventure,Adventure,Cats,Colorful,Combat,Controller,Cute,Exploration,Fantasy,Indie,Nature,Pixel Graphics,Relaxing,Singleplayer,Supernatural,Third Person,
1996380,15,Adventure,Animation & Modeling,Casual,Drama,Exploration,Historical,Immersive Sim,Indie,Interactive Fiction,Linear,Narration,Singleplayer,Story Rich,VR,Walking Simulator,,,,,
1996390,20,2D,Action-Adventure,Adventure,Choices Matter,Comedy,Cute,Exploration,Fantasy,Funny,Indie,Multiple Endings,Party-Based RPG,Retro,Rhythm,RPG,Singleplayer,Soundtrack,Story Rich,Tactical RPG,Turn-Based Tactics
1996420,20,2D,Abstract,Atmospheric,Cartoon,Casual,Colorful,Creature Collector,Cute,Design & Illustration,Exploration,Fantasy,Hand-drawn,Hidden Object,Nature,Point & Click,Psychedelic,Puzzle,Relaxing,Stylized,Surreal
1996430,20,2D,Cartoony,Casual,Colorful,Creature Collector,Cute,Deckbuilding,Family Friendly,Fantasy,Loot,Procedural Generation,Roguelike,Roguelike Deckbuilder,Roguelite,Singleplayer,Strategy,Strategy RPG,Tactical,Turn-Based Combat,Turn-Based Strategy
1996450,20,2.5D,Abstract,Action,Action Roguelike,Action RPG,Action-Adventure,Adventure,Aliens,Comedy,Exploration,Fantasy,Illuminati,Magic,Mars,Mystery,Open World,Pixel Graphics,Psychedelic,Relaxing,RPG
1996470,20,3D,3D Platformer,Action,Action-Adventure,Adventure,Arcade,Cartoon,Cartoony,Collectathon,Colorful,Cute,Family Friendly,Linear,Platformer,Precision Platformer,Short,Singleplayer,Skateboarding,Skating,Sports
1996500,20,3D,Co-op,Conspiracy,Conversation,Dark Comedy,Dystopian,First-Person,Free to Play,Funny,Multiplayer,Online Co-Op,Psychological,PvP,Satire,Social Deduction,Strategy,Stylized,Survival,Trading Card Game,Turn-Based Strategy
1996510,8,3D,Action,Arena Shooter,Multiplayer,PvP,Sci-fi,Shooter,VR,,,,,,,,,,,,
1996520,16,2D,Action,Adventure,Atmospheric,Cartoony,Cute,Fantasy,Female Protagonist,Hand-drawn,Indie,Magic,Minimalist,Narration,Puzzle,Singleplayer,Story Rich,,,,
1996540,18,3D,Action-Adventure,Base Building,Building,Combat,Crafting,Dungeon Crawler,Exploration,Fantasy,Hack and Slash,Isometric,Magic,Management,Point & Click,RPG,Singleplayer,Strategy,Tower Defense,,
1996550,20,2D,Action,Action RPG,Base Building,Bullet Hell,Character Customization,Co-op Campaign,Colorful,Controller,Fantasy,Local Multiplayer,Loot,Pixel Graphics,PvE,PvP,RPG,Side Scroller,Souls-like,Split Screen,Tower Defense
1996600,20,4X,Action,Action RTS,Artificial Intelligence,Base Building,Building,Combat,Puzzle,PvE,Real Time Tactics,RTS,Sci-fi,Singleplayer,Space,Steampunk,Strategy,Tactical,Top-Down,Tower Defense,War
1996630,9,1990's,Action RPG,Classic,God Game,Real Time Tactics,RPG,Singleplayer,Strategy,Villain Protagonist,,,,,,,,,,,
1996650,20,2D,Adventure,Casual,Dark,Demons,Detective,Free to Play,Horror,Indie,Investigation,Multiple Endings,Mystery,Old School,Pixel Graphics,Puzzle,Retro,Singleplayer,Story Rich,Thriller,Top-Down
1996680,18,2D,Action,Action RPG,Atmospheric,Boss Rush,Combat,Controller,Dark,Dark Fantasy,Fantasy,Horror,Indie,Pixel Graphics,PvE,RPG,Singleplayer,Souls-like,Top-Down,,
1996710,19,3D,Board Game,Cartoony,Casual,Character Customization,Colorful,Cozy,Cute,Family Friendly,Grid-Based Movement,Indie,Isometric,Logic,Minimalist,Puzzle,Relaxing,Singleplayer,Sokoban,Tabletop,
1996750,16,3D,Casual,Character Customization,Cinematic,Immersive,Indie,Music,Nature,Physics,Realistic,Relaxing,Rhythm,Singleplayer,Sports,Tutorial,VR,,,,
1996760,19,Adventure,Atmospheric,Cinematic,Dark,Demons,Escape Room,Exploration,First-Person,Hidden Object,Horror,Indie,Mystery,Psychological,Psychological Horror,Puzzle,Realistic,Singleplayer,Story Rich,Supernatural,
1996770,15,Action,Adventure,Aliens,Boomer Shooter,Classic,Combat,Dinosaurs,Female Protagonist,First-Person,FPS,Retro,Sci-fi,Shooter,Singleplayer,Violent,,,,,
1996780,18,2D,Action,Arcade,Cartoon,Cartoony,Casual,Comedy,Controller,Cute,Driving,Family Friendly,Funny,Hand-drawn,Indie,Physics,Score Attack,Singleplayer,Tutorial,,
1996800,20,3D,3D Platformer,Action,Arcade,Combat,Competitive,Early Access,Fast-Paced,First-Person,FPS,Minimalist,Parkour,Platformer,Precision Platformer,Puzzle,Runner,Shooter,Singleplayer,Sports,Strategy
1996810,12,Adventure,Casual,Cinematic,Detective,Hidden Object,Investigation,Mystery,Narration,Puzzle,Singleplayer,Story Rich,Stylized,,,,,,,,
1996850,20,3D,3D Platformer,Action,Action-Adventure,Adventure,Arcade,Cartoony,Cute,Exploration,Hand-drawn,Immersive Sim,Platformer,Precision Platformer,Puzzle,Puzzle Platformer,Racing,Realistic,Sci-fi,Simulation,Strategy
1996880,19,2D,Abstract,Artificial Intelligence,Building,Casual,Colorful,Controller,Futuristic,Indie,Logic,Management,Minimalist,Pixel Graphics,Programming,Puzzle,Retro,Simulation,Singleplayer,Strategy,
1996900,12,Action,Combat,Crafting,Exploration,Gun Customization,Open World,Sci-fi,Shooter,Singleplayer,Story Rich,Stylized,Survival,,,,,,,,
1996910,20,2D,2D Platformer,Adventure,Asynchronous Multiplayer,Exploration,Fantasy,Indie,Kickstarter,Level Editor,Magic,Medieval,Metroidvania,Open World,Pixel Graphics,Platformer,Precision Platformer,RPG,Side Scroller,Singleplayer,Stylized
1996920,20,Action,Adventure,Assassin,Atmospheric,Casual,Choose Your Own Adventure,Cinematic,Crime,First-Person,Heist,Illuminati,Looter Shooter,Nonlinear,Open World,Sandbox,Singleplayer,Stealth,Story Rich,Strategy,Tactical
1996930,10,2D,Casual,Fishing,Free to Play,Idler,Inventory Management,Pixel Graphics,Resource Management,Singleplayer,Time Management,,,,,,,,,,
1997010,20,2D,2D Platformer,Action,Action-Adventure,Adventure,Atmospheric,Controller,Cute,Difficult,Fantasy,Funny,Indie,Minimalist,Physics,Pixel Graphics,Platformer,Point & Click,Precision Platformer,Singleplayer,Survival
1997040,16,Card Battler,Card Game,Casual,Co-op,Comic Book,Deckbuilding,Early Access,Free to Play,Mouse only,Multiplayer,PvP,Strategy,Stylized,Superhero,Trading Card Game,Turn-Based Tactics,,,,
1997060,18,2D,2D Platformer,Action,Action-Adventure,Adventure,Casual,Colorful,Cute,Exploration,Family Friendly,Fantasy,Free to Play,Nature,Nonlinear,Pixel Graphics,Platformer,Side Scroller,Singleplayer,,
1997080,17,2D,Auto Battler,Cartoony,Casual,Combat,Crafting,Family Friendly,Fantasy,Free to Play,Linear,Medieval,Pixel Graphics,Retro,Singleplayer,Strategy,Strategy RPG,Swordplay,,,
1997110,12,2D,Action,Casual,Combat,Medieval,Multiplayer,Pixel Graphics,Point & Click,PvP,Social Deduction,Stealth,Strategy,,,,,,,,
1997120,20,2D,Anime,Deckbuilding,Fantasy,Hand-drawn,Indie,Match 3,Perma Death,Roguelike,Roguelike Deckbuilder,Roguelite,RPG,Strategy,Strategy RPG,Tactical,Tactical RPG,Turn-Based,Turn-Based Combat,Turn-Based Strategy,Turn-Based Tactics
1997130,16,2D,2D Platformer,Action,Anime,Cute,Female Protagonist,Hentai,Indie,JRPG,Mature,NSFW,Nudity,RPG,RPGMaker,Sexual Content,Singleplayer,,,,
1997170,20,3D,Action,Action-Adventure,Adventure,Atmospheric,Automobile Sim,Combat,Combat Racing,Controller,Dark,Driving,Futuristic,Offroad,Racing,Realistic,Retro,Sci-fi,Singleplayer,Third Person,Vehicular Combat
1997180,20,2D,Board Game,Building,Cats,City Builder,Dark Humor,Funny,Hunting,Management,Medieval,Mining,Pixel Graphics,Resource Management,Roguelike,Roguelite,Strategy,Survival,Tabletop,Top-Down,Turn-Based Strategy
1997190,20,2D,Action,Adventure,Anime,Arcade,Atmospheric,Casual,Clicker,Colorful,Cute,Hentai,Indie,Mature,Nudity,Puzzle,Relaxing,RPG,Sexual Content,Simulation,Singleplayer
1997250,20,3D,Base Building,Building,Casual,Crafting,Design & Illustration,Destruction,Economy,Education,Family Friendly,First-Person,Immersive Sim,Management,Open World,Realistic,Relaxing,Replay Value,Sandbox,Simulation,Singleplayer
1997270,9,2D Platformer,Casual,Family Friendly,Indie,Linear,Pixel Graphics,Platformer,Retro,Singleplayer,,,,,,,,,,,
1997290,17,3D,Abstract,Colorful,Cute,Grid-Based Movement,Indie,Isometric,Level Editor,Logic,Minimalist,Nonlinear,Puzzle,Relaxing,Simulation,Singleplayer,Strategy,Stylized,,,
1997300,16,2D,Anime,Arcade,Casual,Controller,Cute,Fantasy,Female Protagonist,Modern,Nudity,Puzzle,Puzzle Platformer,Science,Score Attack,Sexual Content,Singleplayer,,,,
1997330,20,2D,Action,Action RPG,Action-Adventure,Adventure,Atmospheric,Choices Matter,Combat,Dark Humor,Difficult,Pixel Graphics,Psychedelic,Psychological Horror,PvE,Side Scroller,Singleplayer,Story Rich,Stylized,Surreal,Unforgiving
1997360,20,2D,2D Platformer,Adventure,Alternate History,Casual,Creature Collector,Early Access,Idler,Indie,Loot,Party-Based RPG,Pixel Graphics,Roguelite,RPG,Simulation,Singleplayer,Strategy,Strategy RPG,Turn-Based Combat,Turn-Based Tactics
1997400,14,2D,Adventure,Choices Matter,Dystopian,Futuristic,Indie,Interactive Fiction,Investigation,Multiple Endings,Mystery,RPG,Side Scroller,Singleplayer,Story Rich,,,,,,
1997410,20,3D,3D Vision,Anime,Atmospheric,Casual,Cinematic,Colorful,Comedy,Cute,Drama,FMV,Hentai,Interactive Fiction,Mature,NSFW,Nudity,Relaxing,RPG,Sexual Content,Stylized
1997420,20,Alternate History,Anime,Atmospheric,Casual,Cinematic,Dating Sim,Detective,Drama,Fantasy,Hentai,Mature,Medical Sim,NSFW,Nudity,Philosophical,Psychedelic,Retro,RPG,Sexual Content,Stylized
1997430,20,Anime,Atmospheric,Casual,Cinematic,Colorful,Comedy,Cute,Fantasy,Hentai,Mature,Multiple Endings,NSFW,Nudity,Romance,RPG,Sexual Content,Simulation,Story Rich,Stylized,Surreal
1997440,20,Anime,Casual,Cinematic,Colorful,Cute,Drama,Fantasy,Female Protagonist,Hentai,Lore-Rich,Mature,NSFW,Nudity,Point & Click,Psychedelic,Psychological,RPG,Sexual Content,Stylized,Time Management
1997460,20,Alternate History,Casual,Dating Sim,Fantasy,Hentai,Magic,Mature,Medieval,NSFW,Nudity,Political Sim,Psychedelic,RPG,Sexual Content,Simulation,Strategy RPG,Surreal,Tactical,Time Management,Turn-Based Strategy
1997470,20,Action,Action RPG,Adventure,Anime,Atmospheric,Cinematic,Cute,Exploration,Hentai,Mature,Modern,NSFW,Nudity,Psychological Horror,Puzzle,Sexual Content,Shooter,Side Scroller,Simulation,Surreal
1997480,20,Atmospheric,Cinematic,Colorful,Cute,Dating Sim,Hentai,Historical,Management,Martial Arts,Mature,Multiple Endings,NSFW,Nudity,Sexual Content,Simulation,Stylized,Tactical,Tactical RPG,Turn-Based Strategy,War
1997490,20,Alternate History,Anime,Casual,Cinematic,Colorful,Combat,Fantasy,Hentai,Mature,Mythology,NSFW,Nudity,Roguelike,Sexual Content,Simulation,Spectacle fighter,Story Rich,Strategy RPG,Tactical,Turn-Based Strategy
1997520,15,Casual,Cinematic,Colorful,Female Protagonist,Indie,LGBTQ+,Mature,NSFW,Nudity,Relaxing,Romance,Sexual Content,Singleplayer,Story Rich,Visual Novel,,,,,
1997530,20,2D,2D Platformer,Action,Action Roguelike,Action RPG,Adventure,Crafting,Dungeon Crawler,Exploration,Fantasy,Loot,Pixel Graphics,Platformer,Procedural Generation,Roguelike,Roguelite,RPG,Sandbox,Singleplayer,Survival
1997550,13,2D,Addictive,Arcade,Casual,Difficult,Family Friendly,Fast-Paced,Minimalist,Philosophical,Puzzle,Quick-Time Events,Runner,Singleplayer,,,,,,,
1997560,15,Casual,Cinematic,Colorful,Female Protagonist,Indie,LGBTQ+,Mature,NSFW,Nudity,Relaxing,Romance,Sexual Content,Singleplayer,Story Rich,Visual Novel,,,,,
1997590,20,1990's,3D,Action,Arena Shooter,Artificial Intelligence,Atmospheric,Boomer Shooter,Cartoony,Combat,Difficult,Fast-Paced,First-Person,FPS,Old School,PvE,Retro,Robots,Sci-fi,Shooter,Singleplayer
1997610,20,3D,3D Fighter,Action,Action-Adventure,Adventure,Anime,Cinematic,Combat,Crafting,Emotional,Exploration,Grand Strategy,Mystery,Nature,Relaxing,Shooter,Singleplayer,Story Rich,Survival,Third Person
1997630,20,3D,Action,Combat,Early Access,eSports,First-Person,FPS,Free to Play,Local Multiplayer,Military,Multiplayer,PvP,Real Time Tactics,Realistic,Shooter,Simulation,Singleplayer,Sports,Strategy,Team-Based
1997660,20,Action,Action RPG,Action-Adventure,Adventure,Atmospheric,Character Customization,Choices Matter,Dark,Dark Fantasy,Early Access,Fantasy,Female Protagonist,Magic,Nudity,Open World,RPG,Sexual Content,Singleplayer,Story Rich,Third Person
1997670,16,1990's,2D,Cartoony,Casual,Cats,Clicker,Colorful,Cute,Family Friendly,Hand-drawn,Indie,Minimalist,Old School,Puzzle,Retro,Singleplayer,,,,
1997680,20,2D,Abstract,Anime,Casual,Comedy,Cute,Dark,Dating Sim,Drama,Emotional,Funny,Minimalist,Parody,Psychedelic,Psychological,Psychological Horror,Romance,Story Rich,Stylized,Visual Novel
1997740,12,3D,Adventure,Female Protagonist,Mature,Minimalist,Nudity,Puzzle,Puzzle Platformer,Realistic,Sci-fi,Sexual Content,Singleplayer,,,,,,,,
1997780,20,2D,3D,Alternate History,Board Game,Grand Strategy,Historical,Massively Multiplayer,Military,Political,Political Sim,Real Time Tactics,Realistic,RTS,Simulation,Steampunk,Strategy,Strategy RPG,Time Management,War,Wargame
1997800,18,Action,Atmospheric,Dark,Demons,Exploration,Gore,Horror,Illuminati,Indie,Nature,Psychological,Psychological Horror,Simulation,Singleplayer,Stealth,Survival Horror,Thriller,Violent,,
1997830,20,2D,Adventure,Choices Matter,Class-Based,Comedy,Crafting,Crime,CRPG,Cyberpunk,Dark Comedy,Dark Humor,Demons,Futuristic,Horror,Nonlinear,Open World,Pixel Graphics,Post-apocalyptic,RPG,Story Rich
1997870,11,Action,Character Customization,Cyberpunk,Free to Play,Multiplayer,PvP,Shooter,Singleplayer,Stylized,Third Person,Third-Person Shooter,,,,,,,,,
1997880,17,3D,Adventure,Automobile Sim,Cartoon,Driving,Funny,Hidden Object,Indie,Linear,Memes,Minimalist,Offroad,Physics,Racing,Simulation,Singleplayer,Surreal,,,
1997900,20,2D,2D Fighter,Action,Action RPG,Action-Adventure,Adventure,Boxing,Cartoony,Combat,Comedy,CRPG,Dark Humor,Funny,Martial Arts,RPG,Satire,Side Scroller,Singleplayer,Story Rich,Third Person
1997910,19,1980s,2D,Action,Arcade,Bullet Time,Casual,Character Customization,Colorful,Old School,Physics,Precision Platformer,PvE,Resource Management,Retro,Score Attack,Shooter,Singleplayer,Time Manipulation,Top-Down Shooter,
1997920,11,3D,Adventure,Choices Matter,Dystopian,Indie,Interactive Fiction,Simulation,Singleplayer,Story Rich,Time Management,Visual Novel,,,,,,,,,
1997940,20,3D,Action,Action-Adventure,Adventure,Arcade,Atmospheric,Bikes,BMX,Cartoony,Combat Racing,Conspiracy,Cute,Cycling,Detective,Dystopian,Exploration,Family Friendly,Minimalist,Mystery,Racing
1997950,20,Action,Action RPG,Archery,Character Customization,Combat,Crafting,Dungeon Crawler,Gore,Hack and Slash,Loot,Magic,Medieval,Multiplayer,Online Co-Op,PvE,PvP,RPG,Swordplay,Third Person,War
1997980,19,2D,Adventure,Card Battler,Card Game,Casual,Co-op,Cute,Dragons,Fantasy,Indie,Multiplayer,Mythology,Online Co-Op,Roguelike,Roguelite,Singleplayer,Solitaire,Strategy,Turn-Based Combat,
1998030,20,1990's,3D,Action,Action-Adventure,Adventure,Atmospheric,Cinematic,Creature Collector,Exploration,First-Person,Gothic,Hidden Object,Noir,Parkour,Psychedelic,Puzzle,Real Time Tactics,Science,Stylized,Survival
1998040,20,Action,Adventure,Atmospheric,Co-op,Dark,Early Access,Exploration,First-Person,FPS,Hidden Object,Horror,Multiplayer,Online Co-Op,Psychological Horror,Puzzle,PvE,Realistic,Singleplayer,Stealth,Survival Horror
1998050,20,3D,Adventure,Choices Matter,Choose Your Own Adventure,Early Access,Fantasy,Funny,Indie,Mature,Medieval,Multiple Endings,NSFW,Nudity,Point & Click,Romance,RPG,Sexual Content,Singleplayer,Story Rich,Visual Novel
1998100,11,3D,Action,Adventure,Arcade,Atmospheric,Casual,First-Person,FPS,Indie,Shooter,Singleplayer,,,,,,,,,
1998110,10,3D,Adventure,Atmospheric,Casual,First-Person,FPS,Indie,Linear,Shooter,Singleplayer,,,,,,,,,,
1998120,8,3D,Arcade,Atmospheric,Casual,Colorful,Indie,Puzzle,Singleplayer,,,,,,,,,,,,
1998130,8,3D,Arcade,Atmospheric,Casual,Cute,Indie,Puzzle Platformer,Singleplayer,,,,,,,,,,,,
1998140,13,Colony Sim,Comedy,Dark Humor,Farming Sim,Free to Play,Funny,Immersive Sim,Linear,Realistic,Relaxing,Simulation,Singleplayer,Story Rich,,,,,,,
